GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
48.499973,-2.722982,146.25,0,10.72,166.7,13 / 21,10412,2019-08-18 15:13:52:949,-0.5398,-0.006,9.7794,-0.5338,-0.0663,9.7919,-0.0032,-0.0104,0.0071
48.499973,-2.722982,146.25,0,10.72,166.7,13 / 21,10511,2019-08-18 15:13:53:048,-0.5261,0.018,9.8398,-0.5393,-0.0722,9.7915,0.0009,-0.0064,0.0079
48.499973,-2.722982,146.25,0,10.72,166.7,13 / 21,10611,2019-08-18 15:13:53:148,-0.1167,0.2526,9.8356,-0.5338,-0.0669,9.7919,0.0005,-0.0127,0.0029
48.499973,-2.722982,146.25,0,10.72,166.7,13 / 21,10711,2019-08-18 15:13:53:248,0.4669,0.3867,10.1295,-0.5104,-0.0595,9.7932,0.007,-0.0316,-0.0001
48.499973,-2.722982,146.25,0,10.72,166.7,13 / 21,10811,2019-08-18 15:13:53:348,0.3281,0.3089,9.8177,-0.4431,-0.0383,9.7966,0.004,-0.0224,0.0009
48.499973,-2.722982,146.25,0,10.72,166.7,13 / 21,10911,2019-08-18 15:13:53:448,0.4412,0.4052,9.9691,-0.4267,-0.0329,9.7973,0.0016,-0.0096,0.0003
48.499973,-2.722982,146.25,0,10.72,166.7,13 / 21,11011,2019-08-18 15:13:53:548,0.3472,0.3831,9.9889,-0.2622,0.0413,9.8031,-0.003,-0.0008,-0.0027
48.499973,-2.722982,146.25,0,10.72,166.7,13 / 21,11112,2019-08-18 15:13:53:649,0.3125,0.4166,9.9476,-0.1819,0.0878,9.8046,-0.0025,-0.003,0
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,11211,2019-08-18 15:13:53:748,0.2137,0.4028,9.9619,-0.113,0.1363,9.8051,-0.0035,0.0002,0.0005
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,11311,2019-08-18 15:13:53:848,0.1629,0.3963,9.9811,-0.0762,0.1672,9.8049,-0.0016,-0.0013,0.0044
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,11411,2019-08-18 15:13:53:948,-0.5985,-0.0467,9.8093,-0.1082,0.1449,9.805,-0.0123,0.0195,0.0003
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,11511,2019-08-18 15:13:54:048,-0.8654,-0.1478,9.8835,-0.131,0.1342,9.8049,-0.0127,0.0142,0.0024
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,11611,2019-08-18 15:13:54:148,-0.7188,-0.0844,9.7901,-0.1904,0.1061,9.8042,-0.0031,0.0038,0.0048
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,11712,2019-08-18 15:13:54:249,-0.8421,-0.228,9.7806,-0.2484,0.0857,9.8031,-0.0052,-0.0061,0.0002
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,11811,2019-08-18 15:13:54:348,-0.8283,-0.2526,9.835,-0.3632,0.0236,9.7999,-0.0055,-0.0026,0.0001
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,11912,2019-08-18 15:13:54:449,-0.8481,-0.1586,9.8452,-0.4069,0.0015,9.7982,-0.0024,-0.0021,0.001
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12011,2019-08-18 15:13:54:548,-0.7829,-0.1766,9.7854,-0.4851,-0.0309,9.7946,0.0021,-0.0058,-0.0031
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12111,2019-08-18 15:13:54:648,0.1323,0.3711,10.0361,-0.4761,-0.0251,9.7951,0.0043,-0.0105,-0.0004
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12211,2019-08-18 15:13:54:748,-0.9061,-0.1688,9.6184,-0.4568,-0.0217,9.796,-0.0095,-0.0014,0.0011
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12311,2019-08-18 15:13:54:848,-0.729,-0.2065,9.9434,-0.4662,-0.0304,9.7955,-0.0012,0.0024,-0.0032
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12411,2019-08-18 15:13:54:948,-0.3902,0.2053,9.9027,-0.4641,-0.0286,9.7956,-0.0025,-0.0037,0.0021
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12511,2019-08-18 15:13:55:048,-0.6117,-0.0928,9.7692,-0.4573,-0.0304,9.7959,-0.0088,-0.0018,0.0015
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12611,2019-08-18 15:13:55:148,-0.6853,-0.0784,9.8057,-0.4608,-0.0355,9.7958,-0.0065,0.0013,-0.0008
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12711,2019-08-18 15:13:55:248,-0.2998,0.1658,9.8656,-0.4509,-0.038,9.7962,0,-0.0038,0.0002
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12811,2019-08-18 15:13:55:348,-0.726,-0.091,9.7249,-0.446,-0.0384,9.7964,-0.0029,0.0037,-0.0039
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,12911,2019-08-18 15:13:55:448,-0.644,0.1066,9.9021,-0.4542,-0.0386,9.796,0.0039,0.0014,-0.0001
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,13011,2019-08-18 15:13:55:548,-0.5027,0.0886,9.8769,-0.4542,-0.0363,9.7961,-0.0052,-0.0031,-0.0018
48.499973,-2.722982,146.25,0,10.72,166.7,Dec-21,13112,2019-08-18 15:13:55:649,-0.5123,-0.1024,9.8518,-0.4553,-0.0269,9.796,-0.0043,-0.0042,0.0007
48.499973,-2.722982,146.25,0,10.72,166.7,Nov-21,13211,2019-08-18 15:13:55:748,-0.6661,0.0437,9.8314,-0.4606,-0.0366,9.7958,0.0018,-0.0006,-0.0007
48.499973,-2.722982,146.25,0,10.72,166.7,Nov-21,13311,2019-08-18 15:13:55:848,-0.7643,-0.1484,9.8596,-0.4987,-0.0357,9.7939,-0.0009,-0.0019,-0.0015
48.499973,-2.722982,146.25,0,10.72,166.7,Nov-21,13411,2019-08-18 15:13:55:948,-0.5177,-0.1113,9.8177,-0.5348,-0.0495,9.7919,-0.0057,-0.0058,0.0013
