,n,Session,location.seconds.Unix,location.millis,location.gpstime,location.lat,location.lon,location.alt,location.track,location.speed.M-S,location.acc,location.nsats
45,46,13700,1457881010,888,1457881012.0,41.13717427,-8.61507353,60.0,74.6,4.0,7.0,11.0
46,47,13700,1457881011,898,1457881013.0,41.13720266,-8.61503488,61.0,73.1,4.0,6.0,11.0
47,48,13700,1457881012,912,1457881014.0,41.13721669,-8.61500653,62.5,59.1,3.25,6.0,11.0
48,49,13700,1457881013,908,1457881015.0,41.1372344,-8.61496298,61.9,72.2,3.5,5.0,11.0
49,50,13700,1457881014,946,1457881016.0,41.13725989,-8.6149456,61.4,72.8,2.5,5.0,11.0
50,51,13700,1457881015,889,1457881017.0,41.13727434,-8.61492276,60.9,72.0,2.25,6.0,11.0
51,52,13700,1457881016,889,1457881018.0,41.1372865,-8.61490659,60.7,69.3,2.0,6.0,11.0
52,53,13700,1457881017,897,1457881019.0,41.13729375,-8.61488462,60.5,74.0,2.25,5.0,11.0
53,54,13700,1457881018,898,1457881020.0,41.13730131,-8.61486167,60.0,72.5,2.25,5.0,11.0
54,55,13700,1457881019,900,1457881021.0,41.13730741,-8.61483606,59.9,72.9,2.25,5.0,11.0
55,56,13700,1457881020,889,1457881022.0,41.13731359,-8.61480841,59.6,72.4,2.5,5.0,11.0
56,57,13700,1457881021,899,1457881023.0,41.13731996,-8.61477792,59.6,72.7,2.5,5.0,11.0
57,58,13700,1457881022,903,1457881024.0,41.13732849,-8.61473881,59.4,72.8,3.0,6.0,11.0
58,59,13700,1457881023,889,1457881025.0,41.13733794,-8.61469951,59.0,72.6,3.25,6.0,11.0
59,60,13700,1457881024,908,1457881026.0,41.13734788,-8.61466037,59.1,72.1,3.25,5.0,11.0
60,61,13700,1457881025,898,1457881027.0,41.13735711,-8.61462191,58.8,71.8,3.25,6.0,11.0
61,62,13700,1457881026,902,1457881028.0,41.13736626,-8.614583,59.1,72.2,3.25,6.0,11.0
62,63,13700,1457881027,902,1457881029.0,41.13737445,-8.61454571,60.7,72.9,3.25,4.0,11.0
63,64,13700,1457881028,889,1457881030.0,41.13738385,-8.61450986,60.8,72.0,3.25,5.0,11.0
64,65,13700,1457881029,907,1457881031.0,41.13739367,-8.61447533,60.6,71.0,3.25,6.0,11.0
65,66,13700,1457881030,890,1457881032.0,41.13740263,-8.61444206,61.7,70.9,3.0,5.0,11.0
66,67,13700,1457881031,937,1457881033.0,41.1374117,-8.61440548,60.0,71.7,3.25,5.0,11.0
67,68,13700,1457881032,903,1457881034.0,41.13742054,-8.61436851,59.7,72.6,3.25,5.0,11.0
68,69,13700,1457881033,900,1457881035.0,41.13742965,-8.6143325,59.5,72.4,3.25,5.0,11.0
69,70,13700,1457881034,944,1457881036.0,41.13743762,-8.61429624,59.8,73.1,3.25,5.0,11.0
70,71,13700,1457881035,893,1457881037.0,41.13744538,-8.61425991,59.7,72.9,3.0,5.0,11.0
71,72,13700,1457881036,899,1457881038.0,41.13745256,-8.61422801,61.0,73.8,3.0,4.0,11.0
72,73,13700,1457881037,904,1457881039.0,41.13745971,-8.61419936,62.1,73.1,3.0,4.0,11.0
73,74,13700,1457881038,900,1457881040.0,41.13746612,-8.61417686,61.3,71.6,2.25,4.0,11.0
74,75,13700,1457881039,900,1457881041.0,41.1374712,-8.6141601,62.4,70.5,1.75,3.0,11.0
75,76,13700,1457881040,894,1457881042.0,41.13747664,-8.61414009,62.7,70.2,2.0,4.0,11.0
76,77,13700,1457881041,902,1457881043.0,41.13748259,-8.61411935,63.4,70.9,2.0,4.0,11.0
77,78,13700,1457881042,904,1457881044.0,41.13748734,-8.61409976,63.1,71.8,1.75,3.0,11.0
78,79,13700,1457881043,902,1457881045.0,41.13749173,-8.61407998,63.8,73.6,1.75,4.0,11.0
79,80,13700,1457881044,901,1457881046.0,41.13749495,-8.61406057,64.4,76.4,1.75,4.0,11.0
80,81,13700,1457881045,901,1457881047.0,41.13750079,-8.6140418,64.6,69.9,1.75,4.0,11.0
81,82,13700,1457881046,891,1457881048.0,41.13751122,-8.61402425,65.7,59.8,1.75,4.0,11.0
82,83,13700,1457881047,897,1457881049.0,41.13752157,-8.61400651,66.0,56.7,1.75,4.0,11.0
83,84,13700,1457881048,905,1457881050.0,41.13752857,-8.61398815,66.4,61.5,1.75,4.0,11.0
84,85,13700,1457881049,899,1457881051.0,41.13753227,-8.61396927,66.0,71.2,1.75,4.0,11.0
85,86,13700,1457881050,891,1457881052.0,41.13753536,-8.61395048,65.3,71.4,1.75,4.0,10.0
86,87,13700,1457881051,903,1457881053.0,41.13753913,-8.61393127,64.9,70.9,1.75,4.0,11.0
87,88,13700,1457881052,896,1457881054.0,41.13754292,-8.61391075,64.7,70.6,1.75,4.0,11.0
88,89,13700,1457881053,903,1457881055.0,41.13754606,-8.61388875,64.1,73.3,1.75,4.0,11.0
89,90,13700,1457881054,899,1457881056.0,41.13754976,-8.61386654,64.4,74.6,1.75,4.0,11.0
90,91,13700,1457881056,25,1457881057.0,41.13755327,-8.61384525,64.7,75.5,1.75,4.0,11.0
91,92,13700,1457881056,925,1457881058.0,41.13755744,-8.61382414,64.1,73.7,1.75,4.0,11.0
92,93,13700,1457881057,911,1457881059.0,41.13756312,-8.61380361,64.8,71.2,1.75,4.0,11.0
93,94,13700,1457881058,891,1457881060.0,41.13756974,-8.6137837,64.1,67.9,1.75,4.0,11.0
94,95,13700,1457881059,894,1457881061.0,41.13757529,-8.61376197,63.9,70.5,1.75,4.0,11.0
95,96,13700,1457881060,892,1457881062.0,41.13758133,-8.61373944,63.6,70.5,1.75,4.0,11.0
96,97,13700,1457881061,892,1457881063.0,41.13758752,-8.61371564,63.5,73.2,1.75,4.0,11.0
97,98,13700,1457881063,530,1457881064.0,41.13759489,-8.61369137,62.9,72.6,1.75,4.0,11.0
98,99,13700,1457881065,551,1457881066.0,41.13760726,-8.61364268,62.5,74.7,1.75,4.0,11.0
99,100,13700,1457881066,996,1457881068.0,41.13761701,-8.61359505,62.4,71.5,1.75,4.0,11.0
100,101,13700,1457881068,509,1457881069.0,41.13762256,-8.61357232,62.3,69.7,1.75,4.0,11.0
101,102,13700,1457881070,532,1457881071.0,41.13763122,-8.61352602,61.6,71.8,1.75,4.0,11.0
102,103,13700,1457881072,499,1457881073.0,41.13763815,-8.61347919,61.9,73.0,1.75,4.0,10.0
103,104,13700,1457881074,487,1457881075.0,41.13764652,-8.6134329,61.1,72.8,1.75,4.0,10.0
104,105,13700,1457881075,952,1457881077.0,41.13765634,-8.61338735,61.6,73.5,1.75,5.0,10.0
105,106,13700,1457881077,480,1457881078.0,41.1376606,-8.61336477,61.1,75.1,1.75,5.0,10.0
106,107,13700,1457881079,487,1457881080.0,41.13767057,-8.613322,60.6,73.4,1.75,5.0,10.0
107,108,13700,1457881081,479,1457881082.0,41.1376778,-8.6132907,61.1,70.8,1.25,5.0,10.0
108,109,13700,1457881083,32,1457881084.0,41.13768259,-8.6132682,60.3,72.2,1.0,5.0,9.0
109,110,13700,1457881083,997,1457881085.0,41.137683,-8.61325619,59.8,77.0,1.0,5.0,9.0
110,111,13700,1457881084,913,1457881086.0,41.13768192,-8.61324165,59.4,85.0,1.25,5.0,9.0
111,112,13700,1457881086,587,1457881087.0,41.13768437,-8.61322523,59.5,83.8,1.25,5.0,9.0
112,113,13700,1457881088,479,1457881089.0,41.13769353,-8.61319255,59.5,76.0,1.25,4.0,9.0
113,114,13700,1457881090,490,1457881091.0,41.1376999,-8.61315584,60.0,76.6,1.5,4.0,10.0
114,115,13700,1457881091,974,1457881093.0,41.13770737,-8.61311836,60.2,81.0,1.5,4.0,10.0
115,116,13700,1457881092,931,1457881094.0,41.13770877,-8.61310229,60.5,88.7,1.25,4.0,10.0
116,117,13700,1457881093,904,1457881095.0,41.13770625,-8.61309004,60.4,113.4,1.25,4.0,9.0
117,118,13700,1457881095,479,1457881096.0,41.13771384,-8.6130971,60.3,4.0,9.0,,
118,119,13700,1457881097,489,1457881098.0,41.13771931,-8.61309992,59.8,4.0,9.0,,
119,120,13700,1457881098,971,1457881100.0,41.13772152,-8.61310004,59.3,5.0,9.0,,
120,121,13700,1457881100,500,1457881101.0,41.13772181,-8.61309947,59.4,5.0,9.0,,
121,122,13700,1457881102,484,1457881103.0,41.13772199,-8.6130961,59.3,6.0,9.0,,
122,123,13700,1457881104,498,1457881105.0,41.13772231,-8.61309338,59.0,7.0,9.0,,
123,124,13700,1457881106,31,1457881107.0,41.13772203,-8.61309095,58.9,8.0,9.0,,
124,125,13700,1457881107,16,1457881108.0,41.13772247,-8.6130906,58.9,8.0,9.0,,
125,126,13700,1457881107,959,1457881109.0,41.13772256,-8.61309042,58.9,7.0,9.0,,
126,127,13700,1457881109,498,1457881110.0,41.1377225,-8.61309033,58.9,7.0,9.0,,
127,128,13700,1457881111,21,1457881112.0,41.1377227,-8.6130903,58.9,8.0,9.0,,
128,129,13700,1457881111,927,1457881113.0,41.13772306,-8.61309034,58.9,8.0,10.0,,
129,130,13700,1457881113,498,1457881114.0,41.1377233,-8.61309038,59.0,8.0,10.0,,
130,131,13700,1457881115,486,1457881116.0,41.13772363,-8.61309041,59.0,7.0,9.0,,
131,132,13700,1457881116,929,1457881118.0,41.13772414,-8.61309019,58.9,6.0,9.0,,
132,133,13700,1457881118,487,1457881119.0,41.13772421,-8.61309021,59.0,5.0,9.0,,
133,134,13700,1457881120,481,1457881121.0,41.1377237,-8.61308952,58.9,5.0,10.0,,
134,135,13700,1457881122,491,1457881123.0,41.1377424,-8.61309392,59.7,4.0,10.0,,
135,136,13700,1457881123,948,1457881125.0,41.13774563,-8.61309555,59.6,4.0,9.0,,
136,137,13700,1457881125,490,1457881126.0,41.13774795,-8.61309358,59.7,4.0,9.0,,
137,138,13700,1457881127,487,1457881128.0,41.13774259,-8.61309438,59.6,4.0,10.0,,
138,139,13700,1457881129,496,1457881130.0,41.13773596,-8.61309209,59.0,4.0,10.0,,
139,140,13700,1457881130,981,1457881132.0,41.13772853,-8.61308961,58.6,4.0,10.0,,
140,141,13700,1457881132,508,1457881133.0,41.13772933,-8.61308974,58.7,3.0,10.0,,
141,142,13700,1457881134,492,1457881135.0,41.13772984,-8.61308959,58.6,4.0,9.0,,
142,143,13700,1457881136,515,1457881137.0,41.13772949,-8.61308928,58.6,4.0,9.0,,
143,144,13700,1457881138,481,1457881139.0,41.13776418,-8.61295766,58.4,64.6,7.5,4.0,9.0
144,145,13700,1457881139,970,1457881141.0,41.13783006,-8.61270663,55.1,73.1,10.0,4.0,10.0
145,146,13700,1457881141,487,1457881142.0,41.13784025,-8.61258785,53.4,80.4,8.5,10.0,10.0
146,147,13700,1457881143,482,1457881144.0,41.13785515,-8.61244309,53.9,74.3,4.5,3.0,10.0
147,148,13700,1457881145,535,1457881146.0,41.13786209,-8.61235638,54.4,72.7,3.25,4.0,11.0
148,149,13700,1457881147,523,1457881148.0,41.13787095,-8.61228142,54.8,71.9,2.5,3.0,11.0
149,150,13700,1457881148,939,1457881150.0,41.13788611,-8.61222282,56.1,77.9,2.5,4.0,11.0
150,151,13700,1457881150,478,1457881151.0,41.13789115,-8.61219652,57.1,75.0,2.25,4.0,11.0
151,152,13700,1457881152,507,1457881153.0,41.13790848,-8.61214509,57.4,62.7,2.0,4.0,11.0
152,153,13700,1457881154,490,1457881155.0,41.13791849,-8.61209957,58.2,71.8,2.0,4.0,11.0
153,154,13700,1457881155,966,1457881157.0,41.13793142,-8.61204487,58.4,73.2,2.25,3.0,11.0
154,155,13700,1457881157,491,1457881158.0,41.13793797,-8.61201193,58.6,73.9,2.5,4.0,11.0
155,156,13700,1457881159,495,1457881160.0,41.13796069,-8.61192229,58.7,70.1,3.5,4.0,11.0
156,157,13700,1457881161,493,1457881162.0,41.13798589,-8.61182665,57.9,69.9,3.75,4.0,11.0
157,158,13700,1457881163,13,1457881164.0,41.13800828,-8.61172436,57.8,71.8,4.0,4.0,11.0
158,159,13700,1457881164,536,1457881165.0,41.13801964,-8.61167041,58.6,72.9,4.0,3.0,11.0
159,160,13700,1457881166,497,1457881167.0,41.13804542,-8.61154771,58.9,74.0,4.75,4.0,11.0
160,161,13700,1457881168,498,1457881169.0,41.13806944,-8.61143504,58.8,73.0,4.5,4.0,11.0
161,162,13700,1457881170,502,1457881171.0,41.13809411,-8.61132932,59.1,72.9,4.5,4.0,11.0
162,163,13700,1457881171,978,1457881173.0,41.13811304,-8.61124419,59.2,73.4,3.5,4.0,11.0
163,164,13700,1457881173,490,1457881174.0,41.13812204,-8.6112046,58.7,73.6,3.5,4.0,11.0
164,165,13700,1457881175,490,1457881176.0,41.13814177,-8.61112983,57.8,72.4,3.25,4.0,11.0
165,166,13700,1457881177,503,1457881178.0,41.13815226,-8.61110206,57.4,71.0,0.75,4.0,11.0
166,167,13700,1457881179,500,1457881180.0,41.13815567,-8.61111138,56.7,3.0,11.0,,
167,168,13700,1457881180,940,1457881182.0,41.13815526,-8.6111115,56.9,3.0,11.0,,
168,169,13700,1457881181,940,1457881183.0,41.13815468,-8.61111015,56.9,3.0,11.0,,
169,170,13700,1457881182,910,1457881184.0,41.13815459,-8.61111045,57.2,3.0,11.0,,
170,171,13700,1457881183,925,1457881185.0,41.13815352,-8.61110907,57.6,3.0,11.0,,
171,172,13700,1457881184,931,1457881186.0,41.13815311,-8.61110791,57.7,3.0,11.0,,
172,173,13700,1457881186,94,1457881187.0,41.1381525,-8.61110757,60.4,3.0,11.0,,
173,174,13700,1457881188,487,1457881189.0,41.13815362,-8.61110587,59.0,3.0,10.0,,
174,175,13700,1457881190,486,1457881191.0,41.13815401,-8.61110554,58.9,3.0,11.0,,
175,176,13700,1457881192,500,1457881193.0,41.13815415,-8.61110533,58.8,3.0,11.0,,
176,177,13700,1457881193,978,1457881195.0,41.13815422,-8.61110499,58.9,4.0,11.0,,
177,178,13700,1457881195,510,1457881196.0,41.13815421,-8.61110484,58.9,4.0,11.0,,
178,179,13700,1457881197,516,1457881198.0,41.13815414,-8.61110462,58.8,5.0,11.0,,
179,180,13700,1457881198,930,1457881200.0,41.13815415,-8.61110454,58.6,4.0,11.0,,
180,181,13700,1457881199,984,1457881201.0,41.13815417,-8.61110454,58.5,4.0,11.0,,
181,182,13700,1457881200,980,1457881202.0,41.13815394,-8.61110472,58.4,3.0,11.0,,
182,183,13700,1457881202,503,1457881203.0,41.13815383,-8.61110481,58.4,4.0,11.0,,
183,184,13700,1457881204,499,1457881205.0,41.13815376,-8.61110486,58.4,4.0,10.0,,
184,185,13700,1457881206,500,1457881207.0,41.13815339,-8.61110517,58.3,4.0,10.0,,
185,186,13700,1457881208,521,1457881209.0,41.13815324,-8.6111053,58.2,3.0,10.0,,
186,187,13700,1457881209,956,1457881211.0,41.13815323,-8.61110529,58.2,3.0,9.0,,
187,188,13700,1457881211,86,1457881212.0,41.13815323,-8.61110528,58.2,3.0,9.0,,
188,189,13700,1457881213,486,1457881214.0,41.13815326,-8.61110526,58.2,3.0,9.0,,
189,190,13700,1457881215,512,1457881216.0,41.1381533,-8.61110523,58.2,3.0,9.0,,
190,191,13700,1457881216,999,1457881218.0,41.13815329,-8.61110519,58.2,3.0,9.0,,
191,192,13700,1457881218,515,1457881219.0,41.1381533,-8.61110516,58.2,3.0,9.0,,
192,193,13700,1457881220,505,1457881221.0,41.13815331,-8.61110515,58.2,3.0,10.0,,
193,194,13700,1457881222,527,1457881223.0,41.13815334,-8.61110513,58.2,3.0,10.0,,
194,195,13700,1457881224,491,1457881225.0,41.13815338,-8.61110512,58.2,3.0,10.0,,
195,196,13700,1457881225,973,1457881227.0,41.13815337,-8.61110513,58.2,4.0,10.0,,
196,197,13700,1457881227,530,1457881228.0,41.13815337,-8.61110514,58.2,3.0,10.0,,
197,198,13700,1457881229,493,1457881230.0,41.13815333,-8.61110514,58.2,3.0,10.0,,
198,199,13700,1457881231,50,1457881232.0,41.13815329,-8.61110513,58.2,3.0,10.0,,
199,200,13700,1457881232,37,1457881233.0,41.13815328,-8.61110513,58.2,3.0,10.0,,
200,201,13700,1457881232,994,1457881234.0,41.13815326,-8.61110514,58.2,3.0,10.0,,
201,202,13700,1457881234,1,1457881235.0,41.13815406,-8.61110235,58.2,71.0,0.25,3.0,10.0
202,203,13700,1457881234,932,1457881236.0,41.13815834,-8.61108952,57.3,71.4,0.75,3.0,10.0
203,204,13700,1457881236,488,1457881237.0,41.13816381,-8.61107176,57.4,70.6,1.25,4.0,10.0
204,205,13700,1457881238,497,1457881239.0,41.13818189,-8.61100908,57.9,69.3,2.5,4.0,10.0
205,206,13700,1457881240,493,1457881241.0,41.13820277,-8.61095054,57.6,66.1,2.5,4.0,10.0
206,207,13700,1457881241,966,1457881243.0,41.13822517,-8.61089761,57.4,62.0,2.5,4.0,9.0
207,208,13700,1457881242,944,1457881244.0,41.13823806,-8.61087438,57.0,59.1,2.5,4.0,9.0
208,209,13700,1457881243,921,1457881245.0,41.13825182,-8.61085195,57.1,56.9,2.5,4.0,10.0
209,210,13700,1457881245,491,1457881246.0,41.13826574,-8.61083008,56.8,55.1,2.5,4.0,10.0
210,211,13700,1457881247,492,1457881248.0,41.13829081,-8.61078483,55.5,56.8,2.25,4.0,10.0
211,212,13700,1457881248,948,1457881250.0,41.13830557,-8.61075664,56.1,55.9,1.0,4.0,10.0
212,213,13700,1457881250,507,1457881251.0,41.13830104,-8.61075895,56.1,4.0,10.0,,
213,214,13700,1457881252,493,1457881253.0,41.13829615,-8.61075453,55.6,4.0,10.0,,
214,215,13700,1457881253,981,1457881255.0,41.13829301,-8.61075095,55.6,5.0,10.0,,
215,216,13700,1457881255,502,1457881256.0,41.1382947,-8.61075376,55.8,6.0,10.0,,
216,217,13700,1457881257,494,1457881258.0,41.1382995,-8.61075705,55.7,7.0,10.0,,
217,218,13700,1457881259,506,1457881260.0,41.13829921,-8.61075533,54.9,8.0,10.0,,
218,219,13700,1457881261,498,1457881262.0,41.13829638,-8.61075324,54.6,6.0,10.0,,
219,220,13700,1457881262,948,1457881264.0,41.1382951,-8.61075291,54.6,6.0,9.0,,
220,221,13700,1457881264,497,1457881265.0,41.13829486,-8.61075296,54.6,6.0,9.0,,
221,222,13700,1457881266,485,1457881267.0,41.13829473,-8.61075308,54.5,7.0,9.0,,
222,223,13700,1457881268,506,1457881269.0,41.13829477,-8.61075316,54.6,8.0,9.0,,
223,224,13700,1457881269,977,1457881271.0,41.13829473,-8.61075309,54.6,9.0,9.0,,
224,225,13700,1457881271,37,1457881272.0,41.13829471,-8.61075307,54.6,9.0,9.0,,
225,226,13700,1457881273,539,1457881274.0,41.1382947,-8.6107531,54.5,7.0,9.0,,
226,227,13700,1457881275,492,1457881276.0,41.13829472,-8.61075319,54.5,7.0,9.0,,
227,228,13700,1457881277,491,1457881278.0,41.13829471,-8.61075328,54.5,7.0,10.0,,
228,229,13700,1457881278,948,1457881280.0,41.13829473,-8.61075339,54.5,7.0,10.0,,
229,230,13700,1457881279,942,1457881281.0,41.13829477,-8.61075344,54.5,7.0,10.0,,
230,231,13700,1457881280,936,1457881282.0,41.13829478,-8.61075348,54.5,7.0,10.0,,
231,232,13700,1457881282,490,1457881283.0,41.1382948,-8.6107535,54.5,7.0,10.0,,
232,233,13700,1457881284,496,1457881285.0,41.13829483,-8.61075349,54.5,8.0,10.0,,
233,234,13700,1457881285,991,1457881287.0,41.13829494,-8.61075355,54.5,9.0,10.0,,
234,235,13700,1457881287,502,1457881288.0,41.13829501,-8.61075361,54.5,9.0,10.0,,
235,236,13700,1457881289,524,1457881290.0,41.13829512,-8.61075374,54.5,9.0,11.0,,
236,237,13700,1457881290,918,1457881292.0,41.13829511,-8.61075373,54.5,10.0,10.0,,
237,238,13700,1457881292,19,1457881293.0,41.13829507,-8.61075368,54.6,11.0,10.0,,
238,239,13700,1457881293,22,1457881294.0,41.13829502,-8.61075365,54.5,11.0,10.0,,
239,240,13700,1457881294,542,1457881295.0,41.13829589,-8.6107522,54.5,55.9,0.25,10.0,10.0
240,241,13700,1457881296,495,1457881297.0,41.13830762,-8.61073132,54.2,58.8,1.0,7.0,9.0
241,242,13700,1457881298,515,1457881299.0,41.13834168,-8.61067315,54.2,55.9,2.5,5.0,9.0
242,243,13700,1457881300,496,1457881301.0,41.13836811,-8.61063102,55.5,54.8,2.25,3.0,9.0
243,244,13700,1457881301,989,1457881303.0,41.13838841,-8.610593,56.7,55.7,2.0,4.0,9.0
244,245,13700,1457881303,516,1457881304.0,41.13839397,-8.61058172,56.5,55.8,1.25,4.0,9.0
245,246,13700,1457881305,490,1457881306.0,41.13840827,-8.61055573,55.4,55.6,1.5,4.0,9.0
246,247,13700,1457881307,492,1457881308.0,41.1384222,-8.61052947,55.9,56.2,1.5,4.0,9.0
247,248,13700,1457881309,532,1457881310.0,41.13843217,-8.61051026,55.6,57.3,1.25,4.0,9.0
248,249,13700,1457881311,49,1457881312.0,41.13842534,-8.610529,54.2,4.0,9.0,,
249,250,13700,1457881312,31,1457881313.0,41.13842409,-8.61053368,53.7,4.0,9.0,,
250,251,13700,1457881313,3,1457881314.0,41.13842335,-8.61053557,53.6,4.0,9.0,,
251,252,13700,1457881314,535,1457881315.0,41.13842096,-8.61053793,52.9,4.0,9.0,,
252,253,13700,1457881316,497,1457881317.0,41.13841398,-8.61054127,52.2,5.0,9.0,,
253,254,13700,1457881318,501,1457881319.0,41.13840758,-8.61054447,51.7,5.0,9.0,,
254,255,13700,1457881320,497,1457881321.0,41.13840441,-8.61054338,51.8,5.0,9.0,,
255,256,13700,1457881321,983,1457881323.0,41.13840433,-8.61054193,51.4,6.0,9.0,,
256,257,13700,1457881323,507,1457881324.0,41.13840434,-8.61054162,51.4,6.0,9.0,,
257,258,13700,1457881325,490,1457881326.0,41.13840439,-8.61054142,51.4,6.0,9.0,,
258,259,13700,1457881327,491,1457881328.0,41.13840438,-8.6105414,51.5,6.0,9.0,,
259,260,13700,1457881329,6,1457881330.0,41.13840434,-8.61054144,51.5,6.0,9.0,,
260,261,13700,1457881330,545,1457881331.0,41.1384043,-8.61054146,51.5,7.0,9.0,,
261,262,13700,1457881332,567,1457881333.0,41.13840417,-8.61054151,51.5,9.0,9.0,,
262,263,13700,1457881334,496,1457881335.0,41.13840403,-8.61054161,51.5,10.0,9.0,,
263,264,13700,1457881336,554,1457881337.0,41.13840405,-8.61054167,51.5,9.0,9.0,,
264,265,13700,1457881337,921,1457881339.0,41.13841309,-8.61054128,51.9,7.0,9.0,,
265,266,13700,1457881339,496,1457881340.0,41.13841972,-8.61054707,53.3,6.0,8.0,,
266,267,13700,1457881341,12,1457881342.0,41.13842943,-8.61056523,55.5,5.0,9.0,,
267,268,13700,1457881342,543,1457881343.0,41.13843363,-8.61057291,56.4,5.0,9.0,,
268,269,13700,1457881344,503,1457881345.0,41.13843705,-8.61057856,57.0,4.0,9.0,,
