,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE X (rad/s), GYROSCOPE Y (rad/s), GYROSCOPE Z (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Azimuth) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
1910,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2694321,2019-09-04 20:06:14:494,1.2411,-2.3857,9.5587,-0.0827,0.1353,9.8053,-0.6933,-0.0755,-0.2686,-16.62,-26.5,16.38,98.91,-87.04,-37.61
1911,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2694420,2019-09-04 20:06:14:593,0.4908,-0.3739,9.873,-0.0226,0.2411,9.8036,-0.0117,0.2086,-0.0012,-15.62,-28.5,14.38,136.1,-84.03,-0.4
1912,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2694521,2019-09-04 20:06:14:694,0.5058,-0.1433,9.8754,-0.0038,0.0054,9.8066,0.0069999999999999,0.0205,0.0098,-16.25,-28.69,14.13,137.21,-83.91,0.53
1913,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2694621,2019-09-04 20:06:14:794,0.5691,-0.508,9.8291,-0.0061,-0.0105,9.8066,-0.0228,0.1787,0.0116,-15.94,-28.25,13.5,136.9,-83.89,0.37
1914,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2694720,2019-09-04 20:06:14:893,0.3392,-0.1654,9.8929,-0.0892,-0.0793,9.8059,0.0642,0.0587,0.2857,-17.62,-27.06,13.25,125.28,-83.79,-6.59
1915,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2694820,2019-09-04 20:06:14:993,0.4808,-0.1885,9.8362,-0.0058,-0.0253,9.8066,0.0098,0.1585,0.0007,-17.69,-27.56,12.94,111.31,-83.53,-22.06
1916,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2694920,2019-09-04 20:06:15:093,0.5181,-0.4933,9.9117,-0.0034,0.0011,9.8066,0.0012,-0.0195,-0.0007,-18.25,-26.94,12.81,111.61,-83.49,-21.51
1917,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2695021,2019-09-04 20:06:15:194,0.4586,-0.3978,9.7575,-0.0005,-0.0011,9.8066,0.0014,0.0092,-0.0047,-17.81,-27.44,12.63,111.43,-83.47,-21.72
1918,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2695120,2019-09-04 20:06:15:293,1.4878,-0.2171,9.4565,-0.0014,0.0022,9.8066,-0.0077,0.0403,-0.0168,-18.12,-27.37,12.5,111.48,-83.46,-21.67
1919,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2695220,2019-09-04 20:06:15:393,0.5807,-0.4546,9.8525,0.0101,0.0095,9.8065,0.0055,0.0333,-0.0338,-18.19,-27.31,12.63,112.97,-83.64,-19.9
1920,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2695321,2019-09-04 20:06:15:494,0.679,-0.2084,9.7345,0.0316,0.0282,9.8065,0.0065,0.1008,-0.0815,-17.56,-27.75,12.81,116.41,-83.81,-16.32
1921,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2695420,2019-09-04 20:06:15:593,-1.3056,-0.903,10.8163,0.065,0.0466,9.8063,-0.0058,0.0071,-0.032,-17.19,-27.81,12.56,125.96,-84.13,-7.53
1922,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2695520,2019-09-04 20:06:15:693,-0.5042,-1.3552,10.0246,0.0421,0.0306,9.8065,0.0034,0.3007,-0.1991,-17.69,-28.37,11.94,127.45,-84.37,-1.9
1923,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2695620,2019-09-04 20:06:15:793,0.534,-0.2822,9.8309,0.0064,0.0052,9.8066,0.0013,0.0203,-0.0133,-17.25,-28.25,12.19,133.82,-84.39,3.28
1924,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2695720,2019-09-04 20:06:15:893,0.736,-0.2647,9.7244,0.0158,-0.0033,9.8066,0.0215,-0.0023,-0.0111,-17.0,-28.87,11.5,134.72,-84.44,4.12
1925,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2695820,2019-09-04 20:06:15:993,0.4999,-0.2379,9.8667,0.0011,-0.0023,9.8066,0.0074,-0.0031,-0.0035,-17.75,-28.25,12.31,133.36,-84.58,4.68
1926,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2695920,2019-09-04 20:06:16:093,0.5919,-0.3399,9.772,0.0029,-0.0045,9.8066,0.0138,-0.0301,0.0069,-17.19,-28.19,12.0,134.79,-84.63,4.55
1927,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2696020,2019-09-04 20:06:16:193,0.5233,-0.275,9.8754,0.0039,0.0012,9.8066,-0.009,0.0001,-0.003,-17.44,-28.0,11.88,134.81,-84.7,4.64
1928,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2696120,2019-09-04 20:06:16:293,0.4949,-0.2908,9.8685,0.0006,-0.0026,9.8066,-0.0064,-0.0031,0.0,-17.37,-28.62,12.31,134.84,-84.7,4.5
1929,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2696221,2019-09-04 20:06:16:394,0.5158,-0.3301,9.8041,0.0008,0.0002,9.8066,-0.0117,0.0268,-0.0029,-17.37,-28.06,11.81,134.63,-84.71,4.45
1930,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2696321,2019-09-04 20:06:16:494,0.5183,-0.2622,9.7995,0.0021,0.0004,9.8066,-0.0051,-0.0008,0.0006,-17.5,-28.44,12.06,134.84,-84.7,4.68
1931,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2696421,2019-09-04 20:06:16:594,0.6317,-0.1149,9.834,-0.0058,-0.0067,9.8066,-0.0098,-0.1026,0.0,-17.75,-28.37,11.81,132.68,-84.72,4.08
1932,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2696521,2019-09-04 20:06:16:694,0.5232,-0.3937,9.8325,0.0006,0.0001,9.8066,-0.0082,0.0164,-0.0069,-17.31,-28.31,12.13,134.4,-84.71,4.21
1933,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2696620,2019-09-04 20:06:16:793,0.5826,-0.2043,9.7788,0.1903,0.3114,9.7998,-0.0237,0.1691,-0.1241,-16.44,-29.31,11.38,152.51,-83.79,23.86
1934,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2696720,2019-09-04 20:06:16:893,0.5915,-0.2123,9.837,0.001,-0.0049,9.8065,0.0104,-0.0139,0.0036,-16.37,-29.31,11.31,153.67,-83.73,25.15
1935,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2696821,2019-09-04 20:06:16:994,0.6481,-0.4199,9.8589,0.0048,-0.0027,9.8066,0.0049,0.1213,-0.0009,-16.69,-29.19,11.06,152.07,-83.84,25.17
1936,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2696920,2019-09-04 20:06:17:093,0.5795,-0.368,9.7554,-0.0014,0.0028,9.8066,-0.0073,0.0422,0.0009,-16.44,-29.06,11.25,153.98,-83.84,25.57
1937,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2697020,2019-09-04 20:06:17:193,0.5412,-0.1226,9.8261,-0.0008,0.0027,9.8066,-0.0076,0.0218,-0.0006,-16.62,-29.0,11.25,152.47,-83.81,25.61
1938,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2697121,2019-09-04 20:06:17:294,0.5599,-0.3405,9.8715,-0.0026,0.0029,9.8066,-0.0137,0.0532,0.0,-16.56,-29.44,10.63,152.41,-83.78,25.51
1939,52.373016,-1.255227,165.11,0.0,6,107.79,20 / 20,2697221,2019-09-04 20:06:17:394,-1.813,0.6523,10.2948,-0.0033,0.0016,9.8065,-0.03,0.0574,-0.0002,-16.81,-28.75,10.94,152.37,-83.72,25.43
1940,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2697321,2019-09-04 20:06:17:494,0.5689,-0.1672,9.8083,-0.0011,-0.0012,9.8066,0.004,0.0047,-0.0001,-17.0,-29.0,10.94,152.18,-83.7,25.21
1941,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2697420,2019-09-04 20:06:17:593,0.602,-0.3596,9.8446,-0.002,-0.0002,9.8066,0.0001,0.0271,-0.0015,-16.81,-28.94,10.75,152.03,-83.71,25.04
1942,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2697520,2019-09-04 20:06:17:693,0.6355,-0.4195,9.7703,-0.001,0.0022,9.8066,-0.0036,0.0086,-0.0035,-16.62,-29.12,10.63,152.08,-83.69,25.09
1943,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2697621,2019-09-04 20:06:17:794,0.5046,-0.1267,9.8284,0.0011,-0.0019,9.8066,-0.0062,0.025,-0.0028,-16.75,-28.75,10.81,152.05,-83.69,25.05
1944,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2697721,2019-09-04 20:06:17:894,0.635,-0.4196,9.804,-0.0008,0.0005,9.8066,-0.0016,-0.0084,-0.0014,-16.25,-29.19,10.88,153.6,-83.72,25.05
1945,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2697821,2019-09-04 20:06:17:994,0.6046,-0.2836,9.7913,0.0013,-0.0026,9.8066,-0.0009,-0.0246,-0.0003,-16.94,-28.94,10.44,149.95,-83.73,25.02
1946,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2697921,2019-09-04 20:06:18:094,0.5607,-0.184,9.8133,0.0011,-0.001,9.8066,-0.0062,0.0125,-0.0022,-16.75,-29.0,10.69,151.96,-83.77,25.0
1947,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2698021,2019-09-04 20:06:18:194,0.4997,-0.2995,9.8504,0.0009,-0.0024,9.8065,0.0016,-0.0036,-0.0015,-16.31,-28.56,10.44,151.43,-83.8,25.0
1948,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2698122,2019-09-04 20:06:18:295,0.4715,-0.1085,9.8312,0.0022,-0.0014,9.8066,-0.0004,0.0147,0.001,-16.0,-28.94,11.0,153.67,-83.82,25.2
1949,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2698220,2019-09-04 20:06:18:393,0.5272,-0.2228,9.9091,0.0019,-0.0023,9.8066,-0.0021,0.0205,-0.0001,-16.69,-29.06,10.5,152.19,-83.85,25.31
1950,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2698321,2019-09-04 20:06:18:494,0.5287,-0.1244,9.7872,0.0044,-0.003,9.8066,-0.0009,0.0293,0.0017,-16.56,-28.75,10.56,152.3,-83.9,25.46
1951,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2698420,2019-09-04 20:06:18:593,0.5539999999999999,-0.2692,9.8436,0.003,-0.0011,9.8066,-0.0151,0.0212,-0.0022,-16.81,-28.56,10.69,152.54,-83.95,25.76
1952,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2698521,2019-09-04 20:06:18:694,0.4479,-0.1888,9.7933,0.0015,0.0015,9.8066,-0.1851,-0.2231,-0.2157,-16.56,-29.31,10.38,150.53,-83.95,25.83
1953,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2698620,2019-09-04 20:06:18:793,0.5255,-0.1357,9.7938,-0.0015,0.0008,9.8066,-0.0001,0.0094,0.0012,-16.62,-29.62,10.38,151.73,-83.6,26.8
1954,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2698720,2019-09-04 20:06:18:893,0.5222,-0.1539,9.8435,-0.0007,-0.0006,9.8066,-0.0003,-0.0085,-0.0006,-16.37,-29.06,10.25,153.05,-83.6,26.74
1955,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2698821,2019-09-04 20:06:18:994,0.4515,-0.2615,9.8093,-0.0003,-0.0001,9.8066,-0.0019,0.0022,-0.0004,-16.31,-28.94,10.5,155.01,-83.61,26.61
1956,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2698921,2019-09-04 20:06:19:094,0.5056,-0.1708,9.7964,-0.0008,-0.0006,9.8066,-0.004,-0.0008,0.0001,-17.06,-29.5,10.63,153.4,-83.61,26.54
1957,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2699021,2019-09-04 20:06:19:194,0.5204,-0.0958,9.8402,-0.0009,-0.0016,9.8066,-0.0022,0.0072,-0.0031,-16.5,-28.62,10.06,152.77,-83.61,26.41
1958,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2699121,2019-09-04 20:06:19:294,0.4831,-0.3205,9.8275,0.0005,-0.0005,9.8066,-0.0065,0.005,-0.0035,-16.12,-28.81,10.38,152.69,-83.62,26.33
1959,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2699221,2019-09-04 20:06:19:394,0.4844,-0.2079,9.7819,-0.0004,-0.0011,9.8066,-0.0013,0.0008,-0.0022,-16.37,-29.37,10.69,154.72,-83.63,26.28
1960,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2699320,2019-09-04 20:06:19:493,0.5075,-0.0702,9.8215,-0.0008,-0.0007,9.8066,0.0013,-0.0001,-0.0027,-16.37,-29.81,9.81,152.74,-83.63,26.24
1961,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2699421,2019-09-04 20:06:19:594,0.492,-0.2919,9.8499,-0.0006,-0.0012,9.8066,-0.0038,0.0019,-0.0057,-16.62,-28.37,10.69,152.9,-83.64,26.14
1962,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2699520,2019-09-04 20:06:19:693,0.5003,-0.2384,9.7919,0.0008,-0.0001,9.8066,-0.0014,0.0006,0.0,-17.12,-29.31,10.38,150.89,-83.64,26.03
1963,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2699621,2019-09-04 20:06:19:794,0.5018,-0.0283,9.8,0.002,-0.0015,9.8066,-0.0028,0.0187,-0.0011,-16.62,-29.06,10.75,153.12,-83.65,26.24
1964,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2699721,2019-09-04 20:06:19:894,0.5408,-0.3365,9.9095,0.0026,-0.0022,9.8066,-0.0031,0.0102,-0.0008,-16.56,-29.31,9.94,151.27,-83.7,26.5
1965,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2699820,2019-09-04 20:06:19:993,0.4574,-0.2883,9.8639,0.0025,-0.0016,9.8066,0.001,0.012,0.0021,-16.25,-28.94,10.75,155.06,-83.75,26.74
1966,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2699920,2019-09-04 20:06:20:093,0.5323,-0.1589,9.8211,-0.0015,0.0008,9.8066,-0.0015,-0.0006,-0.0002,-16.69,-28.56,10.88,153.33,-83.69,26.51
1967,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2700020,2019-09-04 20:06:20:193,0.5045,-0.2949,9.8025,0.0007,-0.0005,9.8066,-0.0004,-0.0101,-0.0006,-16.44,-29.06,10.19,152.76,-83.7,26.46
1968,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2700121,2019-09-04 20:06:20:294,0.4558,-0.0591,9.8231,-0.0014,-0.0013,9.8066,-0.0052,0.0012,0.0013,-16.81,-29.25,10.5,153.26,-83.7,26.43
1969,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2700221,2019-09-04 20:06:20:394,0.4773,-0.0192,9.8034,0.0004,-0.0016,9.8066,-0.0041,-0.0071,0.0002,-16.62,-29.37,10.38,151.08,-83.71,26.28
1970,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2700321,2019-09-04 20:06:20:494,0.5331,-0.2713,9.8901,-0.0025,0.0001,9.8066,-0.0062,0.0006,0.0063,-16.81,-29.44,10.13,151.0,-83.72,26.19
1971,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2700420,2019-09-04 20:06:20:593,0.4711,-0.0746,9.816,-0.0007,0.0007,9.8066,0.0008,0.0062,0.0005,-16.69,-29.37,10.25,150.76,-83.7,25.92
1972,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2700520,2019-09-04 20:06:20:693,0.5101,-0.0272,9.8431,-0.0015,0.0,9.8066,-0.0015,-0.0141,0.0003,-16.69,-29.81,10.69,152.91,-83.71,25.9
1973,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2700621,2019-09-04 20:06:20:794,0.4751,-0.3128,9.8438,-0.0024,0.0001,9.8066,-0.0081,-0.0073,0.0002,-16.62,-29.62,10.38,150.66,-83.69,25.63
1974,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2700721,2019-09-04 20:06:20:894,0.4521,-0.0627,9.7869,-0.0012,-0.0001,9.8066,-0.0037,-0.0102,-0.0012,-16.44,-29.5,10.69,154.01,-83.68,25.5
1975,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2700821,2019-09-04 20:06:20:994,0.4856,0.0244,9.8272,-0.0001,-0.0005,9.8066,0.005,-0.0067,0.0013,-16.75,-29.5,9.81,150.36,-83.68,25.45
1976,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2700921,2019-09-04 20:06:21:094,0.4694,-0.2443,9.8958,0.0008,-0.003,9.8066,0.0029,0.003,0.0025,-16.31,-29.37,10.31,151.73,-83.73,25.3
1977,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701020,2019-09-04 20:06:21:193,0.4135,-0.1721,9.8015,0.0006,-0.001,9.8066,0.0015,-0.0067,0.0019,-16.62,-29.75,10.63,152.32,-83.76,25.26
1978,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701121,2019-09-04 20:06:21:294,0.4995,-0.06,9.8901,0.0012,-0.0006,9.8066,0.0001,-0.0042,-0.0019,-16.75,-29.62,10.81,152.32,-83.78,25.27
1979,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701221,2019-09-04 20:06:21:394,0.4474,-0.2132,9.7886,0.001,-0.0015,9.8066,-0.0001,0.0047,0.0048,-16.5,-28.94,10.31,151.64,-83.81,25.25
1980,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701320,2019-09-04 20:06:21:493,0.427,-0.0438,9.8511,0.0016,-0.0024,9.8066,0.0005,0.0011,-0.0006,-16.5,-29.81,10.75,153.73,-83.83,25.14
1981,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701420,2019-09-04 20:06:21:593,0.4527,-0.1884,9.9192,0.002,-0.0025,9.8066,0.0016,-0.0013,-0.0013,-16.75,-29.75,10.31,150.15,-83.86,25.17
1982,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701521,2019-09-04 20:06:21:694,0.4594,-0.2787,9.8482,0.0015,-0.0013,9.8065,0.0031,-0.0062,-0.0019,-16.44,-30.25,10.69,153.76,-83.89,25.21
1983,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701620,2019-09-04 20:06:21:793,0.4526,-0.0209,9.8186,0.0011,-0.0024,9.8066,-0.0012,0.0039,0.0017,-16.5,-29.44,10.44,151.59,-83.93,25.28
1984,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701720,2019-09-04 20:06:21:893,0.4703,-0.0347,9.9176,0.0014,-0.0032,9.8066,-0.0035,0.0141,0.0012,-16.37,-29.69,9.94,151.71,-83.96,25.29
1985,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701821,2019-09-04 20:06:21:994,0.4377,-0.2444,9.8649,0.0026,-0.0013,9.8066,0.0033,-0.0093,-0.0018,-16.37,-29.69,10.06,151.73,-84.0,25.34
1986,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2701920,2019-09-04 20:06:22:093,0.4404,-0.1048,9.8157,0.0012,-0.0003,9.8066,0.002,0.0075,0.0006,-16.31,-30.12,10.94,153.91,-84.02,25.46
1987,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2702021,2019-09-04 20:06:22:194,0.4702,-0.0188,9.8289,0.0034,-0.0051,9.8066,0.0162,-0.0121,0.0269,-16.62,-29.62,10.31,150.26,-84.04,25.43
1988,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2702120,2019-09-04 20:06:22:293,0.3716,-0.2434,9.6805,-0.0523,-0.0893,9.8061,0.0039,-0.0181,0.1046,-16.94,-29.44,10.75,146.35,-84.42,19.14
1989,52.373016,-1.255227,165.11,0.0,6,107.79,19 / 19,2702220,2019-09-04 20:06:22:393,0.2786,-0.2955,9.7988,-0.0029,-0.0094,9.8066,0.0065,-0.0409,0.0279999999999999,-17.37,-29.19,10.56,143.51,-84.57,16.1
1990,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2702320,2019-09-04 20:06:22:493,0.2879,-0.2485,9.9709,-0.0573,-0.0642,9.8062,-0.0147,0.0314,0.0983,-16.87,-28.62,11.06,142.42,-84.62,14.92
1991,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2702421,2019-09-04 20:06:22:594,0.4428,-0.1491,9.9169,0.0,-0.0019,9.8066,-0.0119,0.0201,0.0239,-17.19,-29.12,11.06,135.66,-84.7,7.56
1992,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2702520,2019-09-04 20:06:22:693,0.6648,0.2314,9.69,-0.0738,-0.0807,9.806,-0.0843,0.0154,0.6533,-18.62,-28.37,10.63,124.25,-84.65,-1.36
1993,52.373016,-1.255227,165.11,0.0,6,107.79,18 / 18,2702621,2019-09-04 20:06:22:794,-0.0372,-0.4253,9.8961,-0.0295,-0.0375,9.8065,-0.0048,0.0586,-0.0406,-18.81,-28.06,11.31,107.98,-84.2,-19.08
