,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE X (rad/s), GYROSCOPE Y (rad/s), GYROSCOPE Z (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Azimuth) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
606,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 19,2563921,2019-09-04 20:04:04:094,-0.2006,0.8662,10.2239,-0.0069,0.0433,9.8065,0.0338,-0.0882,0.0431,-8.12,-30.12,-11.62,250.56,-83.74,-130.82
607,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 19,2564021,2019-09-04 20:04:04:194,0.5155,1.3848,10.1704,0.013,0.0204,9.8065,0.0241,-0.1065,0.0138,-8.5,-30.31,-10.81,250.13,-83.49,-132.34
608,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 19,2564121,2019-09-04 20:04:04:294,-0.5526,2.2493,10.0067,-0.0033,0.0079,9.8066,-0.0092,0.0306,-0.0101,-8.12,-30.81,-11.37,248.38,-83.42,-133.63
609,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 19,2564223,2019-09-04 20:04:04:396,2.3976,-1.821,7.903,0.0081,-0.0004,9.8065,0.0847,0.1275,-0.129,-8.25,-31.12,-10.87,248.54,-83.35,-133.31
610,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2564320,2019-09-04 20:04:04:493,-0.3147,1.8228,9.6459,-0.0108,0.0068,9.8065,-0.1169999999999999,-0.0779,0.1144,-8.19,-30.44,-11.5,249.71,-83.42,-132.64
611,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2564420,2019-09-04 20:04:04:593,-0.1741,-0.1705,9.3895,-0.005,-0.0183,9.8066,0.0248,0.0568,-0.086,-8.25,-30.44,-11.0,251.34,-83.47,-130.96
612,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2564520,2019-09-04 20:04:04:693,0.3347,2.3355,10.8684,-0.0055,-0.0179,9.8066,0.0746,-0.0595,-0.004,-8.75,-31.12,-11.62,253.18,-83.53,-130.84
613,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2564621,2019-09-04 20:04:04:794,0.513,-0.0252,9.5849,0.0093,0.0152,9.8066,-0.0238,0.0961,-0.0033,-8.69,-30.87,-11.56,252.64,-83.48,-131.31
614,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2564720,2019-09-04 20:04:04:893,0.2998,2.6893,9.714,0.0107,-0.003,9.8066,0.1049,0.0286,-0.0308,-8.69,-30.56,-11.06,252.59,-83.3,-132.67
615,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2564820,2019-09-04 20:04:04:993,-0.4779,0.8590000000000001,9.9887,0.0078,-0.0196,9.8066,0.0892,-0.0882,0.0428,-8.81,-30.81,-12.0,251.0,-83.33,-132.79
616,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2564920,2019-09-04 20:04:05:093,-1.3254,1.831,10.7322,-0.0081,0.0258,9.8065,-0.1438,-0.0406,0.0343,-8.62,-30.75,-11.69,252.48,-83.32,-131.16
617,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2565020,2019-09-04 20:04:05:193,-1.1239,3.138,10.0378,0.0013,0.0084,9.8066,-0.0514,-0.0198,0.0173,-8.37,-30.5,-12.31,249.62,-83.42,-131.21
618,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2565120,2019-09-04 20:04:05:293,-1.4277,0.4105,9.1991,0.0,-0.0012,9.8066,0.0001,-0.0263,-0.0122,-8.94,-30.31,-11.69,254.66,-83.51,-129.63
619,52.36999,-1.257522,171.82,6.34,4,306.76,16 / 20,2565220,2019-09-04 20:04:05:393,-1.0352,1.7466,10.6865,-0.0135,0.0161,9.8066,-0.0954,0.016,0.1169,-8.75,-30.44,-11.94,254.86,-83.43,-129.26
620,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2565321,2019-09-04 20:04:05:494,-2.7059,1.1285,8.6996,0.0058,-0.0142,9.8066,0.0229,0.0008,-0.0583,-8.37,-30.69,-11.44,252.68,-83.52,-129.16
621,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2565420,2019-09-04 20:04:05:593,-1.6988,0.4656,10.2889,-0.0229,0.0053,9.8066,0.0076,0.0358,-0.0119,-8.44,-30.94,-12.19,250.43,-83.47,-129.98
622,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2565520,2019-09-04 20:04:05:693,0.7115,0.5365,9.3575,-0.0295,0.0132,9.8066,-0.1092,-0.0452,0.0376,-8.06,-30.94,-11.81,250.26,-83.4,-130.02
623,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2565620,2019-09-04 20:04:05:793,0.1709,-1.1299,10.1556,-0.0042,0.0154,9.8066,-0.0035,0.2465,-0.1411,-7.81,-31.37,-11.94,249.43,-83.75,-131.64
624,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2565720,2019-09-04 20:04:05:893,0.239,0.5343,9.8857,-0.0009,0.0314,9.8065,-0.0128,-0.0315,0.102,-7.94,-30.31,-11.69,247.87,-83.82,-133.9
625,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2565820,2019-09-04 20:04:05:993,-1.6953,-0.5798,10.1177,0.0135,0.0322,9.8066,0.094,0.0019,0.0096,-7.81,-31.25,-11.62,247.0,-83.52,-133.84
626,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2565920,2019-09-04 20:04:06:093,-1.0036,1.5104,9.9564,0.0024,0.036,9.8065,-0.0127,0.0599,-0.1174,-8.25,-30.5,-10.81,245.17,-83.35,-137.51
627,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2566020,2019-09-04 20:04:06:193,0.0342,2.3345,9.8634,0.0134,-0.0017,9.8066,-0.0982,-0.048,-0.0513,-7.62,-31.31,-10.87,243.71,-83.53,-139.07
628,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2566121,2019-09-04 20:04:06:294,0.3518,-0.4125,9.2387,-0.0306,-0.0114,9.8065,-0.0517,-0.0547,0.0754,-7.75,-30.5,-11.44,245.62,-83.62,-137.58
629,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2566221,2019-09-04 20:04:06:394,1.0095,-0.9378,10.3712,-0.013,-0.0325,9.8066,0.0549,0.1234,-0.0852,-7.81,-31.25,-11.87,245.31,-83.91,-136.47
630,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2566320,2019-09-04 20:04:06:493,-0.0897,-0.625,9.2479,0.0019,0.0481,9.8065,-0.0858,-0.0124,-0.0042,-7.44,-30.37,-11.75,239.85,-83.76,-138.78
631,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2566420,2019-09-04 20:04:06:593,-1.1963,0.8436,9.5194,0.0107,0.0136,9.8066,0.0846,0.0097,0.0358,-8.0,-31.06,-12.19,242.29,-83.68,-139.4
632,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2566521,2019-09-04 20:04:06:694,-0.765,-0.8283,10.640999999999998,0.0175,-0.0087,9.8066,0.0203,0.0872,-0.04,-8.19,-30.44,-11.75,241.34,-83.41,-140.36
633,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2566621,2019-09-04 20:04:06:794,-0.6726,0.7636,9.534,-0.0066,-0.0219,9.8065,-0.0129,-0.0291,-0.0352,-8.81,-31.31,-11.5,246.18,-83.33,-139.76
634,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2566720,2019-09-04 20:04:06:893,-0.8149,1.8884,10.8242,0.0116,-0.017,9.8065,-0.0136,0.0941,-0.0967,-7.75,-30.56,-11.62,243.73,-83.38,-137.2
635,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2566821,2019-09-04 20:04:06:994,1.1275,-0.997,9.1218,0.0294,-0.0147,9.8065,0.0579,0.1748,-0.0761,-8.0,-31.37,-11.81,244.29,-83.42,-136.65
636,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2566920,2019-09-04 20:04:07:093,-1.2097,0.639,10.2447,0.0038,0.0119,9.8066,-0.0365,0.1446,-0.0462,-7.69,-31.5,-11.0,246.7,-83.37,-135.4
637,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2567020,2019-09-04 20:04:07:193,0.1459,0.5008,8.7486,0.0067,0.0026,9.8065,-0.0517,0.1203,0.0353,-7.25,-31.31,-11.69,241.73,-83.39,-135.54
638,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2567121,2019-09-04 20:04:07:294,-2.3976,2.2937,10.2594,-0.0207,-0.0076,9.8066,0.0336,-0.1405,-0.001,-7.5,-31.0,-11.31,242.35,-83.32,-136.02
639,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 20,2567221,2019-09-04 20:04:07:394,-1.2464,0.5979,11.2389,-0.0228,-0.001,9.8066,0.0231,-0.0279999999999999,0.0526,-7.5,-30.62,-11.44,242.19,-83.45,-136.48
640,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2567320,2019-09-04 20:04:07:493,-0.7155,-1.0256,9.1003,-0.0121,0.0296,9.8066,-0.0308,-0.0171,-0.0475,-7.12,-31.37,-11.31,241.26,-83.62,-137.9
641,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2567421,2019-09-04 20:04:07:594,-2.9798,2.1275,11.4637,-0.0011,0.0351,9.8065,-0.2417,-0.1517,0.2338,-7.37,-31.31,-11.62,239.89,-83.66,-138.16
642,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2567521,2019-09-04 20:04:07:694,-1.8082,1.4442,10.4767,0.0139999999999999,-0.0212,9.8066,0.0003,0.2013,-0.1749,-7.81,-31.06,-10.56,244.52,-83.6,-138.31
643,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2567620,2019-09-04 20:04:07:793,-1.1675,-0.196,9.0004,-0.0162,-0.0135,9.8065,-0.0646,0.0763,0.127,-7.25,-30.19,-11.12,240.59,-83.66,-139.18
644,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2567720,2019-09-04 20:04:07:893,-1.9695,1.1389,8.5771,0.0192,-0.0378,9.8065,-0.0103,-0.12,-0.0254,-7.94,-31.0,-11.12,245.43,-83.58,-137.26
645,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2567821,2019-09-04 20:04:07:994,-1.3052,-0.7390000000000001,9.6193,-0.0005,-0.001,9.8066,-0.1642,0.0529,0.0279,-8.31,-30.44,-11.56,246.46,-83.57,-134.97
646,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2567920,2019-09-04 20:04:08:093,-0.0856,0.4021,9.8734,0.0066,-0.0094,9.8065,0.0241,-0.0208,0.022,-8.25,-30.75,-11.62,247.78,-83.65,-133.25
647,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2568021,2019-09-04 20:04:08:194,0.0289,0.4914,9.7377,0.0104,0.0053,9.8066,0.079,0.0052,-0.0224,-7.87,-30.81,-11.81,247.42,-83.49,-133.33
648,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2568120,2019-09-04 20:04:08:293,-0.1136,-0.6342,9.9206,-0.0026,0.0052,9.8066,0.0451,-0.0242,0.0395,-7.62,-30.37,-11.75,246.37,-83.32,-134.57
649,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2568221,2019-09-04 20:04:08:394,-0.4643,0.1568,10.1982,0.0012,0.009,9.8066,-0.054,-0.0558,0.0531,-8.31,-30.87,-11.75,245.14,-83.17,-135.2
650,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2568321,2019-09-04 20:04:08:494,-1.1683,0.3551,9.995,-0.0047,0.0199,9.8065,-0.0518,-0.048,-0.0026,-7.06,-30.19,-12.69,240.38,-83.16,-135.89
651,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2568420,2019-09-04 20:04:08:593,0.0675,1.0235,9.4858,-0.0052,0.0002,9.8065,-0.0997,-0.0299,0.0997,-8.5,-30.87,-11.81,244.7,-83.17,-135.7
652,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2568521,2019-09-04 20:04:08:694,-0.7646,0.5437,10.6724,0.0056,-0.0248,9.8066,0.1026,-0.0565,-0.0847,-7.81,-30.56,-12.62,243.77,-83.18,-135.44
653,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2568620,2019-09-04 20:04:08:793,0.6483,1.8241,10.2972,-0.0106,-0.0136,9.8065,0.0306,-0.0009,0.0141,-7.62,-31.69,-11.69,244.74,-83.22,-135.33
654,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2568721,2019-09-04 20:04:08:894,1.2362,0.8713,10.2484,0.0139,-0.0267,9.8065,0.1634,-0.1015,-0.0717,-7.25,-31.06,-12.19,241.87,-83.18,-134.97
655,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2568821,2019-09-04 20:04:08:994,-3.7823,0.1616,8.5009,-0.0418,-0.0255,9.8065,0.0006,-0.2645,0.1985,-7.5,-31.19,-11.19,240.81,-83.23,-137.6
656,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2568921,2019-09-04 20:04:09:094,0.5735,-1.0151,9.7361,0.0122,-0.032,9.8065,0.0993,0.0737,-0.1238,-7.81,-30.37,-11.06,247.19,-83.45,-135.48
657,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2569020,2019-09-04 20:04:09:193,1.6135,-2.1134,9.1966,-0.0061,0.0255,9.8066,0.2252,0.2471,-0.1982,-7.5,-30.5,-12.19,240.29,-83.48,-137.77
658,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2569121,2019-09-04 20:04:09:294,-0.4127,0.7183,9.6839,-0.0146,-0.002,9.8066,-0.0128,0.0494,0.0421,-7.75,-30.25,-11.87,243.11,-83.43,-138.41
659,52.36999,-1.257522,171.82,6.34,4,306.76,18 / 20,2569220,2019-09-04 20:04:09:393,-0.0564,1.0734,9.5789,0.0046,0.0028,9.8066,-0.0457,-0.0687,0.043,-7.44,-30.25,-11.87,239.11,-83.46,-139.07
660,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2569320,2019-09-04 20:04:09:493,0.7301,-1.4339,8.323,-0.0064,-0.002,9.8066,-0.035,-0.0918,0.0186,-7.62,-31.25,-12.06,242.68,-83.53,-138.68
661,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2569421,2019-09-04 20:04:09:594,-1.3239,-0.2416,10.5388,-0.0141,-0.0257,9.8066,-0.0433,0.0077,0.0525,-6.94,-30.75,-12.37,239.46,-83.7,-138.71
662,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2569521,2019-09-04 20:04:09:694,-3.3783,1.8545,6.5781,-0.0046,0.0198,9.8066,-0.2384,0.1121,-0.0165,-7.0,-31.0,-12.12,237.78,-83.74,-140.7
663,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2569621,2019-09-04 20:04:09:794,-1.3862,-1.0404,9.7265,-0.0008,0.0176,9.8066,0.0173,0.0661,-0.0249,-6.25,-30.62,-11.94,235.75,-83.8,-139.02
664,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2569720,2019-09-04 20:04:09:893,1.8315,0.5302,8.8913,0.0087,0.0276,9.8066,-0.1134,0.1948,0.0274,-6.44,-31.25,-11.81,235.25,-83.85,-139.68
665,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2569820,2019-09-04 20:04:09:993,-3.3858,0.0563,7.773,0.038,0.0033,9.8065,-0.064,-0.2064,0.1061,-6.75,-30.62,-11.56,237.29,-83.58,-140.95
666,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2569920,2019-09-04 20:04:10:093,0.1614,-1.0664,9.8951,-0.0294,-0.0207,9.8066,0.0138,-0.0517,-0.0101,-7.44,-30.19,-12.31,238.82,-83.8,-140.02
667,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2570021,2019-09-04 20:04:10:194,0.1317,-0.2039,10.2821,0.005,0.0011,9.8065,-0.0414,0.0787,-0.096,-7.37,-30.87,-12.0,238.17,-83.9,-140.56
668,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2570121,2019-09-04 20:04:10:294,-0.1058,-0.2019999999999999,10.935,-0.0143,-0.019,9.8066,0.093,-0.06,-0.0279999999999999,-7.06,-30.94,-11.44,238.37,-84.04,-142.07
669,52.36999,-1.257522,171.82,6.34,4,306.76,17 / 19,2570221,2019-09-04 20:04:10:394,-1.2829,0.8485,10.0821,-0.0105,0.0279,9.8065,-0.0749,-0.0346,0.081,-6.81,-30.81,-12.06,235.84,-83.96,-143.31
670,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2570320,2019-09-04 20:04:10:493,0.0335,0.0276,9.9691,-0.0024,0.0114,9.8066,-0.02,-0.1008,0.039,-6.69,-30.56,-11.12,235.3,-83.9,-145.28
671,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2570420,2019-09-04 20:04:10:593,-0.4887,-0.9149,8.9625,-0.0073,-0.0211,9.8065,0.0051,0.052,-0.0562,-7.0,-30.5,-11.25,235.33,-83.92,-145.68
672,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2570521,2019-09-04 20:04:10:694,0.6858,-0.5888,11.2415,0.0161,0.0012,9.8066,-0.0554,-0.0855,0.06,-7.44,-30.44,-11.56,234.73,-84.1,-145.18
673,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2570621,2019-09-04 20:04:10:794,-1.2075,-0.1746,10.8537,0.0004,0.0083,9.8066,0.0789,0.0546,-0.0403,-7.0,-29.81,-12.0,236.06,-84.1,-143.69
674,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2570721,2019-09-04 20:04:10:894,0.4367,0.1313,11.0025,-0.0025,0.0236,9.8065,0.1264,-0.1295,0.1027,-7.56,-31.06,-12.37,237.27,-83.98,-145.6
675,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2570820,2019-09-04 20:04:10:993,-0.9475,0.736,8.8116,-0.001,-0.0188,9.8065,-0.0029,0.0784,0.0793,-7.12,-31.44,-11.94,232.8,-83.77,-146.45
676,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2570920,2019-09-04 20:04:11:093,-1.0057,0.7387,9.6511,0.0082,-0.039,9.8065,0.0668,0.1078,-0.1439,-7.31,-31.0,-11.81,235.56,-83.95,-143.61
677,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571020,2019-09-04 20:04:11:193,-0.6575,-0.3693,9.2932,-0.0289999999999999,0.0041,9.8065,-0.0085,-0.0174,0.005,-7.25,-30.44,-11.69,235.76,-84.16,-144.13
678,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571121,2019-09-04 20:04:11:294,0.1171,-0.4503,9.9004,-0.002,-0.0068,9.8066,-0.0149,0.0133,-0.0079,-7.81,-30.81,-11.94,240.01,-84.34,-143.19
679,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571221,2019-09-04 20:04:11:394,-1.5605,0.0546,10.9724,0.0004,0.0188,9.8066,0.0868,0.0062,-0.0678,-6.87,-30.69,-12.06,235.5,-84.38,-144.47
680,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571321,2019-09-04 20:04:11:494,-0.1263,0.3845,10.4254,0.0026,0.043,9.8065,-0.0463,-0.0318,0.0424,-7.06,-31.06,-11.56,232.82,-84.18,-147.16
681,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571421,2019-09-04 20:04:11:594,-0.8014,-0.7985,8.929,-0.0085,-0.019,9.8065,0.12,-0.0156,-0.0133,-6.87,-30.0,-12.12,232.78,-84.19,-147.56
682,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571521,2019-09-04 20:04:11:694,0.1288,1.2742,9.9057,-0.0027,0.0031,9.8066,0.0364,0.0073,0.0071,-7.12,-30.5,-11.37,234.32,-84.28,-147.51
683,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571621,2019-09-04 20:04:11:794,-0.1805,-1.2751,9.7421,0.0168,-0.0208,9.8066,0.0794,0.0654,-0.0631,-7.06,-30.75,-11.31,233.09,-84.25,-148.51
684,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571721,2019-09-04 20:04:11:894,-0.7143,0.1365,9.8955,-0.0025,-0.0077,9.8066,0.0204,-0.0467,0.0712,-7.06,-30.44,-11.75,232.76,-84.1,-147.43
685,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571821,2019-09-04 20:04:11:994,-0.6337,0.8240000000000001,10.0065,-0.004,0.0036,9.8066,-0.0605,-0.0679,0.0977,-7.31,-30.75,-11.31,234.35,-84.11,-146.8
686,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2571920,2019-09-04 20:04:12:093,-1.1697,-0.5173,8.5818,0.0084,-0.01,9.8066,-0.0498,-0.0043,-0.0299,-7.37,-30.94,-11.5,235.29,-84.16,-145.81
687,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572021,2019-09-04 20:04:12:194,1.1905,-1.7191,9.5358,-0.0039,-0.0086,9.8066,-0.0422,0.0533,-0.1047,-7.19,-31.25,-11.81,233.85,-84.3,-146.21
688,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572121,2019-09-04 20:04:12:294,1.4117,-0.8486,8.1575,-0.0207,0.0262,9.8065,-0.1915,-0.1432,0.1185,-7.87,-31.06,-11.87,236.49,-84.59,-147.56
689,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572221,2019-09-04 20:04:12:394,-0.3929,-0.7739,10.4894,-0.0142,0.0087,9.8066,-0.0875,-0.0448,0.0413,-7.37,-30.87,-12.12,233.49,-84.69,-147.3
690,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572321,2019-09-04 20:04:12:494,-0.5918,-0.2702,10.1008,-0.0068,0.0154,9.8066,0.0638,0.0617,-0.0605,-7.06,-30.31,-11.25,233.91,-84.69,-148.73
691,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572420,2019-09-04 20:04:12:593,-0.2122,-1.1491,8.3013,0.0014,-0.0008,9.8066,-0.0158,-0.0555,0.0275,-6.75,-30.5,-12.25,230.42,-84.63,-150.98
692,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572520,2019-09-04 20:04:12:693,-0.5215,0.4293,10.1496,-0.0048,-0.0266,9.8066,0.0869,-0.0489,-0.0325,-6.94,-31.75,-12.37,229.84,-84.7,-151.16
693,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572620,2019-09-04 20:04:12:793,-0.4852,-0.8581,9.6371,-0.0105,-0.0016,9.8066,0.0385,0.0182,-0.0039,-7.12,-31.19,-11.5,230.98,-84.68,-151.73
694,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572720,2019-09-04 20:04:12:893,-0.5737,0.3685,10.2707,0.004,0.0003,9.8066,0.048,0.0561,-0.0039,-7.19,-30.44,-11.75,230.36,-84.64,-151.05
695,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572821,2019-09-04 20:04:12:994,-1.0697,-0.7094,8.9234,-0.0055,-0.0178,9.8066,0.0371,-0.0275,0.01,-6.87,-30.75,-11.56,229.26,-84.6,-151.95
696,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2572920,2019-09-04 20:04:13:093,-0.6716,-0.347,9.4761,0.0006,-0.0147,9.8066,0.0123,-0.0118,-0.0016,-7.31,-30.62,-11.12,230.97,-84.61,-151.62
697,52.3706,-1.257385,170.36,10.57,4,9.03,17 / 19,2573021,2019-09-04 20:04:13:194,-1.043,-0.6117,10.2641,-0.0081,0.0107,9.8065,-0.0001,-0.0261,0.0432,-6.62,-30.94,-11.25,232.08,-84.7,-150.5
