GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
47.12512,-2.075933,60.1,0,3.216,351.7,Nov-20,3816,2019-08-18 20:51:12:928,-0.391,-0.5331,9.7649,0.4256,-1.4979,9.6822,0.0518,-0.1248,0.643
47.12512,-2.075933,60.1,0,3.216,351.7,Nov-20,3914,2019-08-18 20:51:13:026,-2.0544,-0.657,9.6081,0.4282,-1.4912,9.6831,-0.0316,-0.1113,0.6143
47.12512,-2.075933,60.1,0,3.216,351.7,Nov-20,4014,2019-08-18 20:51:13:126,-1.6958,-1.5093,9.9277,0.3984,-1.5139,9.6809,0.0256,-0.0968,0.58
47.12512,-2.075933,60.1,0,3.216,351.7,Nov-20,4116,2019-08-18 20:51:13:228,-1.442,-2.0073,9.8708,0.3679,-1.5017,9.684,-0.0176,-0.1382,0.6208
47.12512,-2.075933,60.1,0,3.216,351.7,Nov-20,4214,2019-08-18 20:51:13:326,-1.4073,-0.988,9.942,0.361,-1.5302,9.6798,-0.0225,-0.1583,0.6098
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,4314,2019-08-18 20:51:13:426,-1.3654,-1.0478,9.6775,0.3693,-1.5429,9.6775,0.0045,-0.1623,0.6057
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,4414,2019-08-18 20:51:13:526,-1.4175,-1.0927,9.4854,0.3856,-1.5589,9.6743,-0.0023,-0.1505,0.6026
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,4514,2019-08-18 20:51:13:626,-1.618,-0.9509,9.6404,0.3819,-1.5632,9.6737,-0.035,-0.1124,0.5894
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,4614,2019-08-18 20:51:13:726,-0.6382,-1.7457,9.283,0.3418,-1.6126,9.6671,-0.0097,-0.0899,0.5785
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,4714,2019-08-18 20:51:13:826,-1.2218,-1.7074,9.4746,0.3038,-1.6181,9.6675,-0.0021,-0.0912,0.5127
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,4814,2019-08-18 20:51:13:926,-1.2684,-2.373,10.0318,0.2976,-1.6903,9.6553,-0.0472,-0.1391,0.4581
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,4913,2019-08-18 20:51:14:025,-1.3929,-2.4185,9.9379,0.3071,-1.7285,9.6482,-0.0472,-0.1391,0.4581
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5014,2019-08-18 20:51:14:126,-0.8961,-2.5352,9.128,0.321,-1.8333,9.6284,-0.0508,-0.1084,0.3674
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5114,2019-08-18 20:51:14:226,-0.5634,-2.9464,9.2364,0.3193,-1.8517,9.6249,0.0379,-0.0886,0.3162
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5214,2019-08-18 20:51:14:326,-0.7776,-2.1168,9.2854,0.3046,-1.8476,9.6262,0.0105,-0.0451,0.2538
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5314,2019-08-18 20:51:14:426,-1.0069,-2.4957,9.2046,0.286,-1.8633,9.6238,-0.0303,-0.0305,0.2169
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5414,2019-08-18 20:51:14:526,-0.9997,-2.4921,9.3076,0.2232,-1.9636,9.6055,-0.0426,-0.0213,0.1821
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5514,2019-08-18 20:51:14:626,-0.7214,-2.7279,9.2465,0.1967,-1.9935,9.5999,-0.0089,-0.0242,0.1778
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5614,2019-08-18 20:51:14:726,-1.0195,-2.9692,9.6236,0.1551,-2.0087,9.5975,0.0285,-0.0172,0.1283
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5714,2019-08-18 20:51:14:826,-1.6018,-2.4622,9.5309,0.1232,-2.0006,9.5996,0.0314,-0.015,0.1122
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5814,2019-08-18 20:51:14:926,-1.6946,-2.5268,9.6003,0.05,-1.9866,9.6032,0.0074,0,0.1101
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,5914,2019-08-18 20:51:15:026,-0.1911,-1.8421,9.477,0.0134,-1.9992,9.6007,-0.0087,-0.017,0.0952
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,6014,2019-08-18 20:51:15:126,-0.1815,-2.3778,9.6326,0.029,-2.0123,9.5979,-0.02,-0.0438,0.0671
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,6114,2019-08-18 20:51:15:226,-0.1707,-2.4203,9.5787,0.0482,-2.0315,9.5938,-0.0106,-0.0512,0.0654
47.12512,-2.075933,60.1,0,3.216,351.7,13 / 20,6214,2019-08-18 20:51:15:326,0.1872,-2.3766,9.4435,0.0681,-2.0271,9.5946,0.0185,-0.0254,0.0616
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,6313,2019-08-18 20:51:15:425,-0.0708,-2.112,9.4644,0.0615,-2.0267,9.5947,0.0166,0.0009,0.0415
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,6415,2019-08-18 20:51:15:527,-0.2557,-2.3102,9.5668,0.0392,-2.0153,9.5973,0.0121,0.0054,0.022
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,6514,2019-08-18 20:51:15:626,-0.2862,-2.285,9.4877,0.0385,-2.0253,9.5952,-0.011,-0.0088,0.0125
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,6614,2019-08-18 20:51:15:726,-0.297,-2.6477,9.2741,0.0395,-2.0359,9.5929,-0.0007,-0.0145,0.0021
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,6714,2019-08-18 20:51:15:826,-0.5723,-2.3521,9.3956,0.0443,-2.0469,9.5905,0.0101,0.0103,-0.024
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,6814,2019-08-18 20:51:15:926,-0.6448,-2.2605,9.5081,0.0261,-2.0462,9.5908,0.0023,0.0113,-0.0246
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,6914,2019-08-18 20:51:16:026,-0.9159,-2.3072,9.4417,-0.0045,-2.044,9.5913,0.0031,0.0071,-0.029
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7014,2019-08-18 20:51:16:126,-1.0919,-2.3383,9.5644,-0.0255,-2.0529,9.5893,0.0016,0.0071,-0.0338
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7114,2019-08-18 20:51:16:226,-1.1763,-2.4209,9.4758,-0.0631,-2.0631,9.587,0.0159,0.0159,-0.026
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7214,2019-08-18 20:51:16:326,-1.3702,-2.0959,9.5452,-0.1131,-2.0658,9.5859,0.0138,0.0099,-0.0224
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7314,2019-08-18 20:51:16:426,-1.6503,-2.0558,9.5727,-0.1716,-2.0573,9.5869,0.0046,0.0091,-0.0085
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7414,2019-08-18 20:51:16:526,-1.4175,-2.1001,9.5267,-0.1969,-2.0565,9.5866,-0.0004,0.0059,0.0074
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7514,2019-08-18 20:51:16:626,-1.39,-2.1084,9.462,-0.4409,-2.0589,9.5779,0.0029,-0.0026,0.0291
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7614,2019-08-18 20:51:16:726,-1.3672,-2.063,9.4692,-0.5417,-2.0665,9.5711,0.0005,-0.0039,0.0546
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7714,2019-08-18 20:51:16:826,-1.2535,-2.0037,9.5476,-0.7174,-2.0536,9.5623,0.0006,-0.0065,0.0669
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7814,2019-08-18 20:51:16:926,-1.3941,-2.1402,9.4866,-0.7757,-2.0391,9.5609,0.0045,-0.0175,0.1034
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,7914,2019-08-18 20:51:17:026,-1.2247,-2.0785,9.401,-0.8914,-2.0317,9.5524,0.005,-0.0227,0.1285
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,8014,2019-08-18 20:51:17:126,-1.3409,-2.1503,9.465,-0.9362,-2.0266,9.5492,0.005,-0.0227,0.1285
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,8114,2019-08-18 20:51:17:226,-0.9434,-2.0067,9.4842,-0.9696,-2.0103,9.5493,0.0044,-0.0254,0.1469
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,8215,2019-08-18 20:51:17:327,-0.8878,-2.1222,9.5243,-0.9774,-2.0054,9.5495,-0.0046,-0.0285,0.194
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,8316,2019-08-18 20:51:17:428,-1.1026,-2.1629,9.7032,-0.9852,-1.9885,9.5523,-0.0004,-0.0592,0.2128
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,8414,2019-08-18 20:51:17:526,-0.7429,-2.0067,9.5745,-0.9709,-1.9768,9.5561,-0.005,-0.0753,0.2233
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,8514,2019-08-18 20:51:17:626,-1.0135,-1.7864,9.3716,-0.9401,-1.942,9.5664,-0.0008,-0.0632,0.2871
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,8615,2019-08-18 20:51:17:727,-0.9805,-1.9893,9.4093,-0.9356,-1.9312,9.569,-0.0185,-0.078,0.3093
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,8713,2019-08-18 20:51:17:825,-0.6932,-2.4287,9.6924,-0.9056,-1.9186,9.5744,-0.0013,-0.0944,0.3307
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,8814,2019-08-18 20:51:17:926,-0.7968,-2.5352,9.3172,-0.8855,-1.9102,9.578,-0.0083,-0.095,0.3443
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,8914,2019-08-18 20:51:18:026,-0.7758,-2.5741,9.0586,-0.8521,-1.9011,9.5828,-0.0167,-0.0903,0.3734
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9014,2019-08-18 20:51:18:126,-0.5723,-2.6382,9.8577,-0.8417,-1.9067,9.5826,-0.0189,-0.0921,0.3793
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9114,2019-08-18 20:51:18:226,-0.6053,-2.9674,9.5895,-0.8166,-1.8895,9.5882,0.027,-0.0911,0.3996
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9214,2019-08-18 20:51:18:326,-0.051,-2.889,9.6751,-0.7852,-1.8618,9.5962,0.027,-0.1148,0.4102
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9314,2019-08-18 20:51:18:426,-0.0055,-2.6483,9.0706,-0.6981,-1.8585,9.6036,-0.0264,-0.1412,0.3933
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9414,2019-08-18 20:51:18:526,0.6349,-3.056,8.903,-0.6253,-1.8779,9.6048,0.0192,-0.1155,0.3919
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9514,2019-08-18 20:51:18:626,0.3082,-3.3678,9.0748,-0.5503,-1.8625,9.6124,0.0358,-0.1076,0.3942
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9614,2019-08-18 20:51:18:726,1.4915,-2.5364,9.1747,-0.5018,-1.8402,9.6194,0.0266,-0.0993,0.3596
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9714,2019-08-18 20:51:18:826,1.5471,-2.7094,9.5326,-0.3937,-1.8214,9.628,0.0105,-0.0906,0.339
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9814,2019-08-18 20:51:18:926,1.5747,-2.6819,9.5243,-0.3431,-1.8368,9.627,-0.0176,-0.1003,0.3316
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,9914,2019-08-18 20:51:19:026,1.6303,-3.0506,9.377,-0.2567,-1.8656,9.6241,0.021,-0.0711,0.2902
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10014,2019-08-18 20:51:19:126,1.4286,-2.6172,9.3698,-0.2267,-1.8637,9.6253,0.0159,-0.0765,0.2617
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10114,2019-08-18 20:51:19:226,1.8039,-2.1773,9.216,-0.1693,-1.863,9.6266,0.0028,-0.0836,0.2508
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10214,2019-08-18 20:51:19:326,1.6681,-2.4634,9.5781,-0.0843,-1.8632,9.6277,-0.0143,-0.0532,0.2309
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10314,2019-08-18 20:51:19:426,1.9218,-2.6806,9.72,-0.0428,-1.8929,9.6221,-0.0407,-0.0453,0.2106
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10414,2019-08-18 20:51:19:526,2.0499,-2.7704,9.3974,0.0255,-1.9502,9.6107,0.0033,-0.0349,0.1518
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10514,2019-08-18 20:51:19:626,0.6864,-2.5591,9.1987,0.0736,-1.9519,9.6101,0.0628,-0.0156,0.134
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10614,2019-08-18 20:51:19:726,0.6056,-2.1916,9.2908,0.086,-1.8974,9.621,0.056,-0.0161,0.1166
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10714,2019-08-18 20:51:19:826,0.599,-1.9696,9.4297,0.0865,-1.8757,9.6252,0.0425,-0.0099,0.0929
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10814,2019-08-18 20:51:19:926,0.6236,-2.0061,9.5781,0.0961,-1.8563,9.6289,0.0108,-0.0164,0.098
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,10914,2019-08-18 20:51:20:026,0.6954,-2.4233,9.6194,0.0995,-1.8549,9.6291,-0.0011,-0.0226,0.0831
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11014,2019-08-18 20:51:20:126,0.6505,-2.4293,9.3818,0.1246,-1.8746,9.625,-0.0031,-0.0195,0.0667
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11114,2019-08-18 20:51:20:226,0.4991,-2.4484,9.6649,0.1254,-1.8851,9.6229,0.0171,-0.015,0.0509
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11214,2019-08-18 20:51:20:326,1.8207,-1.8241,9.3273,0.1589,-1.8704,9.6253,0.0267,-0.0094,0.0257
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11314,2019-08-18 20:51:20:426,2.4384,-1.7733,9.723,0.1853,-1.8543,9.628,0.0151,-0.027,0.0031
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11414,2019-08-18 20:51:20:526,2.8669,-1.216,9.7344,0.3059,-1.8244,9.6306,0.0132,-0.029,-0.0122
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11514,2019-08-18 20:51:20:626,2.6251,-1.1879,9.3998,0.3818,-1.8018,9.6321,0.0152,-0.0314,-0.0094
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11614,2019-08-18 20:51:20:726,2.3809,-1.1065,9.538,0.4525,-1.7726,9.6345,0.011,0.0108,0.0081
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11714,2019-08-18 20:51:20:826,2.2097,-0.9107,9.9875,0.4838,-1.7502,9.6371,0.0112,-0.0015,0.019
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11814,2019-08-18 20:51:20:926,1.8704,-0.5187,9.7493,0.5393,-1.7043,9.6424,0.0104,-0.0168,0.0715
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,11913,2019-08-18 20:51:21:025,2.0721,-0.4481,9.8397,0.5628,-1.6908,9.6434,-0.0128,-0.0205,0.0977
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,12014,2019-08-18 20:51:21:126,1.7668,-0.6611,9.8864,0.6128,-1.6664,9.6446,-0.0135,-0.0241,0.1455
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,12114,2019-08-18 20:51:21:226,1.6435,-0.3403,9.7912,0.6265,-1.6662,9.6437,-0.0194,-0.0225,0.1758
47.12512,-2.075933,60.1,0,3.216,351.7,15 / 20,12214,2019-08-18 20:51:21:326,1.5112,-0.3954,9.8684,0.6489,-1.6531,9.6445,0.0012,-0.0372,0.2424
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,12315,2019-08-18 20:51:21:427,1.7393,-0.4373,9.4644,0.6735,-1.6384,9.6453,0.0152,-0.071,0.2699
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,12414,2019-08-18 20:51:21:526,0.52,-1.0322,10.5047,0.7348,-1.6201,9.6439,-0.0163,-0.0776,0.3194
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,12514,2019-08-18 20:51:21:626,-0.1815,-1.3543,9.1526,0.738,-1.638,9.6407,-0.0172,-0.0775,0.3419
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,12614,2019-08-18 20:51:21:726,-0.4089,-1.5201,9.5063,0.6906,-1.6761,9.6376,-0.0011,-0.0462,0.3758
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,12714,2019-08-18 20:51:21:826,0.8666,-0.7162,10.2006,0.669,-1.6618,9.6416,0.0318,-0.1047,0.3917
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,12813,2019-08-18 20:51:21:925,1.4143,-0.2039,10.2072,0.7433,-1.6217,9.643,0.0269,-0.1476,0.3946
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,12914,2019-08-18 20:51:22:026,1.0515,-1.2112,10.1749,0.8183,-1.6181,9.6376,0.009,-0.1575,0.4092
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,13014,2019-08-18 20:51:22:126,1.1647,-0.721,9.872,0.8445,-1.6008,9.6382,0.0453,-0.0832,0.4714
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,13114,2019-08-18 20:51:22:226,1.3825,-0.4702,9.1466,0.8591,-1.6033,9.6365,0.0205,-0.067,0.47
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,13214,2019-08-18 20:51:22:326,1.6621,-0.9395,9.4997,0.8644,-1.6035,9.636,0.0319,-0.0813,0.4631
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,13314,2019-08-18 20:51:22:426,1.1611,-0.3206,9.8086,0.875,-1.5914,9.637,0.0469,-0.1001,0.4363
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,13414,2019-08-18 20:51:22:526,1.5645,-1.1244,9.9887,0.8907,-1.5783,9.6377,0.0638,-0.0726,0.4276
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,13514,2019-08-18 20:51:22:626,1.6327,-0.3331,9.5967,0.9338,-1.5362,9.6405,-0.0096,-0.0894,0.4046
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,13614,2019-08-18 20:51:22:726,1.3017,-0.0788,9.896,0.9711,-1.5578,9.6333,-0.048,-0.1067,0.3743
47.12512,-2.075933,60.1,0,3.216,351.7,14 / 20,13714,2019-08-18 20:51:22:826,1.6435,-0.5732,9.7116,1.0414,-1.62,9.6157,-0.0643,-0.1134,0.3696
