No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
8.0,69946.4,52.9903938,-1.2258985,52.765,269.007,86.58,0.48,0.1,0.0,53.06,53.23,52.83,52.92,3.700012,53.07,0.11933989999999997,0.05915999,0.0,4.0,3.0,2151.0,87.0,0.0,0.01998901,0.0,14.1,6.0,45.0
8.0,69946.5,52.9903932,-1.2259203000000005,52.938,267.85900000000004,86.63,0.49,0.1,0.0,53.33,53.51999,53.03999,53.16,3.600006,53.35,0.12954000000000002,0.05915999,0.0,4.0,3.0,2165.0,87.0,0.0,0.01998901,0.0,14.1,6.0,45.0
8.0,69946.6,52.990393000000005,-1.2259423999999997,53.352,268.61400000000003,86.68,0.5,0.1,0.0,53.48,53.87999,53.39999,53.62,3.600006,53.66,0.12954000000000002,0.05915999,0.0,4.0,3.0,2159.0,87.0,0.0,0.01998901,0.0,14.1,6.0,45.0
9.0,69946.7,52.9903926,-1.2259646999999996,53.669,268.323,86.73,0.5,0.1,0.0,53.95,54.20999000000001,53.69,53.84999000000001,3.700012,54.0,0.11933989999999997,0.04997993,0.0,4.0,3.0,2197.0,87.0,0.0,0.01998901,0.0,14.1,6.0,45.0
9.0,69946.8,52.99039220000001,-1.2259868999999999,53.694,268.279,86.77,0.5,0.1,0.0,54.28,54.45,54.09,54.17,3.100006,54.22,0.13974,0.01937985,0.0,4.0,3.0,2185.0,87.0,0.0,0.01998901,0.0,14.1,6.0,45.5
9.0,69946.9,52.990391300000006,-1.2260094,54.425,266.995,86.84,0.51,0.1,0.0,54.53,54.64999,54.45,54.44,1.899994,54.52,0.13974,-0.009180069,0.0,4.0,3.0,2200.0,87.0,0.0,0.01998901,0.0,14.1,6.0,46.0
9.0,69947.0,52.9903906,-1.2260319,54.418,267.03700000000003,86.86,0.49,0.1,0.0,54.92999,54.87,54.76999,54.62,1.200012,54.8,0.12954000000000002,-0.009180069,0.0,4.0,3.0,2220.0,87.0,0.0,0.01998901,0.0,14.1,6.0,46.0
9.0,69947.1,52.9903897,-1.2260544999999996,54.742,266.619,86.92,0.51,0.1,0.0,55.17999,55.28999,55.0,54.86,1.600006,55.13,0.12954000000000002,0.0,0.0,4.0,3.0,2236.0,87.0,0.0,0.01998901,0.0,14.1,6.0,46.0
9.0,69947.2,52.99038880000001,-1.2260774,55.228,266.197,86.97,0.51,0.1,0.0,55.47,55.53999,55.28,55.06999,1.5,55.39,0.12954000000000002,0.0,0.0,4.0,3.0,2238.0,87.0,0.0,0.01998901,0.0,14.1,6.0,46.0
9.0,69947.3,52.990388200000005,-1.2261002,55.253,266.947,87.02,0.52,0.1,0.0,55.84,55.86,55.62999,55.56,1.600006,55.72,0.12954000000000002,0.0,0.0,4.0,3.0,2248.0,87.0,0.0,0.01998901,0.0,14.1,6.0,44.5
9.0,69947.4,52.9903874,-1.2261232,55.627,266.582,87.08,0.52,0.1,0.0,56.09999000000001,56.17,55.92,55.95,1.899994,56.05,0.11933989999999997,0.0,0.0,4.0,3.0,2275.0,87.0,0.0,-0.2099915,0.0,14.1,6.0,40.0
8.0,69947.5,52.9903863,-1.2261465,56.203,266.05,87.12,0.51,0.1,0.0,56.42,56.55,56.23999,56.03999,2.100006,56.43,0.12954000000000002,0.009180069,0.0,4.0,3.0,2291.0,87.0,0.0,0.01998901,0.0,14.1,6.0,39.5
8.0,69947.6,52.9903855,-1.2261696,56.084,266.323,87.17,0.52,0.1,0.0,56.73,56.84999000000001,56.56999,56.45,2.100006,56.71,0.12954000000000002,0.0,0.0,4.0,3.0,2288.0,87.0,0.0,0.01998901,0.0,14.1,6.0,39.5
8.0,69947.7,52.9903844,-1.2261931,56.74,265.87,87.21,0.51,0.1,0.0,57.00999,57.14999,56.73999,56.86,2.5,57.08,0.12954000000000002,0.01937985,0.0,4.0,3.0,2296.0,87.0,0.0,0.01998901,0.0,14.1,6.0,41.0
8.0,69947.8,52.9903833,-1.2262165,56.86600000000001,265.503,87.27,0.52,0.1,0.0,57.25,57.51999,57.01999,57.0,2.899994,57.25,0.12954000000000002,0.01937985,0.0,4.0,3.0,2316.0,87.0,0.0,-0.2099915,0.0,14.1,6.0,42.0
8.0,69947.9,52.990382100000005,-1.2262401000000005,57.20399999999999,265.371,87.33,0.53,0.1,0.0,57.64999,57.84999000000001,57.47,57.45999000000001,2.700012,57.62,0.12954000000000002,0.01937985,0.0,4.0,3.0,2334.0,87.0,0.0,0.01998901,0.0,14.1,6.0,45.0
7.0,69948.0,52.990381,-1.2262639,57.654,265.539,87.38,0.53,0.1,0.0,58.12,58.17,57.62999,57.67999,2.700012,57.96,0.12954000000000002,0.039779900000000014,0.0,4.0,3.0,2352.0,87.0,0.0,0.01998901,0.0,14.1,6.0,46.5
7.0,69948.1,52.990379999999995,-1.2262877,57.676,265.622,87.44,0.53,0.1,0.0,58.2,58.37999,57.92,57.98,2.600006,58.21,0.12954000000000002,0.04997993,0.0,4.0,3.0,2355.0,87.0,0.0,0.01998901,0.0,14.1,6.0,47.0
7.0,69948.2,52.99037850000001,-1.2263117000000001,58.288,264.623,87.5,0.55,0.1,0.0,58.50999,58.69,58.26999,58.56,3.100006,58.51,0.11933989999999997,0.05915999,0.0,4.0,3.0,2381.0,87.0,0.0,0.01998901,0.0,14.1,6.0,48.5
7.0,69948.3,52.9903769,-1.2263357000000004,58.363,264.024,87.56,0.55,0.1,0.0,58.84,59.0,58.45,58.55,3.600006,58.82,0.12954000000000002,0.04997993,0.0,4.0,3.0,2380.0,87.0,0.0,0.01998901,0.0,14.1,6.0,48.5
7.0,69948.4,52.9903752,-1.2263598999999998,58.64,263.677,87.61,0.55,0.1,0.0,59.19,59.31,58.97,58.92,3.300018,59.06,0.12954000000000002,0.04997993,0.0,4.0,3.0,2402.0,87.0,0.0,0.01998901,0.0,14.1,6.0,48.5
7.0,69948.5,52.990373800000015,-1.2263842999999999,59.227,263.974,87.67,0.56,0.1,0.0,59.37,59.5,59.28999,59.34999000000001,3.200012,59.38,0.12954000000000002,0.039779900000000014,0.0,4.0,3.0,2400.0,87.0,0.0,0.01998901,0.0,14.1,6.0,48.5
7.0,69948.6,52.990372,-1.2264086999999997,59.407,263.513,87.74,0.57,0.1,0.0,59.78,59.98,59.37,59.42999,3.3999940000000004,59.76,0.11933989999999997,0.04997993,0.0,4.0,3.0,2423.0,87.0,0.0,0.01998901,0.0,14.1,6.0,48.5
7.0,69948.7,52.9903707,-1.2264333,59.537,264.093,87.79,0.56,0.1,0.0,59.92999,60.3,59.70999000000001,59.84,3.3999940000000004,60.02,0.12954000000000002,0.04997993,0.0,4.0,3.0,2428.0,87.0,0.0,0.01998901,0.0,14.1,6.0,48.5
7.0,69948.8,52.9903687,-1.2264579,59.915,263.29900000000004,87.85,0.57,0.1,0.0,60.34,60.59,60.09999000000001,60.16,3.3999940000000004,60.28,0.11933989999999997,0.04997993,0.0,4.0,3.0,2447.0,87.0,0.0,0.01998901,0.0,14.1,6.0,48.5
7.0,69948.9,52.990366699999996,-1.2264826000000004,60.181,262.742,87.91,0.57,0.1,0.0,60.59,60.89,60.31,60.47,3.3999940000000004,60.62,0.12954000000000002,0.05915999,0.0,4.0,3.0,2457.0,87.0,0.0,0.01998901,0.0,14.1,6.0,48.5
8.0,69949.0,52.9903649,-1.2265075,60.50899999999999,262.998,87.96,0.57,0.1,0.0,61.0,61.23999,60.75,60.89999,3.700012,60.87,0.11933989999999997,0.05915999,0.0,4.0,3.0,2467.0,87.0,0.0,0.01998901,0.0,14.1,6.0,47.5
8.0,69949.1,52.9903627,-1.2265323,60.833,262.172,88.03,0.59,0.1,0.0,61.22,61.33,60.95,60.98,3.5,61.2,0.12954000000000002,0.04997993,0.0,4.0,3.0,2471.0,87.0,0.0,0.01998901,0.0,14.1,6.0,42.5
8.0,69949.2,52.9903604,-1.2265573,60.962,261.55,88.08,0.59,0.1,0.0,61.5,61.58,61.45999000000001,61.44,3.300018,61.49,0.12954000000000002,0.039779900000000014,0.0,4.0,3.0,2480.0,87.0,0.0,0.01998901,0.0,14.1,6.0,41.0
8.0,69949.3,52.99035790000001,-1.2265824,61.53100000000001,261.056,88.14,0.59,0.1,0.0,61.86,61.98,61.62,61.70999000000001,3.100006,61.76,0.12954000000000002,0.039779900000000014,0.0,4.0,3.0,2495.0,87.0,0.0,0.01998901,0.0,14.1,6.0,39.5
8.0,69949.4,52.9903554,-1.2266077,61.762,260.686,88.19,0.59,0.1,0.0,62.06,62.16,61.97,62.03,3.0,62.14,0.12954000000000002,0.039779900000000014,0.0,4.0,3.0,2510.0,87.0,0.0,0.01998901,0.0,14.2,6.0,39.0
8.0,69949.5,52.9903526,-1.2266328999999998,61.87300000000001,260.024,88.24,0.59,0.1,0.0,62.31999,62.5,62.05,62.05,2.899994,62.38,0.11933989999999997,0.04997993,0.0,4.0,3.0,2537.0,87.0,0.0,-0.2099915,0.0,14.1,6.0,34.5
9.0,69949.6,52.990349600000016,-1.2266582,62.341,259.46,88.3,0.59,0.1,0.0,62.50999,62.70999000000001,62.50999,62.42,2.899994,62.55,0.12954000000000002,0.02957988,0.0,4.0,3.0,2528.0,87.0,0.0,0.01998901,0.0,14.1,6.0,28.5
9.0,69949.7,52.9903469,-1.2266837,62.654,259.654,88.37,0.61,0.1,0.0,62.81,63.06,62.64999,62.73999,3.0,62.72,0.09995985,0.04997993,0.0,4.0,3.0,2530.0,87.0,0.0,0.01998901,0.0,14.1,6.0,27.0
9.0,69949.8,52.990344199999996,-1.2267092,62.449,259.817,88.41,0.59,0.1,0.0,62.91,63.25999,62.73999,62.72,3.3999940000000004,62.93,0.08976007,0.039779900000000014,0.0,4.0,3.0,2543.0,87.0,0.0,-0.2099915,0.0,14.2,6.0,26.5
9.0,69949.9,52.990341199999996,-1.2267348,62.953,259.23,88.47,0.59,0.1,0.0,62.98,63.12999,62.81999,63.09,3.300018,63.04,0.08976007,0.06936002,0.0,5.0,3.0,2568.0,87.0,0.0,0.01998901,0.0,14.1,6.0,25.5
9.0,69950.0,52.9903381,-1.2267604,63.018,258.843,88.55,0.61,0.1,0.0,63.09,63.26999,62.98999,63.06,3.3999940000000004,63.21,0.07956004,0.05915999,0.0,5.0,3.0,2581.0,87.0,0.0,0.01998901,0.0,14.2,6.0,21.0
9.0,69950.1,52.9903351,-1.2267861000000002,63.223,258.842,88.6,0.61,0.1,0.0,63.12,63.41,63.06999,63.17999,3.3999940000000004,63.34,0.06936002,0.04997993,0.0,5.0,3.0,2555.0,87.0,0.0,0.01998901,0.0,14.2,6.0,18.0
9.0,69950.2,52.990331999999995,-1.2268116,62.863,258.671,88.66,0.61,0.1,0.0,63.17,63.42999,63.09999000000001,63.16,3.700012,63.54,0.05915999,0.07956004,0.0,5.0,3.0,2568.0,87.0,0.0,0.01998901,0.0,14.2,6.0,16.5
9.0,69950.3,52.990328800000015,-1.2268371999999999,63.392,258.368,88.74,0.64,0.1,0.0,63.05,63.33,62.8,62.78,3.899994,63.2,0.039779900000000014,0.06936002,0.0,5.0,3.0,2576.0,87.0,0.0,0.01998901,0.0,14.1,6.0,14.5
9.0,69950.4,52.9903256,-1.2268629,63.346,258.245,88.8,0.64,0.1,0.0,63.00999,63.39,62.94,63.23999,3.800018,63.28,0.01937985,0.08976007,0.0,5.0,3.0,2574.0,87.0,0.0,0.01998901,0.0,14.2,6.0,13.5
9.0,69950.5,52.9903223,-1.2268884,63.144,257.887,88.86,0.63,0.1,0.0,63.05,63.36,62.84,62.97,3.899994,63.25,0.009180069,0.07956004,0.0,5.0,3.0,2526.0,87.0,0.0,-0.2099915,0.0,14.2,6.0,12.0
9.0,69950.6,52.990318500000015,-1.2269137,62.874,256.955,88.9,0.62,0.1,0.0,62.94,63.17999,62.78999,62.89999,4.100006,63.12,0.0,0.06936002,0.0,5.0,3.0,2572.0,87.0,0.0,0.01998901,0.0,14.2,6.0,12.0
9.0,69950.7,52.9903144,-1.2269390000000004,63.223,255.867,88.96,0.62,0.1,0.0,62.67999,63.09999000000001,62.86,62.98,3.899994,62.9,0.009180069,0.07956004,0.0,5.0,3.0,2560.0,87.0,0.0,0.01998901,0.0,14.2,6.0,12.0
9.0,69950.8,52.990310199999996,-1.2269642,63.097,255.203,89.0,0.61,0.1,0.0,62.53,63.08,62.61,62.78,3.899994,62.72,0.009180069,0.06936002,0.0,5.0,3.0,2546.0,87.0,0.0,-0.2099915,0.0,14.2,6.0,12.0
9.0,69950.9,52.9903062,-1.2269894000000001,62.834,255.133,89.05,0.6,0.1,0.0,62.56,62.89999,62.59,62.81999,3.899994,62.65,0.0,0.06936002,0.0,5.0,3.0,2444.0,87.0,0.0,0.01998901,0.0,14.2,6.0,12.0
9.0,69951.0,52.990302400000004,-1.2270146,62.845,255.51,89.12,0.61,0.1,0.0,62.56,62.81999,62.34,62.5,3.5,62.61,0.0,0.06936002,0.0,5.0,3.0,2343.0,87.0,0.0,0.01998901,0.0,14.1,6.0,12.0
9.0,69951.1,52.9902983,-1.2270396000000001,62.55,254.86900000000003,89.17,0.6,0.1,0.0,62.34,62.56,62.26999,62.34,2.899994,62.52,0.0,0.06936002,0.0,5.0,3.0,2232.0,87.0,0.0,0.01998901,0.0,14.1,6.0,12.0
9.0,69951.2,52.990294299999995,-1.2270645,62.356,255.108,89.23,0.6,0.1,0.0,62.3,62.34,62.42999,62.36,2.899994,62.31,0.009180069,0.039779900000000014,0.0,5.0,3.0,2130.0,87.0,0.0,0.01998901,0.0,14.2,6.0,12.0
9.0,69951.3,52.9902897,-1.2270892999999996,62.658,253.785,89.3,0.61,0.1,0.0,62.09999000000001,62.3,62.05,62.34,2.899994,62.3,0.009180069,0.04997993,0.0,5.0,3.0,2004.0,87.0,0.0,0.01998901,0.0,14.2,6.0,14.0
9.0,69951.4,52.99028550000001,-1.2271141,62.165,254.091,89.34,0.6,0.1,0.0,62.03,62.2,62.01999,61.91,3.100006,62.17,0.009180069,0.039779900000000014,0.0,5.0,3.0,1939.0,87.0,0.0,0.01998901,0.0,14.2,6.0,14.5
8.0,69951.5,52.9902812,-1.2271386,61.974,253.722,89.41,0.61,0.1,0.0,62.0,62.14,62.0,62.03999,2.600006,62.13,0.009180069,0.05915999,0.0,5.0,3.0,1906.0,87.0,0.0,0.01998901,0.0,14.1,6.0,16.0
8.0,69951.6,52.9902765,-1.2271632000000003,62.028,252.96,89.46,0.6,0.1,0.0,62.09,62.17999,61.84999000000001,61.83,2.800018,62.08,0.0,0.05915999,0.0,5.0,3.0,1913.0,87.0,0.0,0.01998901,0.0,14.2,6.0,16.5
8.0,69951.7,52.9902722,-1.2271876999999995,61.801,253.31,89.52,0.6,0.1,0.0,61.87999,62.09,61.73999,61.83,2.800018,61.97,0.009180069,0.06936002,0.0,5.0,3.0,1909.0,87.0,0.0,0.01998901,0.0,14.2,6.0,17.0
8.0,69951.8,52.99026710000001,-1.2272119000000001,62.05,251.793,89.58,0.61,0.1,0.0,61.64,61.8,61.81999,61.78,2.899994,61.85,0.01937985,0.04997993,0.0,5.0,3.0,1901.0,87.0,0.0,0.01998901,0.0,14.2,6.0,17.0
8.0,69951.9,52.9902625,-1.2272363999999996,61.88800000000001,252.305,89.64,0.61,0.1,0.0,61.62,61.94,61.70999000000001,61.66,2.700012,61.73,0.01937985,0.039779900000000014,0.0,5.0,3.0,1906.0,87.0,0.0,0.01998901,0.0,14.1,6.0,19.5
8.0,69952.0,52.990258000000004,-1.2272608,61.859,252.677,89.71,0.62,0.1,0.0,61.64999,61.92999,61.62,61.61,2.899994,61.81,0.01937985,0.039779900000000014,0.0,5.0,3.0,1907.0,87.0,0.0,0.01998901,0.0,14.1,6.0,22.0
8.0,69952.1,52.990253100000004,-1.227285,61.574,251.745,89.77,0.61,0.1,0.0,61.59,61.87,61.39,61.45,2.899994,61.79,0.01937985,0.06936002,0.0,5.0,3.0,1903.0,87.0,0.0,-0.2099915,0.0,14.1,6.0,22.5
8.0,69952.2,52.9902483,-1.2273092,61.708,251.756,89.83,0.61,0.1,0.0,61.61,61.76999,61.61,61.56,2.800018,61.73,0.02957988,0.06936002,0.0,5.0,3.0,1933.0,87.0,0.0,0.01998901,0.0,14.1,6.0,22.5
8.0,69952.3,52.9902432,-1.2273334,61.819,251.205,89.89,0.62,0.1,0.0,61.69,61.87,61.69,61.78999,2.600006,61.68,0.039779900000000014,0.04997993,0.0,5.0,3.0,1972.0,87.0,0.0,0.01998901,0.0,14.2,6.0,21.0
8.0,69952.4,52.9902378,-1.2273573,61.729,250.117,89.93,0.6,0.1,0.0,61.78,62.01999,61.62,61.70999000000001,2.899994,61.8,0.039779900000000014,0.05915999,0.0,5.0,3.0,2001.0,87.0,0.0,0.01998901,0.0,14.1,6.0,15.5
8.0,69952.5,52.99023300000001,-1.2273813999999998,61.477,250.875,90.0,0.6,0.1,0.0,61.73999,61.91,61.81,61.56,2.800018,61.81,0.05915999,0.02957988,0.0,5.0,3.0,1964.0,87.0,0.0,0.01998901,0.0,14.1,6.0,11.5
8.0,69952.6,52.990228,-1.2274056,61.83,250.999,90.07,0.61,0.1,0.0,61.64,61.84,61.7,61.84999000000001,2.800018,61.79,0.039779900000000014,0.05915999,0.0,5.0,3.0,1949.0,87.0,0.0,0.01998901,0.0,14.2,6.0,11.5
8.0,69952.7,52.990222499999994,-1.2274295,61.898,249.801,90.13,0.62,0.1,0.0,61.7,61.84999000000001,61.56,61.66,3.0,61.76,0.01937985,0.05915999,0.0,5.0,3.0,1946.0,87.0,0.0,-0.2099915,0.0,14.2,6.0,13.0
8.0,69952.8,52.9902175,-1.2274535,61.54600000000001,250.257,90.2,0.63,0.1,0.0,61.50999,61.62,61.59,61.42999,2.300018,61.71,0.01937985,0.039779900000000014,0.0,5.0,3.0,1942.0,87.0,0.0,0.01998901,0.0,14.2,6.0,14.5
8.0,69952.9,52.9902126,-1.2274776,61.56,250.838,90.28,0.65,0.1,0.0,61.41,61.50999,61.48,61.41,2.200012,61.54,0.01937985,0.02957988,0.0,5.0,3.0,1929.0,87.0,0.0,-0.2099915,0.0,14.1,6.0,15.0
8.0,69953.0,52.9902074,-1.2275013999999997,61.405,250.194,90.35,0.65,0.1,0.0,61.44,61.59,61.45999000000001,61.23,2.399994,61.54,0.0,0.01937985,0.0,5.0,3.0,1916.0,87.0,0.0,0.01998901,0.0,14.2,6.0,15.5
8.0,69953.1,52.9902016,-1.2275251000000005,61.358,249.043,90.39,0.62,0.1,0.0,61.37,61.64,61.22,61.12,2.5,61.52,0.0,0.039779900000000014,0.0,5.0,3.0,1906.0,87.0,0.0,0.01998901,0.0,14.1,6.0,15.5
8.0,69953.2,52.990196399999995,-1.2275487,61.099,249.413,90.47,0.64,0.1,0.0,61.25,61.50999,61.25,61.14999,2.5,61.46,0.01937985,0.04997993,0.0,5.0,3.0,1908.0,87.0,0.0,-0.2099915,0.0,14.2,6.0,15.5
8.0,69953.3,52.9901913,-1.2275727,61.38399999999999,249.99400000000003,90.54,0.66,0.1,0.0,61.17999,61.31,61.23,61.3,2.800018,61.37,0.01937985,0.06936002,0.0,5.0,3.0,1877.0,87.0,0.0,0.01998901,0.0,14.2,6.0,15.5
8.0,69953.4,52.9901853,-1.2275961,61.294,248.36900000000003,90.57,0.63,0.1,0.0,61.12999,61.23999,61.0,61.0,2.600006,61.2,0.01937985,0.04997993,0.0,5.0,3.0,1871.0,87.0,0.0,-0.2099915,0.0,14.1,6.0,13.0
8.0,69953.5,52.9901797,-1.2276196000000001,61.214,248.159,90.65,0.64,0.1,0.0,61.14,61.09999000000001,61.0,60.95999000000001,2.100006,61.22,0.009180069,0.05915999,0.0,5.0,3.0,1877.0,87.0,0.0,0.01998901,0.0,14.2,6.0,12.0
8.0,69953.6,52.9901743,-1.227643,60.934,248.48,90.73,0.66,0.1,0.0,60.97,61.20999000000001,60.98999,60.83,1.800018,61.11,0.009180069,0.02957988,0.0,5.0,3.0,1873.0,87.0,0.0,0.01998901,0.0,14.2,6.0,12.0
8.0,69953.7,52.9901683,-1.2276662,60.82899999999999,247.521,90.8,0.66,0.1,0.0,60.98999,61.01999,60.98,60.89999,1.600006,61.09,0.0,0.02957988,0.0,5.0,3.0,1871.0,87.0,0.0,0.01998901,0.0,14.2,6.0,12.5
8.0,69953.8,52.9901628,-1.2276894999999997,60.685,248.03,90.88,0.67,0.1,0.0,60.73999,60.83,60.84,60.48,1.5,60.79,0.009180069,0.0,0.0,5.0,3.0,1868.0,87.0,0.0,0.01998901,0.0,14.2,6.0,13.0
8.0,69953.9,52.9901573,-1.2277128,60.606,248.172,90.95,0.68,0.1,0.0,60.53999,60.75,60.92999,60.84,1.600006,60.55,0.0,0.009180069,0.0,5.0,3.0,1853.0,87.0,0.0,0.01998901,0.0,14.1,6.0,16.5
8.0,69954.0,52.9901516,-1.2277363000000001,60.98,248.349,91.01,0.67,0.1,0.0,60.62999,60.81999,60.62999,60.53,2.200012,60.64,0.0,0.01937985,0.0,5.0,3.0,1851.0,87.0,0.0,-0.2099915,0.0,14.1,6.0,17.5
8.0,69954.1,52.9901459,-1.2277592999999996,60.163,247.713,91.07,0.66,0.1,0.0,60.56,60.66,60.31999,60.14999,1.600006,60.79,0.0,0.02957988,0.0,5.0,3.0,1899.0,87.0,0.0,0.01998901,0.0,14.1,6.0,18.0
8.0,69954.2,52.9901404,-1.2277823,59.933,248.042,91.14,0.67,0.1,0.09997559,60.48999,60.42,60.53,60.37,1.200012,60.62,0.01937985,0.01937985,0.0,5.0,3.0,1870.0,87.0,0.0,0.01998901,0.0,14.1,6.0,18.5
8.0,69954.3,52.990134600000005,-1.2278052,60.228,247.238,91.24,0.7,0.1,0.5999755999999999,60.39999,60.31999,60.51999,60.34,0.7000122,60.4,0.02957988,0.0,0.0,5.0,3.0,1858.0,87.0,0.0,0.01998901,0.0,14.1,6.0,19.0
8.0,69954.4,52.99012910000001,-1.2278282,59.969,247.953,91.35,0.73,0.1,0.7000122,60.56999,60.56999,60.53,60.28999,0.8999939,60.45,0.01937985,-0.009180069,0.0,5.0,3.0,1860.0,87.0,0.0,-0.2099915,0.0,14.1,6.0,20.0
8.0,69954.5,52.99012350000001,-1.2278512,60.15600000000001,247.756,91.43,0.74,0.1,0.5999755999999999,60.47,60.53999,60.31,60.16,0.8999939,60.53,0.01937985,0.0,0.0,5.0,3.0,1848.0,87.0,0.0,0.01998901,0.0,14.1,6.0,26.0
8.0,69954.6,52.990117299999994,-1.2278740000000004,60.15600000000001,246.444,91.47,0.72,0.1,0.5,60.41,60.42,60.39999,60.25,0.6000061,60.49,0.039779900000000014,0.0,0.0,5.0,3.0,1880.0,87.0,0.0,0.01998901,0.0,14.1,6.0,28.5
8.0,69954.7,52.99011130000001,-1.2278968,60.354,246.324,91.55,0.72,0.1,0.5,60.36,60.41,60.48999,60.22,0.6000061,60.46,0.04997993,0.0,0.0,5.0,3.0,1863.0,87.0,0.0,0.01998901,0.0,14.1,6.0,28.5
8.0,69954.8,52.990105,-1.2279198,60.7,246.083,91.6,0.7,0.1,0.3999634,60.61,60.62999,60.5,60.31,0.8000183000000001,60.6,0.04997993,-0.009180069,0.0,5.0,3.0,1889.0,87.0,0.0,0.01998901,0.0,14.1,6.0,28.5
8.0,69954.9,52.990099100000016,-1.2279427,60.106,246.765,91.66,0.69,0.1,0.09997559,60.78999,60.84,60.64,60.22,0.8000183000000001,60.74,0.06936002,-0.009180069,0.0,5.0,3.0,1905.0,87.0,0.0,0.01998901,0.0,14.1,6.0,28.5
