GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,7514,2019-08-12 16:32:47:956,0.1211,-0.3829,10.5086,0.514,-0.3756,9.786,0.0403,-0.0083,-0.0127
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,7614,2019-08-12 16:32:48:056,0.4048,-0.514,9.017,0.5002,-0.3494,9.7877,0.0244,0.0162,-0.0052
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,7714,2019-08-12 16:32:48:156,0.1708,0.0313,9.2816,0.4062,-0.3719,9.7912,-0.0321,0.0929,-0.0021
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,7814,2019-08-12 16:32:48:256,-0.4846,-0.5416,9.3564,0.3321,-0.396,9.793,-0.0385,0.0822,0.0022
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,7914,2019-08-12 16:32:48:356,-0.0854,-0.2549,10.7007,0.3088,-0.435,9.7921,-0.0289,-0.0435,-0.0148
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8014,2019-08-12 16:32:48:456,0.7867,-0.7965,9.9328,0.358,-0.4561,9.7895,-0.0182,-0.0765,-0.018
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8114,2019-08-12 16:32:48:556,0.2373,-0.8522,10.2584,0.4197,-0.4732,9.7862,-0.0033,-0.0456,-0.0212
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8214,2019-08-12 16:32:48:656,0.5419,-0.8169,10.1435,0.4405,-0.4846,9.7848,-0.0087,-0.0158,-0.018
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8314,2019-08-12 16:32:48:756,0.436,-0.7421,9.6622,0.4346,-0.484,9.7851,0.0233,0.0141,-0.0234
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8413,2019-08-12 16:32:48:855,0.4007,-0.6134,9.348,0.4294,-0.4808,9.7854,0.0052,0.0109,-0.0255
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8514,2019-08-12 16:32:48:956,0.3743,-0.8283,8.6267,0.4236,-0.494,9.785,0.0052,0.0077,-0.0393
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8613,2019-08-12 16:32:49:055,0.5012,-1.358,10.0046,0.4019,-0.5218,9.7845,-0.0129,0.0194,-0.0468
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8714,2019-08-12 16:32:49:156,0.0846,-1.1198,9.8376,0.3935,-0.5409,9.7838,0.0084,0.0098,-0.0585
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8814,2019-08-12 16:32:49:256,-0.0584,-1.1156,10.162,0.4009,-0.5592,9.7825,0.0063,-0.0083,-0.0628
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,8914,2019-08-12 16:32:49:356,0.594,-0.5188,10.2464,0.3993,-0.5812,9.7813,-0.0161,0.0002,-0.0617
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9014,2019-08-12 16:32:49:456,-0.2159,-1.0743,10.0459,0.4005,-0.6102,9.7794,0.0105,-0.0104,-0.0585
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9114,2019-08-12 16:32:49:556,0.3408,-1.2251,9.9795,0.3968,-0.6206,9.7789,0.002,0.0066,-0.0649
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9214,2019-08-12 16:32:49:656,0.1187,-1.2054,10.1279,0.3844,-0.6642,9.7766,-0.015,0.0034,-0.0788
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9313,2019-08-12 16:32:49:755,0.3258,-1.4155,9.5605,0.3783,-0.6895,9.7751,-0.0065,0.0056,-0.0745
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9414,2019-08-12 16:32:49:856,0.1122,-1.4083,9.6461,0.3716,-0.7255,9.7727,-0.0012,0.0077,-0.0777
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9514,2019-08-12 16:32:49:956,0.2301,-1.2478,9.7879,0.3398,-0.7887,9.769,-0.0055,0.0141,-0.0756
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9614,2019-08-12 16:32:50:056,0.2349,-1.0988,9.6634,0.2713,-0.9219,9.7594,-0.014,0.0194,-0.0713
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9713,2019-08-12 16:32:50:155,0.2887,-1.1168,10.3152,0.2695,-0.9357,9.7582,-0.0108,0.0023,-0.0681
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9813,2019-08-12 16:32:50:255,0.2133,-1.2975,9.8771,0.2644,-0.9539,9.7566,-0.0012,-0.0051,-0.0628
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,9914,2019-08-12 16:32:50:356,0.2085,-1.1407,10.3607,0.2554,-0.9492,9.7573,0.0052,0.013,-0.0628
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10013,2019-08-12 16:32:50:455,0.257,-0.7822,10.0357,0.2504,-0.9921,9.7531,-0.0268,0.0087,-0.0606
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10113,2019-08-12 16:32:50:555,0.327,-1.5142,9.5665,0.2487,-0.9894,9.7534,0.0158,0.0066,-0.0564
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10214,2019-08-12 16:32:50:656,0.1708,-0.8576,10.1183,0.2343,-0.9829,9.7545,0.0286,0.0322,-0.0649
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10314,2019-08-12 16:32:50:756,0.2606,-1.0761,11.2167,0.2165,-0.9519,9.7579,0.0382,0.0364,-0.0606
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10414,2019-08-12 16:32:50:856,-0.3906,-1.352,10.651,0.2133,-0.9488,9.7583,-0.0108,-0.0168,-0.0724
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10514,2019-08-12 16:32:50:956,1.0261,-1.9505,10.8198,0.2359,-0.9887,9.7538,-0.0214,-0.0275,-0.0915
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10614,2019-08-12 16:32:51:056,-0.3846,-1.5292,8.8338,0.2708,-0.9855,9.7533,0.0233,-0.0147,-0.0937
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10714,2019-08-12 16:32:51:156,0.7143,-0.8678,10.3847,0.2749,-0.9848,9.7532,0.0084,0.0056,-0.0851
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10814,2019-08-12 16:32:51:256,0.3546,-0.939,10.3775,0.2803,-0.9838,9.7532,-0.0044,-0.0008,-0.0756
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,10914,2019-08-12 16:32:51:356,0.3228,-1.3819,9.6664,0.2794,-0.9891,9.7526,0.0052,0.0034,-0.0788
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11014,2019-08-12 16:32:51:456,-0.092,-0.9725,9.011,0.2625,-0.9803,9.754,0.0148,0.0205,-0.0702
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11114,2019-08-12 16:32:51:556,-0.0866,-1.2484,9.8867,0.2601,-0.9648,9.7556,0.0201,0.0023,-0.0617
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11214,2019-08-12 16:32:51:656,-0.062,-0.6457,10.0034,0.2669,-0.9803,9.7539,-0.0257,-0.0019,-0.0596
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11315,2019-08-12 16:32:51:757,0.1983,-1.1012,10.2039,0.2783,-0.9908,9.7525,-0.0268,-0.0115,-0.0585
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11414,2019-08-12 16:32:51:856,0.1995,-0.851,9.8304,0.2823,-1.0008,9.7514,-0.0055,0.0205,-0.0606
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11513,2019-08-12 16:32:51:955,-0.0441,-0.5733,9.6203,0.2724,-1.0085,9.7509,-0.0204,0.0109,-0.0606
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11614,2019-08-12 16:32:52:056,0.2989,-1.03,9.6281,0.2664,-1.0342,9.7483,-0.014,0.0034,-0.0628
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11714,2019-08-12 16:32:52:156,0.5515,-1.5908,10.6941,0.2684,-1.0375,9.7479,-0.0012,-0.0008,-0.0649
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11814,2019-08-12 16:32:52:256,0.2636,-0.9893,9.7801,0.2583,-1.0513,9.7467,-0.0044,0.0109,-0.0681
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,11915,2019-08-12 16:32:52:357,-0.0058,-1.0683,9.7239,0.2372,-1.0584,9.7465,-0.0055,0.0119,-0.066
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12014,2019-08-12 16:32:52:456,0.6544,-1.3568,11.1179,0.2536,-1.0646,9.7454,-0.0119,-0.02,-0.0702
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12114,2019-08-12 16:32:52:556,0.585,-1.3999,10.438,0.2677,-1.0673,9.7447,-0.0065,-0.0168,-0.0702
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12215,2019-08-12 16:32:52:657,-0.159,-1.1664,8.6746,0.2763,-1.0677,9.7444,0.002,0.0141,-0.0649
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12314,2019-08-12 16:32:52:756,0.4581,-1.5537,10.2315,0.2661,-1.0577,9.7458,0.0201,0.0205,-0.0681
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12414,2019-08-12 16:32:52:856,0.0786,-0.8594,10.2446,0.229,-1.0449,9.7481,-0.0001,0.0343,-0.067
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12513,2019-08-12 16:32:52:955,-0.0453,-0.9617,9.8933,0.2045,-1.0434,9.7488,0.0084,0.0354,-0.0692
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12614,2019-08-12 16:32:53:056,-0.0411,-1.267,9.7005,0.1748,-1.0399,9.7498,0.0041,0.0258,-0.067
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12714,2019-08-12 16:32:53:156,-0.0429,-1.2496,9.8615,0.1636,-1.0511,9.7488,-0.0214,0.0023,-0.0628
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12814,2019-08-12 16:32:53:256,-0.1745,-1.4142,9.5204,0.1645,-1.0561,9.7482,-0.0087,-0.0062,-0.066
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,12914,2019-08-12 16:32:53:356,-0.3613,-1.2999,9.755,0.1492,-1.0619,9.7478,-0.0055,0.0056,-0.0628
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,13014,2019-08-12 16:32:53:456,-0.8599,-0.7313,9.7831,0.116,-1.0768,9.7467,-0.0204,0.0258,-0.0628
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,13114,2019-08-12 16:32:53:556,0.1642,-1.1611,10.2781,0.0839,-1.0791,9.7467,0.0009,-0.0147,-0.0649
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,13214,2019-08-12 16:32:53:656,-0.2578,-0.9875,9.6173,0.099,-1.0833,9.7461,-0.0044,-0.0264,-0.0681
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,13313,2019-08-12 16:32:53:755,0.7083,-1.17,9.9717,0.154,-1.1019,9.7433,-0.0214,-0.0232,-0.0777
47.17877,-1.501679,66.96,11.75,9.648001,35.7,0 / 22,13415,2019-08-12 16:32:53:857,0.0206,-0.9276,9.409,0.1736,-1.1256,9.7403,-0.0236,-0.0019,-0.0873
