GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,6928,2019-08-18 22:19:56:461,-0.6202,0.4587,9.7302,-0.5221,0.4167,9.7839,-0.0036,0.0023,0.1204
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7028,2019-08-18 22:19:56:561,-0.707,0.4204,9.7852,-0.5664,0.4186,9.7813,-0.0078,0.0023,0.1364
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7129,2019-08-18 22:19:56:662,-0.3778,0.2283,9.7319,-0.5329,0.3853,9.7846,-0.0153,-0.0041,0.1385
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7228,2019-08-18 22:19:56:761,-0.3185,0.1583,9.817,-0.5183,0.3764,9.7857,-0.0078,0.0013,0.1513
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7328,2019-08-18 22:19:56:861,-0.3449,0.2211,9.8385,-0.471,0.3431,9.7893,-0.0057,-0.0009,0.1555
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7428,2019-08-18 22:19:56:961,-0.224,0.1846,9.7373,-0.4272,0.303,9.7927,-0.0121,-0.0041,0.1555
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7528,2019-08-18 22:19:57:061,-0.0875,0.1469,9.8499,-0.339,0.2512,9.7976,-0.01,-0.0019,0.1609
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7628,2019-08-18 22:19:57:161,0.0609,0.0038,9.8229,-0.2994,0.2311,9.7994,-0.0025,0.0023,0.1619
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7728,2019-08-18 22:19:57:261,-0.0929,-0.0321,9.89,-0.275,0.2081,9.8006,0.0049,0.0108,0.1545
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7829,2019-08-18 22:19:57:362,-0.0761,0.1409,9.7475,-0.2482,0.1699,9.802,0.0039,0.0098,0.1523
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,7929,2019-08-18 22:19:57:462,-0.0953,0.2534,9.6942,-0.2038,0.1804,9.8029,0.0049,0.0055,0.1555
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8029,2019-08-18 22:19:57:562,-0.203,0.1996,9.7607,-0.1954,0.1861,9.8029,-0.0025,0.0055,0.1587
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8128,2019-08-18 22:19:57:661,-0.4059,0.1744,9.8702,-0.2288,0.1855,9.8022,0.0007,0.0098,0.1609
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8229,2019-08-18 22:19:57:762,-0.3449,0.1385,9.8421,-0.2605,0.1785,9.8016,0.0028,0.0098,0.1662
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8329,2019-08-18 22:19:57:862,-0.5089,0.2552,9.7631,-0.3143,0.2024,9.7995,0.0039,0.0098,0.1747
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8429,2019-08-18 22:19:57:962,-0.5735,0.339,9.7906,-0.3628,0.2275,9.7973,-0.0014,0.0098,0.1822
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8529,2019-08-18 22:19:58:062,-0.6178,0.2217,9.8361,-0.439,0.2381,9.7939,-0.0014,0.0087,0.196
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8628,2019-08-18 22:19:58:161,-0.6657,0.3013,9.7834,-0.4892,0.2429,9.7914,-0.0004,0.0076,0.2035
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8729,2019-08-18 22:19:58:262,-0.7788,0.2283,9.7697,-0.5625,0.2635,9.787,0.006,0.0055,0.2216
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8829,2019-08-18 22:19:58:362,-0.7543,0.1505,9.7481,-0.6071,0.2658,9.7842,0.0018,0.0055,0.2376
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,8929,2019-08-18 22:19:58:462,-0.7238,0.3061,9.8858,-0.6521,0.3001,9.7803,-0.0004,0.0162,0.245
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9029,2019-08-18 22:19:58:562,-0.8088,0.2798,9.7092,-0.6877,0.2903,9.7782,-0.0238,0.0183,0.2525
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9128,2019-08-18 22:19:58:661,-0.8291,0.2127,9.6966,-0.7355,0.2673,9.7754,-0.0089,0.0194,0.2834
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9228,2019-08-18 22:19:58:761,-0.9512,0.0254,9.8696,-0.766,0.254,9.7734,-0.0089,0.0172,0.2908
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9328,2019-08-18 22:19:58:861,-0.5915,-0.0746,9.705,-0.781,0.2131,9.7732,-0.0195,0.0055,0.294
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9428,2019-08-18 22:19:58:961,-0.4371,-0.0022,9.6152,-0.7732,0.2088,9.7739,-0.0164,0.0098,0.3026
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9529,2019-08-18 22:19:59:062,-0.2533,-0.2068,9.8439,-0.7522,0.2011,9.7757,-0.0206,0.0066,0.3036
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9629,2019-08-18 22:19:59:162,-0.309,-0.1458,9.793,-0.7378,0.1888,9.777,-0.0195,0.0098,0.2972
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9729,2019-08-18 22:19:59:262,-0.133,-0.3206,9.7846,-0.5879,0.0708,9.7888,-0.011,0.0055,0.293
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9829,2019-08-18 22:19:59:362,-0.1976,-0.3714,10.1461,-0.5693,0.0799,9.7898,0.0177,-0.003,0.2908
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,9928,2019-08-18 22:19:59:461,0.0244,-0.162,9.7182,-0.5459,0.0964,9.791,0.0103,0.0076,0.2898
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10028,2019-08-18 22:19:59:561,-0.0707,-0.0668,9.5626,-0.5375,0.1077,9.7913,0.0039,0.0119,0.278
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10128,2019-08-18 22:19:59:661,-0.045,-0.1225,9.8768,-0.5206,0.1109,9.7922,-0.0078,0.0055,0.2834
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10228,2019-08-18 22:19:59:761,-0.1785,-0.378,9.8032,-0.4354,0.0598,9.7968,-0.0025,0.0066,0.2802
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10328,2019-08-18 22:19:59:861,-0.1073,-0.3553,9.7577,-0.3666,-0.0207,9.7998,-0.0057,0.0055,0.261
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10429,2019-08-18 22:19:59:962,0.1358,-0.4672,9.7541,-0.3556,-0.0289,9.8002,-0.0004,0.0034,0.245
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10529,2019-08-18 22:20:00:062,0.3524,-0.5301,9.8277,-0.2904,-0.0663,9.8021,0.0092,0.0076,0.2195
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10629,2019-08-18 22:20:00:162,0.5194,-0.3834,9.8445,-0.2698,-0.0698,9.8027,0.0071,0.0023,0.1939
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10729,2019-08-18 22:20:00:262,0.8349,-0.3302,9.7721,-0.2231,-0.0642,9.8039,0.0145,0.0066,0.1609
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10828,2019-08-18 22:20:00:361,0.8061,-0.2098,9.9337,-0.1864,-0.0528,9.8047,0.0081,0.0098,0.1332
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,10928,2019-08-18 22:20:00:461,0.1609,0.0332,9.8912,-0.1696,-0.0408,9.8051,0.0209,0.0098,0.1151
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11028,2019-08-18 22:20:00:561,0.2657,0.1942,9.869,-0.1549,-0.023,9.8054,-0.0046,-0.0019,0.1097
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11128,2019-08-18 22:20:00:661,-0.1162,0.3516,9.7864,-0.1527,-0.0107,9.8055,-0.0025,0.0066,0.1044
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11228,2019-08-18 22:20:00:761,0.0514,-0.047,9.4985,-0.1498,-0.0174,9.8055,-0.0121,0.0023,0.097
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11329,2019-08-18 22:20:00:862,-0.127,0.0188,9.5464,-0.1503,-0.0155,9.8055,0.0028,0.0045,0.0906
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11429,2019-08-18 22:20:00:962,-0.1312,0.2433,9.8816,-0.1531,0.021,9.8054,0.0039,0.0034,0.0874
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11529,2019-08-18 22:20:01:062,0.3255,-0.0273,9.7697,-0.1541,0.0311,9.8054,-0.0036,0.0013,0.0842
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11628,2019-08-18 22:20:01:161,0.5063,-0.05,9.6793,-0.1273,0.0217,9.8058,-0.0089,-0.0094,0.0629
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11728,2019-08-18 22:20:01:261,1.0473,0.0224,9.9911,-0.0829,0.0201,9.8063,0.0039,-0.0169,0.0469
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11828,2019-08-18 22:20:01:361,1.3353,0.1158,9.8894,0.0031,0.0377,9.8066,0.0124,-0.0211,0.0341
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,11928,2019-08-18 22:20:01:461,1.5639,0.1834,9.8469,0.065,0.0473,9.8063,0.0049,-0.0169,0.016
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12028,2019-08-18 22:20:01:561,1.7171,0.3163,9.8044,0.1621,0.0579,9.8051,-0.0004,-0.0073,-0.0053
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12128,2019-08-18 22:20:01:661,1.68,0.2864,9.7086,0.2164,0.0649,9.804,-0.0004,-0.0009,-0.0085
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12228,2019-08-18 22:20:01:761,1.6106,0.4133,9.8541,0.6506,0.1693,9.7836,0.0039,-0.0009,-0.0192
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12328,2019-08-18 22:20:01:861,1.6549,0.5982,9.8295,0.7811,0.2157,9.7731,0.0081,-0.0019,-0.0149
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12429,2019-08-18 22:20:01:962,1.8069,0.8915,9.8062,0.8283,0.25,9.7684,0.0049,-0.0051,0.0032
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12529,2019-08-18 22:20:02:062,1.9248,0.8388,9.8343,0.8655,0.2706,9.7646,0.0007,-0.0083,0.0117
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12629,2019-08-18 22:20:02:162,1.9643,0.9083,9.8337,1.0165,0.3535,9.7474,-0.0004,-0.0041,0.0362
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12729,2019-08-18 22:20:02:262,1.8111,0.8442,9.8636,1.2019,0.471,9.7213,-0.0025,-0.0009,0.0501
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12829,2019-08-18 22:20:02:362,1.9721,0.8167,9.978,1.4257,0.5653,9.686,-0.0057,-0.0062,0.0575
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,12929,2019-08-18 22:20:02:462,1.868,0.9514,9.6955,1.5392,0.6299,9.6646,-0.0014,-0.0051,0.0724
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,13029,2019-08-18 22:20:02:562,2.1032,1.2219,9.7775,1.6349,0.7155,9.6429,0.0135,0.0023,0.1087
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,13129,2019-08-18 22:20:02:662,1.9739,1.2297,9.778,1.6517,0.7186,9.6398,-0.0004,-0.0009,0.1236
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,13228,2019-08-18 22:20:02:761,1.1749,1.0741,9.8361,1.6387,0.7042,9.6431,-0.0132,0.0162,0.1385
46.573257,-1.116153,77.06,0,20.368,158.3,0 / 19,13328,2019-08-18 22:20:02:861,0.7331,1.1249,9.8092,1.6095,0.6915,9.6489,-0.0078,0.0194,0.1523
46.573257,-1.116153,77.06,0,20.368,158.3,Nov-19,13428,2019-08-18 22:20:02:961,0.3046,1.2279,9.6446,1.5391,0.6852,9.6609,0.006,0.0258,0.1886
46.573257,-1.116153,77.06,0,20.368,158.3,Nov-19,13529,2019-08-18 22:20:03:062,-0.3981,1.2147,9.5153,1.4614,0.6767,9.6735,-0.0046,0.0428,0.2003
46.573257,-1.116153,77.06,0,20.368,158.3,Nov-19,13629,2019-08-18 22:20:03:162,-0.7483,1.0908,9.8181,1.3352,0.649,9.6936,-0.0291,0.03,0.2152
46.573257,-1.116153,77.06,0,20.368,158.3,Nov-19,13729,2019-08-18 22:20:03:262,-0.6789,1.001,9.8954,1.2693,0.6114,9.7049,-0.0345,0.0119,0.2205
46.573257,-1.116153,77.06,0,20.368,158.3,Nov-19,13829,2019-08-18 22:20:03:362,-0.4634,0.6299,9.7367,1.1912,0.5653,9.7176,-0.0153,0.0066,0.2163
46.573257,-1.116153,77.06,0,20.368,158.3,Nov-19,13929,2019-08-18 22:20:03:462,-0.5275,0.6623,9.6972,1.1381,0.5443,9.7252,0.0018,0.0108,0.2109
