No of GPS Satellites Available, Time Since Start of Day (seconds), Latitude (degrees), Longitude (degrees), Velocity (km/hr), Heading (degrees), Height (km), Vertical velocity (km/hr), Sample period (seconds), Steering Angle (degrees), Wheel Speed Front Left (rad/sec), Wheel Speed Front Right (rad/sec), Wheel Speed Rear Left (rad/sec), Wheel Speed Rear Right (rad/sec), Yaw Rate (deg/sec), Indicated Vehicle Speed (km/hr), Indicated Longitudinal Acceleration (g), Indicated Lateral Acceleration (g), Handbrake (0 or 1), Gear Requested (Number fof gear employed 1-5), Gear (Number fof gear employed 1-5), Engine Speed (rev/min), Coolant Temperature (degrees), Clutch Position (0 or 1), Brake Pressure (psi), Brake Position (0 or 1), Battery Voltage (volts), Air Temperature (degrees), Accelerator Pedal Position (0 or 1)
137.0,43652.1,52.916472999999996,-1.7604824000000001,68.38600000000001,3.429,127.28,0.39,0.1,0.0,68.39,68.12,68.39,68.12,-0.6999816999999999,68.39,-0.02958012,-0.05915999,0.0,6.0,3.0,1464.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,21.5
137.0,43652.2,52.916490100000004,-1.7604806000000002,68.432,3.574,127.31,0.37,0.1,0.0,68.31,68.12,68.20999,67.91,-0.6000061,68.18999000000001,-0.02958012,-0.04997993,0.0,6.0,3.0,1685.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,23.0
137.0,43652.3,52.91650710000001,-1.7604788,67.914,3.646,127.32,0.34,0.1,0.0,68.14999,68.11,68.03,67.72,-0.6000061,68.1,-0.01938009,-0.04997993,0.0,6.0,3.0,1734.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,23.5
137.0,43652.4,52.916523999999995,-1.7604768999999998,67.788,3.746,127.33,0.31,0.1,0.0,68.17999,68.03999,67.92999,67.62999,-0.5,68.05,-0.009180069,-0.03978014,0.0,6.0,3.0,1786.0,87.0,0.0,-0.04000854,0.0,14.0,6.0,23.5
137.0,43652.5,52.916541,-1.760475,67.583,3.832,127.33,0.27,0.1,0.0,68.11,68.17,67.95999,67.73,-0.6000061,68.11,-0.009180069,-0.01938009,0.0,6.0,3.0,1835.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,25.0
137.0,43652.6,52.9165579,-1.7604731,67.486,3.871,127.33,0.23,0.1,0.0,68.19,68.12999,67.78999,67.64999,-0.3999939,68.17,-0.009180069,-0.01938009,0.0,5.0,3.0,1856.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,26.5
137.0,43652.7,52.9165747,-1.7604711,67.28399999999999,3.917,127.33,0.2,0.1,0.0,68.28999,68.25999,67.89,67.70999,-0.1999817,68.16,0.0,-0.009180069,0.0,5.0,3.0,2003.0,87.0,0.0,-0.04000854,0.0,13.9,6.0,27.5
137.0,43652.8,52.916591700000005,-1.7604692,67.49600000000001,3.914,127.33,0.18,0.1,0.0,68.31999,68.31,68.12,67.92,0.0,68.22,0.01937985,-0.01938009,0.0,5.0,3.0,2060.0,87.0,0.0,-0.2700195,0.0,14.1,6.0,27.5
137.0,43652.9,52.9166086,-1.7604672000000001,67.80199999999999,3.969,127.33,0.15,0.1,0.0,68.37,68.53,68.23999,68.17999,0.0,68.34,0.02957988,-0.009180069,0.0,5.0,3.0,2102.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,28.0
137.0,43653.0,52.916625599999996,-1.7604653,67.882,3.901,127.33,0.13,0.1,0.0,68.56999,68.75,68.42999,68.22,-0.1999817,68.59,0.02957988,-0.01938009,0.0,5.0,3.0,2112.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,28.0
137.0,43653.1,52.916642499999995,-1.7604634,67.745,3.856,127.32,0.11,0.1,0.0,68.75,68.91,68.51999,68.33,0.0,68.7,0.039779900000000014,-0.02958012,0.0,5.0,3.0,2121.0,87.0,0.0,-0.04000854,0.0,14.0,6.0,28.0
137.0,43653.2,52.9166596,-1.7604614,68.267,4.052,127.33,0.1,0.1,0.0,68.87,68.95,68.84,68.59,-0.1999817,68.83,0.04997993,-0.03978014,0.0,5.0,3.0,2114.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,28.0
137.0,43653.3,52.91667660000001,-1.7604596000000001,68.432,3.737,127.36,0.13,0.1,0.0,69.06999,69.03,69.00999,68.81,-0.1999817,68.95,0.05915999,-0.03978014,0.0,5.0,3.0,2128.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,28.0
137.0,43653.4,52.9166938,-1.7604574,68.774,4.217,127.36,0.11,0.1,0.0,69.26999,69.19,69.20999,68.95,-0.1000061,69.2,0.05915999,-0.02958012,0.0,5.0,3.0,2124.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,30.0
137.0,43653.5,52.916711,-1.7604554000000001,68.95100000000001,4.045,127.36,0.1,0.1,0.0,69.5,69.39999,69.39999,69.11,-0.7999878,69.46,0.05915999,-0.02958012,0.0,5.0,3.0,2140.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,31.5
137.0,43653.6,52.916728199999994,-1.7604534,68.832,4.025,127.37,0.09,0.1,0.0,69.81999,69.66,69.59,69.2,-0.8999939,69.77,0.04997993,-0.02958012,0.0,5.0,3.0,2144.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,31.5
137.0,43653.7,52.916745500000005,-1.7604513,69.142,4.13,127.36,0.07,0.1,0.0,69.91,69.87999,69.75999,69.42999,-0.5,69.85,0.05915999,-0.04997993,0.0,5.0,3.0,2161.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,31.5
137.0,43653.8,52.9167628,-1.7604491,69.322,4.365,127.36,0.06,0.1,0.0,70.09,70.01999,70.23,69.87999,-0.2999878,70.11,0.05915999,-0.04997993,0.0,5.0,3.0,2185.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.0
137.0,43653.9,52.9167803,-1.7604468,69.858,4.518,127.37,0.06,0.1,0.0,70.12999,70.08,70.06999,69.95999,-0.1000061,70.08,0.06936002,-0.03978014,0.0,5.0,3.0,2171.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.0
137.0,43654.0,52.916797800000005,-1.7604445,70.283,4.552,127.36,0.04,0.1,0.0,70.69,70.59,70.75,70.2,-0.1999817,70.36,0.05915999,-0.01938009,0.0,5.0,3.0,2176.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.0
137.0,43654.1,52.9168153,-1.7604422,69.98,4.526,127.33,-0.0,0.1,0.0,71.08,70.98999,70.36,70.03,-0.8999939,70.9,0.04997993,-0.01938009,0.0,5.0,3.0,2189.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.0
137.0,43654.2,52.9168329,-1.7604399000000002,69.937,4.47,127.3,-0.05,0.1,0.0,71.28,71.20999,70.70999,70.47,-0.8999939,71.24,0.04997993,-0.01938009,0.0,5.0,3.0,2207.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.0
137.0,43654.3,52.9168504,-1.7604374999999999,70.27199999999999,4.579,127.28,-0.06,0.1,0.0,71.41,71.31999,71.14999,71.03999,-0.6000061,71.35,0.05915999,-0.01938009,0.0,5.0,3.0,2232.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43654.4,52.9168682,-1.7604352,71.028,4.553,127.29,-0.04,0.1,0.0,71.51999,71.56,71.53,71.36,-0.1999817,71.47,0.06936002,-0.03978014,0.0,5.0,3.0,2230.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43654.5,52.916885900000004,-1.7604327000000002,71.35600000000002,4.825,127.3,-0.03,0.1,0.0,71.75,71.81999,71.78999,71.48999,-0.1000061,71.63,0.06936002,-0.01938009,0.0,5.0,3.0,2225.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43654.6,52.9169038,-1.7604301999999998,71.65100000000002,4.712,127.29,-0.04,0.1,0.0,72.06999,72.14,72.01999,71.61,-0.5,71.91,0.06936002,-0.02958012,0.0,5.0,3.0,2225.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43654.7,52.916921699999996,-1.7604278,71.845,4.674,127.28,-0.05,0.1,0.0,72.41,72.41,72.03999,71.78,-0.6000061,72.27,0.06936002,-0.02958012,0.0,5.0,3.0,2230.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43654.8,52.9169395,-1.7604253,71.503,4.74,127.26,-0.08,0.1,0.0,72.64,72.56,72.5,72.16,-0.6000061,72.6,0.06936002,-0.03978014,0.0,5.0,3.0,2233.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43654.9,52.9169576,-1.7604228,72.396,4.758,127.25,-0.08,0.1,0.0,72.86,72.73999,72.75999,72.45,-0.3999939,72.82,0.05915999,-0.03978014,0.0,5.0,3.0,2235.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43655.0,52.91697570000001,-1.7604201000000002,72.295,5.127000000000002,127.22,-0.1,0.1,0.0,73.11,73.03,72.97,72.83,0.0,73.1,0.06936002,-0.03978014,0.0,5.0,3.0,2255.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43655.1,52.9169938,-1.7604174000000001,72.691,5.14,127.2,-0.12,0.1,0.0,73.42,73.45,73.36,72.94,0.2000122,73.36,0.05915999,-0.02958012,0.0,5.0,3.0,2253.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,32.5
137.0,43655.2,52.917012,-1.7604146,72.95,5.2,127.17,-0.14,0.1,0.0,73.83,73.8,73.41,73.25,-0.3999939,73.72,0.05915999,-0.01938009,0.0,5.0,3.0,2271.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,33.0
137.0,43655.3,52.9170302,-1.7604118999999998,72.943,5.069,127.14,-0.16,0.1,0.0,74.01999,73.97,73.72,73.53999,-0.5,73.92,0.06936002,-0.03978014,0.0,5.0,3.0,2263.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,33.0
137.0,43655.4,52.9170486,-1.7604092,73.53399999999998,5.082,127.12,-0.16,0.1,0.0,74.17,74.28,74.12999,73.84,-0.1999817,74.13,0.06936002,-0.01938009,0.0,5.0,3.0,2271.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,33.0
137.0,43655.5,52.917066999999996,-1.7604065,73.915,5.117,127.11,-0.15,0.1,0.0,74.42999,74.64,74.48,74.17,-0.3999939,74.38,0.06936002,-0.03978014,0.0,5.0,3.0,2282.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,30.0
137.0,43655.6,52.9170855,-1.7604037000000001,74.11,5.129,127.08,-0.17,0.1,0.0,74.84,74.8,74.56999,74.36,-0.1000061,74.79,0.05915999,-0.02958012,0.0,5.0,3.0,2287.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,20.5
137.0,43655.7,52.9171039,-1.7604009,74.182,5.311,127.06,-0.18,0.1,0.0,75.01999,74.92,74.92,74.51999,-0.1000061,74.97,0.05915999,-0.02958012,0.0,5.0,3.0,2287.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,20.0
137.0,43655.8,52.9171225,-1.760398,74.556,5.291,127.04,-0.18,0.1,0.0,75.19,75.11,75.12999,74.81999,-0.1000061,75.14,0.039779900000000014,-0.01938009,0.0,5.0,3.0,2299.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,20.0
137.0,43655.9,52.9171411,-1.7603951,74.714,5.3260000000000005,127.02,-0.19,0.1,0.0,75.16,75.16,75.19,74.98999,0.0,75.22,0.02957988,-0.009180069,0.0,5.0,3.0,2302.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,17.5
137.0,43656.0,52.9171598,-1.7603922999999997,75.125,5.247000000000001,127.01,-0.17,0.1,0.0,75.3,75.19,75.19,74.98999,0.0,75.24,0.01937985,0.0,0.0,5.0,3.0,2298.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,4.0
137.0,43656.1,52.9171785,-1.7603894,75.128,5.198,127.0,-0.17,0.1,0.0,75.33,75.34999,75.20999,75.03999,-0.1999817,75.31,0.009180069,-0.009180069,0.0,6.0,3.0,2308.0,87.0,0.0,-0.04000854,0.0,14.0,6.0,0.0
137.0,43656.2,52.917197200000004,-1.7603866,75.10300000000002,5.269,126.97,-0.18,0.1,0.0,75.33,75.41,75.31,74.95999,0.0,75.34,0.0,-0.01938009,0.0,6.0,3.0,2298.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43656.3,52.917215899999995,-1.7603837,75.082,5.319,126.95,-0.19,0.1,0.0,75.3,75.45,75.22,75.03999,0.0,75.37,0.0,-0.009180069,0.0,6.0,3.0,2314.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43656.4,52.917234600000015,-1.7603808,74.988,5.375,126.92,-0.2,0.1,0.0,75.34,75.31999,75.41,75.06,0.0,75.36,-0.009180069,0.0,0.0,6.0,3.0,2295.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43656.5,52.9172533,-1.760378,75.154,5.234,126.9,-0.21,0.1,0.0,75.25,75.20999,75.22,74.98,0.0,75.35,-0.01938009,-0.009180069,0.0,6.0,3.0,2291.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43656.6,52.917271899999996,-1.760375,74.92,5.376,126.88,-0.21,0.1,0.0,75.19,75.08,75.17999,75.0,0.1000061,75.15,-0.02958012,0.0,0.0,6.0,3.0,2266.0,87.0,0.0,-0.04000854,0.0,14.0,6.0,0.0
137.0,43656.7,52.9172906,-1.7603722,75.074,5.242000000000001,126.86,-0.21,0.1,0.0,75.17,75.00999,74.98,74.72,0.0,75.08,-0.02958012,0.0,0.0,6.0,3.0,2216.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43656.8,52.9173092,-1.7603693999999996,74.804,5.162000000000001,126.82,-0.23,0.1,0.0,75.00999,74.98999,74.87999,74.67,0.0,75.04,-0.01938009,0.0,0.0,6.0,3.0,2138.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43656.9,52.917327799999995,-1.7603666,74.808,5.17,126.8,-0.24,0.1,0.0,74.94,75.05,74.98,74.81,0.2000122,75.02,-0.02958012,0.0,0.0,6.0,3.0,2050.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43657.0,52.9173465,-1.7603638,74.743,5.129,126.76,-0.26,0.1,0.0,75.01999,75.08,74.78999,74.55,0.8000183000000001,75.09,-0.03978014,0.0,0.0,6.0,3.0,1938.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43657.1,52.917365000000004,-1.7603609,74.416,5.322,126.72,-0.27,0.1,0.0,75.03999,75.00999,74.64999,74.45999,1.399994,75.03,-0.03978014,0.009180069,0.0,6.0,3.0,1837.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43657.2,52.917383500000014,-1.760358,74.498,5.394,126.7,-0.26,0.1,0.0,74.64,74.7,74.81,74.81999,1.700012,74.99,-0.02958012,0.01937985,0.0,6.0,3.0,1788.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43657.3,52.9174022,-1.7603553,74.77600000000002,5.181,126.68,-0.25,0.1,0.0,74.41,74.58,74.59999,74.56,1.200012,74.59,-0.01938009,0.04997993,0.0,6.0,3.0,1738.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43657.4,52.917420799999995,-1.7603526,74.794,4.91,126.65,-0.26,0.1,0.0,74.64999,74.61,74.7,74.48999,0.1000061,74.52,-0.02958012,0.039779900000000014,0.0,6.0,3.0,1693.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43657.5,52.9174393,-1.7603502,74.365,4.602,126.62,-0.27,0.1,0.0,74.59,74.48999,74.37999,73.98,-0.5,74.7,-0.03978014,0.0,0.0,6.0,3.0,1692.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43657.6,52.9174578,-1.7603477000000003,73.933,4.595,126.57,-0.3,0.1,0.0,74.56,74.48999,74.20999,74.01999,-0.2999878,74.29,-0.04997993,-0.009180069,0.0,6.0,3.0,1700.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,0.0
137.0,43657.7,52.9174763,-1.7603452,74.25,4.765,126.54,-0.3,0.1,0.0,74.33,74.5,74.31,74.14999,0.1000061,74.32,-0.03978014,-0.009180069,0.0,6.0,3.0,1712.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,2.0
137.0,43657.8,52.9174947,-1.7603427,74.07,4.6560000000000015,126.51,-0.3,0.1,0.0,74.11,74.09999,74.11,73.87999,0.1000061,74.27,-0.03978014,-0.009180069,0.0,6.0,3.0,1737.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,8.5
137.0,43657.9,52.9175132,-1.7603401,74.002,4.735,126.47,-0.3,0.1,0.0,74.08,74.09999,74.23999,73.86,0.1000061,73.99,-0.02958012,-0.009180069,0.0,6.0,3.0,1806.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,11.5
137.0,43658.0,52.9175316,-1.7603376,74.08800000000002,4.744,126.44,-0.3,0.1,0.0,74.09,74.06999,74.14,73.92,0.0,74.09,-0.02958012,-0.009180069,0.0,6.0,3.0,1853.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,13.5
137.0,43658.1,52.917549900000004,-1.760335,73.642,4.776,126.41,-0.31,0.1,0.0,74.17999,74.11,73.92999,73.75,0.2000122,74.12,-0.02958012,-0.009180069,0.0,6.0,3.0,1855.0,87.0,0.0,-0.04000854,0.0,14.0,6.0,14.5
137.0,43658.2,52.9175684,-1.7603326000000001,73.88600000000002,4.593,126.37,-0.32,0.1,0.0,74.26999,74.14,74.03999,73.67999,0.0,74.16,-0.009180069,0.0,0.0,6.0,3.0,1842.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,15.0
137.0,43658.3,52.9175867,-1.76033,73.652,4.756,126.33,-0.33,0.1,0.0,74.31,74.06999,73.89999,73.7,0.0,74.17,-0.009180069,0.0,0.0,6.0,3.0,1857.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,15.5
137.0,43658.4,52.917605,-1.7603276,73.584,4.666,126.31,-0.31,0.1,0.0,74.25999,74.22,74.20999,73.98,0.0,74.16,0.0,-0.009180069,0.0,6.0,3.0,1857.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,15.5
137.0,43658.5,52.91762350000001,-1.7603251,74.07,4.6530000000000005,126.29,-0.3,0.1,0.0,74.17999,74.28,74.16,74.00999,0.2000122,74.18999000000002,0.0,-0.009180069,0.0,6.0,3.0,1844.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43658.6,52.9176418,-1.7603225999999998,74.066,4.723,126.28,-0.28,0.1,0.0,74.28999,74.37999,74.26999,74.03999,0.1000061,74.17,0.0,0.0,0.0,6.0,3.0,1849.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43658.7,52.9176602,-1.76032,73.991,4.772,126.25,-0.28,0.1,0.0,74.36,74.36,74.2,73.95999,0.3999939,74.3,0.0,0.0,0.0,6.0,3.0,1843.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43658.8,52.9176785,-1.7603173,73.667,5.1110000000000015,126.23,-0.27,0.1,0.0,74.25,74.33,74.33,74.01999,0.3999939,74.35,0.0,0.0,0.0,6.0,3.0,1844.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43658.9,52.917697100000005,-1.7603149,74.362,4.622,126.2,-0.27,0.1,0.0,74.23,74.25999,74.23999,74.09999,0.6000061,74.32,0.009180069,0.01937985,0.0,6.0,3.0,1842.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43659.0,52.917715599999994,-1.7603125000000002,74.34,4.509,126.17,-0.28,0.1,0.0,74.53999,74.53,74.34,74.33,1.100006,74.4,0.0,0.04997993,0.0,6.0,3.0,1844.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43659.1,52.917734,-1.7603098000000001,74.023,4.872,126.13,-0.31,0.1,0.0,74.67,74.66,74.5,74.2,1.200012,74.68,0.0,0.02957988,0.0,6.0,3.0,1853.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43659.2,52.9177526,-1.7603076999999998,74.293,4.022,126.07,-0.34,0.1,0.0,74.69,74.78999,74.36,74.34999,0.8999939,74.77,0.0,0.04997993,0.0,6.0,3.0,1853.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43659.3,52.917771,-1.7603054,73.94800000000002,4.331,126.05,-0.32,0.1,0.0,74.84,75.01999,74.69,74.64,0.8000183000000001,75.02,0.0,0.02957988,0.0,6.0,3.0,1863.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43659.4,52.9177897,-1.7603034000000002,74.38,3.777,125.99,-0.35,0.1,0.0,74.78999,74.97,74.62999,74.64,0.8999939,74.98,0.0,0.02957988,0.0,6.0,3.0,1865.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43659.5,52.917808300000004,-1.7603012999999998,74.862,3.877,125.97,-0.34,0.1,0.0,74.84999,74.92999,75.09,74.84999,1.100006,74.92,0.0,0.01937985,0.0,6.0,3.0,1863.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,16.0
137.0,43659.6,52.9178269,-1.7602993,74.844,3.871,125.97,-0.31,0.1,0.0,74.95999,75.08,74.97,74.91,1.399994,75.0,0.0,0.009180069,0.0,6.0,3.0,1865.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,12.0
137.0,43659.7,52.9178456,-1.7602972000000001,74.812,3.78,125.91,-0.34,0.1,0.0,75.14,75.23,74.98999,74.92,1.399994,75.14,0.0,0.01937985,0.0,6.0,3.0,1871.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,5.5
137.0,43659.8,52.9178643,-1.7602953,75.161,3.698,125.89,-0.33,0.1,0.0,75.28999,75.20999,75.06,74.89999,1.0,75.11,0.0,0.01937985,0.0,6.0,3.0,1862.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,4.5
137.0,43659.9,52.9178829,-1.7602936,74.61,3.2460000000000004,125.85,-0.34,0.1,0.0,75.17999,75.17,75.12999,74.91,0.8999939,75.21,0.0,0.01937985,0.0,6.0,3.0,1860.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,4.5
137.0,43660.0,52.917901799999996,-1.7602916,75.84100000000002,3.642,125.84,-0.31,0.1,0.0,75.2,75.31,75.17999,75.05,1.100006,75.16,0.0,0.009180069,0.0,6.0,3.0,1862.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,14.0
137.0,43660.1,52.9179206,-1.7602899,75.46300000000002,3.253,125.83,-0.29,0.1,0.0,75.17,75.37,75.05,75.03,1.399994,75.22,-0.009180069,0.0,0.0,6.0,3.0,1857.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,19.0
137.0,43660.2,52.91793929999999,-1.7602882000000002,75.258,3.181,125.8,-0.3,0.1,0.0,75.3,75.39,75.12,74.98999,1.399994,75.36,-0.009180069,0.01937985,0.0,6.0,3.0,1875.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,22.0
137.0,43660.3,52.9179581,-1.7602864999999999,75.312,3.143,125.78,-0.29,0.1,0.0,75.37999,75.28999,75.12,74.91,1.200012,75.31,0.0,0.02957988,0.0,6.0,3.0,1883.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,22.5
137.0,43660.4,52.9179769,-1.7602849999999999,75.467,2.799,125.74,-0.3,0.1,0.0,75.33,75.33,75.25999,75.23999,0.8999939,75.18,0.0,0.01937985,0.0,6.0,3.0,1866.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,23.0
137.0,43660.5,52.91799570000001,-1.7602835,75.395,2.696,125.7,-0.32,0.1,0.0,75.78,75.67999,75.37,75.06,1.0,75.7,-0.009180069,0.0,0.0,6.0,3.0,1891.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,24.0
137.0,43660.6,52.9180145,-1.760282,75.362,2.824,125.65,-0.34,0.1,0.0,75.62,75.8,75.36,75.12,1.5,75.71,0.0,-0.009180069,0.0,6.0,3.0,1882.0,87.0,0.0,-0.04000854,0.0,14.1,6.0,26.5
