GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
50.986267,-3.217172,171,0,12,184.4,Apr-21,5140,2019-08-17 07:20:34:507,0.0214,-0.1468,9.7452,0.0144,-0.008,9.8066,0.0173,0.026,-0.0104,-11.63,-44.44,-38.6,105.59,1.7,4.26
50.986267,-3.217172,171,0,12,184.4,Apr-21,5239,2019-08-17 07:20:34:606,0.3132,0.1592,9.4731,0.0145,-0.0006,9.8066,-0.0019,0.026,-0.0147,-11.63,-44.44,-38.6,105.59,1.7,4.26
50.986267,-3.217172,171,0,12,184.4,Apr-21,5340,2019-08-17 07:20:34:707,0.1599,-0.1385,9.7839,-0.001,-0.0175,9.8066,0.0077,0.0015,-0.0083,-11.67,-44.56,-38.44,105.27,1.73,4.34
50.986267,-3.217172,171,0,12,184.4,Apr-21,5440,2019-08-17 07:20:34:807,-0.2657,-0.1468,10.0359,-0.0154,-0.0344,9.8066,0.0098,0.0037,-0.003,-11.39,-44.54,-38.55,105.27,1.73,4.34
50.986267,-3.217172,171,0,12,184.4,Apr-21,5539,2019-08-17 07:20:34:906,-0.0662,0.1727,9.8925,0.0054,0.0019,9.8066,0.0098,0.0037,-0.003,-11.39,-44.54,-38.55,104.31,1.9,4.2
50.986267,-3.217205,166,0,13,184.4,Apr-21,5639,2019-08-17 07:20:35:006,-0.0325,0.0562,10.1752,0.0054,0.0019,9.8066,0.0439,0.0026,-0.0136,-11.39,-44.54,-38.55,104.31,1.9,4.2
50.986267,-3.217205,166,0,13,184.4,Apr-21,5740,2019-08-17 07:20:35:107,-0.0325,0.0562,10.1752,0.0054,0.0019,9.8066,0.0439,0.0026,-0.0136,-11.39,-44.54,-38.55,104.31,1.9,4.2
50.986267,-3.217205,166,0,13,184.4,Apr-21,5839,2019-08-17 07:20:35:206,-0.0325,0.0562,10.1752,0.0054,0.0019,9.8066,0.0439,0.0026,-0.0136,-11.39,-44.54,-38.55,104.31,1.9,4.2
50.986267,-3.217205,166,0,13,184.4,Apr-21,5940,2019-08-17 07:20:35:307,-0.0325,0.0562,10.1752,0.0054,0.0019,9.8066,0.0439,0.0026,-0.0136,-11.39,-44.54,-38.55,104.31,1.9,4.2
50.986267,-3.217205,166,0,13,184.4,Apr-21,6040,2019-08-17 07:20:35:407,-0.0325,0.0562,10.1752,0.0054,0.0019,9.8066,0.0439,0.0026,-0.0136,-11.39,-44.54,-38.55,104.31,1.9,4.2
50.986267,-3.217205,166,0,13,184.4,Apr-21,6139,2019-08-17 07:20:35:506,-0.0325,0.0562,10.1752,0.0054,0.0019,9.8066,0.0439,0.0026,-0.0136,-11.39,-44.54,-38.55,104.31,1.9,4.2
50.986267,-3.217205,166,0,13,184.4,Apr-21,6240,2019-08-17 07:20:35:607,-0.0621,0.0226,9.3828,0.0224,0.0034,9.8066,0.0279,0.0154,-0.0072,-11.54,-44.46,-38.6,105.72,1.91,4.33
50.986267,-3.217205,166,0,13,184.4,Apr-21,6339,2019-08-17 07:20:35:706,0.3977,0.0141,9.9867,0.0864,0.0083,9.8063,0.0546,0.0153,0.0098,-11.67,-44.56,-38.44,105.72,1.91,4.33
50.986267,-3.217205,166,0,13,184.4,Apr-21,6439,2019-08-17 07:20:35:806,0.1736,0.0848,9.2127,0.1174,0.028,9.8059,0.0162,0.011,0.0055,-11.67,-44.56,-38.44,105.72,1.91,4.33
50.986267,-3.217205,166,0,13,184.4,Apr-21,6539,2019-08-17 07:20:35:906,-0.0091,-0.0199,9.7587,0.0107,0.0184,9.8066,0.0162,0.011,0.0055,-11.6,-44.55,-38.48,105.26,1.94,5.03
50.986267,-3.217205,166,0,13,184.4,Apr-21,6639,2019-08-17 07:20:36:006,0.0168,-0.1458,10.6546,0.0382,0.0167,9.8066,0.0034,0.0099,0.0151,-11.73,-44.41,-38.61,105.5,1.9,5.27
50.986267,-3.217205,166,0,13,184.4,Apr-21,6741,2019-08-17 07:20:36:108,0.1627,0.1421,9.4014,-0.0044,0.0111,9.8066,-0.0179,0.0312,0.0162,-11.75,-44.6,-38.37,105.15,1.83,5.27
50.986267,-3.217205,166,0,13,184.4,Apr-21,6840,2019-08-17 07:20:36:207,-0.045,-0.0175,9.4097,-0.0342,0.0323,9.8065,-0.0253,-0.0156,0.0205,-11.75,-44.6,-38.37,105.15,1.83,5.27
50.986267,-3.217205,166,0,13,184.4,Apr-21,6939,2019-08-17 07:20:36:306,-0.0163,0.0918,10.1567,-0.0205,-0.0075,9.8066,-0.0179,-0.0305,0.0162,-11.71,-44.59,-38.4,105.02,1.6,5.12
50.986267,-3.217205,166,0,13,184.4,Apr-21,7040,2019-08-17 07:20:36:407,0.0886,0.1456,10.0867,-0.0143,-0.0264,9.8066,-0.0008,-0.0444,0.0151,-11.69,-44.64,-38.35,105.06,1.61,5
50.986267,-3.217205,166,0,13,184.4,Apr-21,7139,2019-08-17 07:20:36:506,-0.2056,-0.0163,9.9211,-0.0172,-0.0353,9.8066,0.0301,-0.022,0.03,-11.69,-44.64,-38.35,105.2,1.78,4.85
50.986267,-3.217205,166,0,13,184.4,Apr-21,7239,2019-08-17 07:20:36:606,0.203,0.0613,10.1308,0.0105,0.008,9.8066,0.0194,0.0014,0.0226,-11.69,-44.64,-38.35,105.2,1.78,4.85
50.986267,-3.217205,166,0,13,184.4,Apr-21,7340,2019-08-17 07:20:36:707,0.1792,0.181,10.5548,0.0246,0.0063,9.8066,0.0194,0.0014,0.0226,-11.82,-44.5,-38.48,105.48,1.76,4.92
50.986267,-3.217205,166,0,13,184.4,Apr-21,7439,2019-08-17 07:20:36:806,0.3659,0.0671,10.4886,0.0444,0.0409,9.8065,0.0045,0.0099,0.0247,-11.95,-44.6,-38.32,105,1.59,5.23
50.986267,-3.217205,166,0,13,184.4,Apr-21,7540,2019-08-17 07:20:36:907,-0.0316,0.099,9.8936,-0.0097,0.0228,9.8066,-0.037,0.028,0.0215,-11.95,-44.6,-38.32,105,1.59,5.23
50.986267,-3.217205,166,0,13,184.4,Apr-21,7639,2019-08-17 07:20:37:006,-0.262,-0.0151,9.789,-0.0397,0.0281,9.8065,-0.0189,-0.0135,0.0343,-11.98,-44.74,-38.15,104.89,1.38,5.05
50.986267,-3.217205,166,0,13,184.4,Apr-21,7739,2019-08-17 07:20:37:106,-0.3754,-0.2417,9.4823,-0.0293,-0.0231,9.8066,0.0269,-0.0114,0.013,-11.99,-44.61,-38.29,104.89,1.38,5.05
50.986267,-3.217205,166,0,13,184.4,Apr-21,7839,2019-08-17 07:20:37:206,0.0013,-0.2167,9.368,0.0037,-0.0341,9.8066,0.0461,0.0259,0.0173,-12.02,-44.76,-38.11,105.03,1.57,5.02
50.986267,-3.217205,166,0,13,184.4,Apr-21,7939,2019-08-17 07:20:37:306,0.2092,0.0884,9.4339,0.0383,-0.0009,9.8066,0.0322,0.0025,0.0311,-12.02,-44.76,-38.11,105.03,1.57,5.02
50.986267,-3.217205,166,0,13,184.4,Apr-21,8040,2019-08-17 07:20:37:407,0.235,-0.1576,9.341,0.0322,0.012,9.8066,0.0322,0.0025,0.0311,-11.89,-44.66,-38.27,105.03,1.64,5.23
50.986267,-3.217205,166,0,13,184.4,Apr-21,8141,2019-08-17 07:20:37:508,0.2006,0.2208,10.2323,0.0603,0.0098,9.8065,0.0237,-0.0444,0.0364,-12.04,-44.58,-38.31,104.98,1.67,5.59
50.986267,-3.217205,166,0,13,184.4,Apr-21,8240,2019-08-17 07:20:37:607,0.2327,0.1421,9.5215,0.0103,-0.0115,9.8066,0.0024,-0.0242,0.0236,-12.04,-44.58,-38.31,104.98,1.67,5.59
50.986267,-3.217205,166,0,13,184.4,Apr-21,8339,2019-08-17 07:20:37:706,0.1213,-0.0063,10.3472,0.0015,0.0001,9.8067,-0.021,0.0355,0.0258,-12.13,-44.67,-38.18,104.98,1.67,5.59
50.986267,-3.217205,166,0,13,184.4,Apr-21,8439,2019-08-17 07:20:37:806,0.0874,0.1044,10.5656,-0.0189,0.0163,9.8066,-0.0274,0.0174,0.0364,-12.15,-44.73,-38.1,104.92,1.55,5.51
50.986267,-3.217205,166,0,13,184.4,Apr-21,8539,2019-08-17 07:20:37:906,-0.3128,0.1608,10.1074,-0.0323,0.0026,9.8066,-0.037,-0.0284,0.03,-11.86,-44.63,-38.3,104.92,1.55,5.51
50.986267,-3.217205,166,0,13,184.4,Apr-21,8639,2019-08-17 07:20:38:006,-0.1286,-0.0385,9.4,-0.0674,-0.0057,9.8064,0.0258,0.0259,0.0183,-12.13,-44.67,-38.18,104.95,1.48,5.12
50.986267,-3.217205,166,0,13,184.4,Apr-21,8739,2019-08-17 07:20:38:106,-0.4244,0.0999,9.7529,-0.0083,0.0329,9.8066,0.0067,0.0046,0.0268,-12.13,-44.67,-38.18,104.95,1.48,5.12
50.986267,-3.217205,166,0,13,184.4,Apr-21,8839,2019-08-17 07:20:38:206,0.0934,-0.042,9.7965,0.0183,0.017,9.8066,0.0067,0.0046,0.0268,-12.06,-44.52,-38.38,104.82,1.29,5.12
50.986267,-3.217205,166,0,13,184.4,Apr-21,8939,2019-08-17 07:20:38:306,0.0803,-0.0467,10.1466,0.0143,-0.0088,9.8066,-0.0093,-0.0316,0.03,-12.15,-44.49,-38.38,105.05,1.22,5.25
50.986267,-3.217205,166,0,13,184.4,Apr-21,9040,2019-08-17 07:20:38:407,0.0056,-0.0373,9.6463,0.0139,-0.0076,9.8066,-0.004,-0.0146,0.0194,-12.06,-44.65,-38.22,105.05,1.22,5.25
50.986267,-3.217205,166,0,13,184.4,Apr-21,9140,2019-08-17 07:20:38:507,-0.3202,-0.0317,9.738,-0.0135,-0.0018,9.8066,-0.0423,-0.0465,0.0311,-11.98,-44.74,-38.15,104.76,1.21,5.17
50.986267,-3.217205,166,0,13,184.4,Apr-21,9239,2019-08-17 07:20:38:606,-0.1588,-0.1123,10.2009,-0.0226,-0.0175,9.8066,-0.02,-0.0071,0.0322,-11.98,-44.74,-38.15,104.76,1.21,5.17
50.986267,-3.217205,166,0,13,184.4,Apr-21,9339,2019-08-17 07:20:38:706,-0.0472,0.0346,9.7741,-0.0037,-0.0115,9.8066,0.0109,-0.0263,0.0151,-12.02,-44.64,-38.25,104.94,1.41,4.9
50.986267,-3.217205,166,0,13,184.4,Apr-21,9441,2019-08-17 07:20:38:808,0.1106,0.2185,9.7344,0.003,0.0238,9.8066,0.0141,0.011,0.0268,-11.95,-44.73,-38.16,104.99,1.47,4.86
50.986267,-3.217205,166,0,13,184.4,Apr-21,9539,2019-08-17 07:20:38:906,-0.2969,-0.0143,10.3513,0.0126,0.0345,9.8066,0.0141,0.011,0.0268,-11.82,-44.63,-38.32,104.99,1.47,4.86
50.986267,-3.217205,166,0,13,184.4,Apr-21,9642,2019-08-17 07:20:39:009,-0.1159,0.0156,10.2102,0.0259,0.037,9.8065,0.0162,-0.0157,0.0236,-11.82,-44.63,-38.32,104.99,1.47,4.86
50.986267,-3.217205,166,0,13,206.7,Apr-21,9739,2019-08-17 07:20:39:106,0.1772,0.074,9.7365,0.0119,-0.002,9.8066,0.0024,-0.0146,0.0205,-12.07,-44.71,-38.14,104.84,1.3,5.06
50.986267,-3.217205,166,0,13,206.7,Apr-21,9840,2019-08-17 07:20:39:207,0.171,-0.0297,9.4868,0.0034,-0.0259,9.8066,-0.0253,-0.0615,0.0279,-12.08,-44.59,-38.29,104.84,1.3,5.06
50.986267,-3.217205,166,0,13,206.7,Apr-21,9939,2019-08-17 07:20:39:306,0.0426,-0.0522,9.9175,-0.0145,-0.0221,9.8066,-0.0294,-0.0007,0.0176,-12.02,-44.65,-38.24,104.93,1.4,4.94
50.986267,-3.217205,166,0,13,206.7,Apr-21,10039,2019-08-17 07:20:39:406,-0.3682,-0.2353,9.3315,-0.0338,-0.0206,9.8066,-0.023,0.0078,0.0144,-12.02,-44.65,-38.24,104.93,1.4,4.94
50.986267,-3.217205,166,0,13,206.7,Apr-21,10139,2019-08-17 07:20:39:506,-0.2223,0.0311,10.0759,-0.0658,-0.0482,9.8063,0.009,0.0067,0.0058,-11.89,-44.66,-38.27,105.13,1.57,4.5
50.986267,-3.217205,166,0,13,206.7,Apr-21,10240,2019-08-17 07:20:39:607,0.0701,0.1082,9.7977,-0.0074,-0.0189,9.8066,0.009,0.0067,0.0058,-11.89,-44.66,-38.27,105.13,1.57,4.5
50.986267,-3.217205,166,0,13,206.7,Apr-21,10339,2019-08-17 07:20:39:706,0.1494,0.1297,10.2159,0.0085,0.0094,9.8066,0.0101,-0.0082,0.0229,-11.71,-44.61,-38.38,105.21,1.67,4.43
50.986267,-3.217205,166,0,13,206.7,Apr-21,10439,2019-08-17 07:20:39:806,-0.0591,-0.2738,9.9555,-0.008,-0.0168,9.8066,0.0005,-0.021,0.0208,-11.89,-44.79,-38.12,105.22,1.72,4.55
50.986267,-3.217205,166,0,13,206.7,Apr-21,10540,2019-08-17 07:20:39:907,0.0648,-0.0084,9.6478,-0.0102,-0.0327,9.8066,-0.0081,-0.0124,0.0005,-11.8,-44.94,-37.96,105.22,1.72,4.55
50.986267,-3.217205,166,0,13,206.7,Apr-21,10639,2019-08-17 07:20:40:006,-0.1627,-0.1111,9.3873,-0.0102,-0.0327,9.8066,-0.0081,-0.0124,0.0005,-11.8,-44.94,-37.96,105.22,1.72,4.55
50.986267,-3.217205,166,0,13,206.7,Apr-21,10739,2019-08-17 07:20:40:106,-0.1171,-0.2359,9.6633,-0.0154,-0.0232,9.8066,-0.0112,0.0067,0.0048,-11.94,-44.75,-38.14,105.32,1.83,4.43
50.986195,-3.217224,156,0,11,206.7,May-21,10839,2019-08-17 07:20:40:206,-0.1585,0.0687,10.0367,-0.0274,-0.0124,9.8066,-0.007,0.0067,0.0133,-11.83,-44.71,-38.22,105.32,1.83,4.43
50.986195,-3.217224,156,0,11,206.7,May-21,10939,2019-08-17 07:20:40:306,-0.1125,-0.0513,9.5789,0.0093,0.0082,9.8066,0.0165,-0.0061,0.0037,-11.94,-44.62,-38.3,105.37,1.86,4.25
50.986195,-3.217224,156,0,11,206.7,May-21,11040,2019-08-17 07:20:40:407,-0.0532,-0.2259,9.7165,0.0136,-0.0119,9.8066,0.0026,-0.0572,-0.0048,-12.12,-44.81,-38.02,105.34,1.83,4.32
