,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE X (rad/s), GYROSCOPE Y (rad/s), GYROSCOPE Z (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Azimuth) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
6617,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,457408,2019-09-04 20:14:09:521,-1.0445,0.7497,9.3266,-0.0028,-0.0125,9.8066,-0.0125,-0.0066,-0.0299,11.69,-29.19,-5.75,0.48,-84.65,63.82
6618,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,457507,2019-09-04 20:14:09:620,-1.2945,0.9921,9.8137,-0.0004,0.0002,9.8065,-0.0016,0.0143,0.0112,11.81,-28.94,-6.44,0.91,-84.53,64.15
6619,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,457608,2019-09-04 20:14:09:721,-0.5427,1.0684,9.8989,0.003,0.0033,9.8066,-0.0059,0.0178,0.0089,11.31,-28.75,-5.75,3.2,-84.57,63.87
6620,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,457708,2019-09-04 20:14:09:821,-0.8241,1.3799,9.5443,-0.0028,0.0025,9.8066,-0.004,0.0313,-0.0094,11.25,-29.25,-5.81,3.22,-84.63,63.9
6621,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,457808,2019-09-04 20:14:09:921,-1.0813,0.996,9.4129,-0.0018,-0.0097,9.8066,-0.0126,0.0262,-0.0273,11.19,-28.5,-5.06,358.35,-84.54,64.28
6622,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,457908,2019-09-04 20:14:10:021,-0.7787,0.8982,9.5622,0.0028,-0.0054,9.8066,-0.0195,0.0367,-0.0071,11.06,-28.87,-4.94,358.09,-84.46,64.1
6623,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,458008,2019-09-04 20:14:10:121,-1.0433,1.2492,9.6426,0.0024,0.0007,9.8066,-0.0152,0.0093,0.0024,12.0,-28.94,-5.25,355.29,-84.43,63.71
6624,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,458108,2019-09-04 20:14:10:221,-0.5221,0.9051,9.8975,-0.0017,-0.0005,9.8066,0.0222,0.0286,0.0057,12.56,-28.12,-5.0,353.31,-84.41,63.61
6625,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 16,458208,2019-09-04 20:14:10:321,-0.9474,0.9039,9.2446,-0.0139999999999999,-0.0034,9.8066,0.0182,0.0366,-0.0225,12.75,-28.12,-4.69,354.96,-84.47,64.92
6626,52.378574,-1.258951,156.52,3.62,3,26.97,16 / 17,458308,2019-09-04 20:14:10:421,-0.8033,0.4661,9.5624,-0.001,-0.0028,9.8066,-0.0139999999999999,0.0035,-0.0019,13.31,-27.87,-5.25,356.9,-84.43,66.48
6627,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,458408,2019-09-04 20:14:10:521,-1.6981,0.5465,10.5992,0.0055,-0.0129,9.8065,-0.0362,0.0172,-0.0282,12.69,-28.19,-5.19,356.09,-84.32,65.85
6628,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,458507,2019-09-04 20:14:10:620,-0.0549,1.1264,9.6693,0.0092,-0.0091,9.8065,0.0002,0.0206,-0.0394,13.63,-27.94,-5.94,357.16,-84.24,64.5
6629,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,458608,2019-09-04 20:14:10:721,-1.1346,0.2097,9.9039,-0.0079,-0.0036,9.8066,0.0055,0.0398,-0.0138,13.5,-27.81,-5.87,358.19,-84.11,65.34
6630,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,458708,2019-09-04 20:14:10:821,-0.5872,0.8356,9.8085,0.0002,0.0066,9.8066,0.009,0.0151,0.004,13.13,-27.12,-6.31,0.6,-84.15,65.71
6631,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,458807,2019-09-04 20:14:10:920,-0.3324,1.255,9.5034,-0.0021,-0.018,9.8065,-0.019,0.0168,-0.0537,12.75,-27.0,-5.31,356.54,-84.14,66.21
6632,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,458908,2019-09-04 20:14:11:021,-0.5621,0.8139,9.8465,-0.0009,-0.0004,9.8066,0.0047,0.0273,-0.0093,12.19,-26.62,-5.62,4.19,-83.96,66.71
6633,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,459008,2019-09-04 20:14:11:121,-0.4048,1.2838,10.3491,0.0028,0.0226,9.8066,0.011,0.0043,0.0442,11.19,-27.25,-5.0,1.76,-84.15,66.9
6634,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,459108,2019-09-04 20:14:11:221,-0.706,0.4576,10.1288,-0.0024,0.005,9.8066,-0.0272,0.0633,0.0046,10.56,-27.56,-5.0,2.24,-84.23,67.27
6635,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,459207,2019-09-04 20:14:11:320,-0.1368,0.6796,9.5905,0.0127,0.0089,9.8066,-0.0276,0.0271,0.0267,10.69,-26.87,-4.5,355.37,-84.27,66.48
6636,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,459308,2019-09-04 20:14:11:421,0.3603,0.6958,10.3409,0.0124,0.01,9.8066,-0.0123,0.0308,0.0028,11.5,-27.44,-5.37,355.85,-84.39,64.09
6637,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,459408,2019-09-04 20:14:11:521,0.2984,0.2043,9.7535,-0.0057,0.0021,9.8066,0.008,0.0301,-0.0077,11.94,-26.75,-4.81,355.65,-84.41,63.93
6638,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,459507,2019-09-04 20:14:11:620,0.1609,0.8292,9.8047,-0.0063,0.0114,9.8066,0.0123,0.0273,0.0136,12.25,-27.69,-5.25,357.04,-84.52,65.04
6639,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,459608,2019-09-04 20:14:11:721,0.0846,0.8652,9.8377,-0.004,-0.0013,9.8066,0.003,0.0183,-0.018,12.88,-27.62,-5.06,355.93,-84.6,65.68
6640,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,459708,2019-09-04 20:14:11:821,0.3217,0.3479,10.0533,-0.0037,-0.0046,9.8066,0.0001,0.0029,-0.0098,13.5,-27.87,-5.31,354.98,-84.53,66.25
6641,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,459810,2019-09-04 20:14:11:923,0.632,0.3185,9.723,-0.0071,-0.0027,9.8065,0.006,0.0026,-0.0176,13.56,-27.31,-6.62,3.86,-84.51,66.64
6642,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,459907,2019-09-04 20:14:12:020,1.1099,0.4564,9.9832,0.003,0.008,9.8066,-0.004,0.0165,0.0077,12.88,-27.87,-8.0,10.6,-84.56,67.12
6643,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460007,2019-09-04 20:14:12:120,0.915,0.9482,9.6449,-0.0069,0.0011,9.8066,0.0119,0.0015,-0.0189,10.88,-27.94,-7.56,16.64,-84.61,67.37
6644,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460107,2019-09-04 20:14:12:220,0.6686,0.3141,10.2158,-0.0063,0.0019,9.8066,-0.0016,-0.0052,0.0031,9.31,-28.69,-6.31,16.52,-84.56,68.62
6645,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460208,2019-09-04 20:14:12:321,0.7496,0.904,9.2631,0.0045,0.0064,9.8066,-0.0132,-0.009,0.0132,9.56,-28.75,-3.75,0.64,-84.66,68.68
6646,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460308,2019-09-04 20:14:12:421,0.8088,1.0828,10.1843,0.005,-0.0089,9.8066,-0.0054,0.0376,-0.0252,10.81,-29.06,-2.75,351.11,-84.62,68.0
6647,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460407,2019-09-04 20:14:12:520,0.2836,-0.6144,9.176,-0.0019,0.0081,9.8066,0.0059,0.0106,0.0227,12.56,-28.5,-3.87,354.61,-84.55,68.58
6648,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460507,2019-09-04 20:14:12:620,1.5157,1.1476,10.127,0.0043,0.0242,9.8066,0.0328,-0.0246,0.0118,12.94,-29.37,-4.5,353.63,-84.84,67.78
6649,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460608,2019-09-04 20:14:12:721,-0.3757,0.6235,9.356,-0.0166,-0.0249,9.8066,0.0177,0.0105,-0.0819,12.94,-28.25,-4.44,355.77,-84.87,69.46
6650,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460708,2019-09-04 20:14:12:821,0.5127,0.1129,9.0913,0.0069999999999999,-0.0047,9.8066,-0.0184,-0.0184,0.0019,12.81,-28.5,-4.94,1.99,-84.61,70.57
6651,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460808,2019-09-04 20:14:12:921,1.2455,0.4981,9.6356,0.0169,-0.008,9.8066,-0.0514,-0.0188,-0.0202,12.88,-27.94,-5.06,359.29,-84.58,68.39
6652,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,460908,2019-09-04 20:14:13:021,-0.0775,0.3556,9.9352,0.0138,-0.0098,9.8066,-0.0149,-0.0129,0.0208,12.25,-28.37,-5.44,358.84,-84.41,66.47
6653,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,461008,2019-09-04 20:14:13:121,0.9643,0.6732,9.9126,-0.0025,0.0017,9.8066,0.0079,-0.0042,-0.0103,12.75,-28.06,-5.62,0.47,-84.49,65.61
6654,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,461108,2019-09-04 20:14:13:221,-0.4584,0.0863,9.1689,-0.0166,-0.0067,9.8065,0.018,0.0029,0.0094,13.31,-27.56,-5.06,358.38,-84.42,67.67
6655,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,461207,2019-09-04 20:14:13:320,0.5666,-0.2616,9.9324,0.0066,0.0202,9.8065,-0.0042,0.0136,0.0577,13.56,-26.87,-5.19,357.42,-84.56,68.22
6656,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,461308,2019-09-04 20:14:13:421,-0.1835,0.8497,9.5443,0.0056,0.0075,9.8066,-0.0185,-0.005,0.0193,12.88,-27.56,-4.87,357.43,-84.85,66.87
6657,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,461408,2019-09-04 20:14:13:521,-0.2454,0.8803,10.5037,0.005,-0.0064,9.8066,-0.0183,-0.0008,-0.0057,12.94,-27.19,-5.75,0.06,-84.84,65.27
6658,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,461507,2019-09-04 20:14:13:620,0.9993,0.2334,9.8088,-0.0063,0.0016,9.8066,0.0142,-0.0284,-0.0168,12.5,-27.87,-6.31,0.67,-84.85,65.77
6659,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,461607,2019-09-04 20:14:13:720,0.1167,2.26,9.1668,-0.0098,0.0151,9.8066,0.0313,-0.0149,0.0115,13.06,-26.94,-5.94,1.49,-84.9,66.46
6660,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,461707,2019-09-04 20:14:13:820,0.5883,0.3915,9.2739,0.0039,0.0005,9.8066,-0.0155,0.0101,0.0111,12.94,-27.56,-5.62,2.99,-84.96,67.69
6661,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,461808,2019-09-04 20:14:13:921,0.6896,0.5224,10.1144,0.0043,-0.0071,9.8066,-0.0256,0.0016,-0.0164,12.75,-26.87,-5.5,357.15,-84.98,66.61
6662,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,461908,2019-09-04 20:14:14:021,0.5094,0.1634,9.7001,-0.0048,-0.0045,9.8066,0.0139999999999999,0.0012,-0.0123,12.56,-27.31,-5.62,1.6,-84.9,66.55
6663,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,462008,2019-09-04 20:14:14:121,-0.6182,1.0797,9.6145,-0.003,0.006,9.8066,0.0052,0.0167,0.0061,12.63,-27.31,-5.12,358.4,-84.97,67.64
6664,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,462108,2019-09-04 20:14:14:221,0.3214,0.7233,9.7241,0.0001,-0.0005,9.8066,-0.012,0.0111,-0.0048,12.81,-27.06,-5.87,3.12,-84.99,67.82
6665,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,462208,2019-09-04 20:14:14:321,0.1029,0.5767,10.0268,-0.0066,-0.0193,9.8065,-0.0128,0.0187,-0.0545,13.0,-26.94,-5.94,3.05,-84.93,67.75
6666,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,462307,2019-09-04 20:14:14:420,0.1239,0.1836,9.6489,-0.0103,-0.0142,9.8066,0.0011,0.0139,-0.0323,12.31,-26.31,-6.56,11.45,-84.62,69.15
6667,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,462407,2019-09-04 20:14:14:520,0.5318,-0.1168,10.1972,0.0023,0.0031,9.8066,-0.0039,0.0082,0.0067,10.75,-26.75,-6.25,10.63,-84.55,69.81
6668,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,462508,2019-09-04 20:14:14:621,1.1936,1.1716,9.6722,-0.0008,0.0089,9.8066,0.0114,0.0168,-0.0222,10.75,-26.94,-6.31,10.54,-84.65,69.78
6669,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,462608,2019-09-04 20:14:14:721,0.2586,0.3804,9.6913,-0.0066,0.0084,9.8065,0.018,0.0021,0.0118,10.75,-27.56,-5.0,7.33,-84.67,71.28
6670,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,462707,2019-09-04 20:14:14:820,0.1429,0.8123,9.2971,0.0061,0.0087,9.8065,-0.0215,0.0056,0.0208,12.13,-26.75,-4.5,359.53,-84.77,71.19
6671,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,462808,2019-09-04 20:14:14:921,-0.1919,0.3041,9.7531,0.0049,0.0039,9.8066,-0.0147,0.015,0.0127,11.56,-27.87,-4.81,3.4,-84.84,70.11
6672,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,462907,2019-09-04 20:14:15:020,0.1323,0.43,8.943,0.0095,0.0055,9.8065,-0.0178,0.0128,0.0199,12.31,-26.56,-4.81,1.44,-84.95,68.55
6673,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,463007,2019-09-04 20:14:15:120,0.1197,0.4313,10.1797,0.0057,0.0071,9.8066,-0.0125,0.0095,0.0192,12.69,-26.5,-5.19,358.54,-85.02,67.75
6674,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,463108,2019-09-04 20:14:15:221,0.8042,1.0823,10.2613,0.0008,-0.0018,9.8066,0.0188,0.0031,-0.036,13.13,-26.25,-5.75,2.05,-85.1,66.95
6675,52.37875,-1.259165,155.85,7.61,3,294.44,17 / 17,463207,2019-09-04 20:14:15:320,0.292,0.0735,9.2054,-0.0133,-0.0059,9.8066,0.016,0.0048,-0.0353,12.44,-27.0,-5.94,7.41,-84.97,69.52
6676,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,463308,2019-09-04 20:14:15:421,-0.1729,1.0133,9.6932,-0.0066,-0.0013,9.8066,0.0007,0.0048,-0.0284,12.19,-27.81,-5.31,4.16,-84.95,70.74
6677,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,463407,2019-09-04 20:14:15:520,-0.1361,0.5354,9.2567,0.0024,-0.0197,9.8065,-0.0252,0.006,-0.0442,12.19,-28.31,-5.5,4.19,-84.81,70.74
6678,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,463508,2019-09-04 20:14:15:621,-0.4484,-0.6953,10.3255,-0.0027,-0.0256,9.8066,-0.0175,0.0054,0.0013,12.06,-28.06,-5.5,3.6,-84.4,70.2
6679,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,463607,2019-09-04 20:14:15:720,-0.2053,0.389,10.5115,-0.0019,0.0109,9.8066,0.0174,-0.0022,0.0118,12.5,-27.87,-4.81,0.57,-84.42,69.42
6680,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,463708,2019-09-04 20:14:15:821,0.0524,0.452,9.8956,-0.0087,0.0126,9.8066,0.0121,0.0169,0.0053,13.06,-28.25,-4.69,1.49,-84.63,70.17
6681,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,463808,2019-09-04 20:14:15:921,-0.2625,1.0225,9.7267,-0.0079,0.0063,9.8066,-0.0065,0.0113,-0.0017,13.06,-27.5,-5.31,2.1,-84.66,70.67
6682,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,463907,2019-09-04 20:14:16:020,0.7802,0.322,10.4874,0.0125,0.0521,9.8064,0.0119,0.009,0.0514,12.75,-28.25,-6.0,6.69,-84.67,70.67
6683,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,464008,2019-09-04 20:14:16:121,0.2888,0.6385,9.4137,-0.0019,0.0089,9.8066,0.0119,0.0197,-0.0002,12.5,-28.37,-5.25,1.58,-85.16,70.27
6684,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,464108,2019-09-04 20:14:16:221,-0.0741,0.2428,9.7943,0.0053,-0.005,9.8066,-0.0164,0.0117,-0.0197,13.0,-28.44,-5.44,0.6,-85.17,69.46
6685,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 16,464208,2019-09-04 20:14:16:321,0.3795,0.8054,10.5075,0.006,-0.0061,9.8066,-0.015,0.0172,-0.0285,12.75,-28.75,-4.75,359.81,-85.09,68.81
6686,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,464307,2019-09-04 20:14:16:420,0.8303,0.3435,10.4616,-0.0074,0.0011,9.8066,0.0405,0.0184,-0.0198,13.31,-28.06,-5.25,0.6,-84.97,69.45
6687,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,464407,2019-09-04 20:14:16:520,0.4014,0.3307,9.1724,-0.0272,-0.0056,9.8066,0.0431,0.0125,-0.043,13.75,-27.87,-5.37,3.26,-84.93,73.05
6688,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,464507,2019-09-04 20:14:16:620,0.1948,0.4899,9.8932,-0.0094,-0.0073,9.8066,0.0097,-0.004,-0.0197,13.56,-27.12,-5.25,6.38,-84.83,75.66
6689,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,464607,2019-09-04 20:14:16:720,0.2898,1.0389,8.9417,0.0013,-0.0068,9.8066,-0.0324,0.0098,-0.0212,13.44,-28.0,-6.06,13.43,-84.72,76.21
6690,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,464707,2019-09-04 20:14:16:820,0.3722,0.4118,9.8269,0.0128,-0.0144,9.8066,-0.0448,0.0061,-0.0279999999999999,12.75,-27.87,-5.81,10.3,-84.48,73.55
6691,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,464807,2019-09-04 20:14:16:920,-0.1657,-0.7258,10.0369,0.0163,-0.0054,9.8066,-0.0399,0.0026,0.0294,12.94,-27.56,-5.75,7.91,-84.4,71.59
6692,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,464908,2019-09-04 20:14:17:021,-0.2315,0.4907,10.5429,0.0122,0.0244,9.8065,0.0108,0.0034,0.0719,12.56,-28.25,-6.0,5.5,-84.57,69.68
6693,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465007,2019-09-04 20:14:17:120,1.4446,-0.2493,9.2126,-0.0087,0.0038,9.8066,0.0321,-0.0188,0.0001,13.69,-28.06,-5.31,358.81,-84.87,69.36
6694,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465108,2019-09-04 20:14:17:221,-0.0303,0.7858,9.3633,-0.0054,0.0348,9.8066,0.0318,-0.0252,0.0561,13.63,-28.25,-5.5,0.13,-85.12,70.45
6695,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465208,2019-09-04 20:14:17:321,0.0638,-0.0639,9.1382,-0.0055,0.0023,9.8066,0.0048,0.0054,-0.0128,13.25,-28.25,-4.94,2.97,-85.48,71.45
6696,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465308,2019-09-04 20:14:17:421,0.2634,0.5424,10.4879,0.0211,-0.0002,9.8066,-0.0452,-0.0216,0.0074,12.63,-27.81,-5.56,5.82,-85.51,68.57
6697,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465408,2019-09-04 20:14:17:521,-0.3902,-0.1551,9.3598,0.006,-0.0183,9.8066,-0.0421,0.0181,-0.063,12.38,-27.94,-5.56,4.03,-85.37,66.78
6698,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465507,2019-09-04 20:14:17:620,-0.4999,-0.8734,9.1817,0.0152,0.0116,9.8066,-0.0212,0.0278,0.0959,11.88,-28.37,-5.81,2.82,-85.22,65.76
6699,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465607,2019-09-04 20:14:17:720,1.5547,0.4331,11.511,-0.0081,-0.0155,9.8066,0.0414,-0.0174,-0.0863,11.56,-27.81,-5.87,0.27,-85.35,63.66
6700,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465708,2019-09-04 20:14:17:821,-0.5311,-0.6890000000000001,10.5353,-0.0423,0.0042,9.8065,0.1073,-0.0067,0.0027,11.75,-28.81,-4.94,1.35,-85.25,68.48
6701,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465807,2019-09-04 20:14:17:920,-0.672,-0.7186,9.8557,-0.0266,0.0184,9.8066,0.0181,0.022,-0.0165,12.69,-28.06,-4.56,9.15,-85.5,76.65
6702,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,465908,2019-09-04 20:14:18:021,-0.0131,0.0107,9.4669,0.0278,-0.0139999999999999,9.8066,-0.1026,0.0037,-0.0097,12.38,-28.19,-4.75,7.8,-85.44,73.83
6703,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,466008,2019-09-04 20:14:18:121,-0.259,0.5034,9.761,0.036,-0.0106,9.8066,-0.0798,-0.006,-0.0054,12.81,-28.37,-5.19,359.33,-85.31,68.41
6704,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,466107,2019-09-04 20:14:18:220,1.3573,0.3972,8.7306,0.012,0.0038,9.8066,-0.0087,-0.0145,0.0117,12.88,-27.69,-5.37,355.1,-85.23,64.9
6705,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,466208,2019-09-04 20:14:18:321,0.8448,0.489,9.1491,0.0047,0.0091,9.8066,0.0208,-0.0133,0.0265,12.88,-28.0,-6.0,357.53,-85.33,63.16
6706,52.37875,-1.259165,155.85,7.61,3,294.44,16 / 17,466308,2019-09-04 20:14:18:421,1.4577,0.2822,9.9611,-0.0064,0.0082,9.8066,0.0307,-0.009,0.0079,12.0,-27.75,-5.56,0.69,-85.42,64.01
6707,52.37875,-1.259165,155.85,7.61,3,294.44,18 / 20,466407,2019-09-04 20:14:18:520,0.049,0.9691,10.3354,-0.0143,0.0053,9.8065,0.006,-0.0008,-0.0044,12.56,-27.5,-4.94,356.97,-85.55,66.4
6708,52.37875,-1.259165,155.85,7.61,3,294.44,18 / 20,466507,2019-09-04 20:14:18:620,0.2543,-0.0031,10.4449,-0.0025,-0.0074,9.8066,-0.0016,-0.0091,-0.0048,12.56,-28.06,-5.06,357.33,-85.43,66.73
6709,52.37875,-1.259165,155.85,7.61,3,294.44,18 / 20,466607,2019-09-04 20:14:18:720,0.0457,0.6998,10.188,0.0013,-0.0088,9.8066,-0.0043,-0.0022,-0.0242,13.06,-28.25,-5.0,357.0,-85.35,66.46
6710,52.37875,-1.259165,155.85,7.61,3,294.44,18 / 20,466708,2019-09-04 20:14:18:821,0.0297,0.7484,9.5255,-0.003,-0.0108,9.8066,-0.016,0.002,-0.0334,13.44,-28.0,-5.94,1.89,-85.22,66.8
