,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE X (rad/s), GYROSCOPE Y (rad/s), GYROSCOPE Z (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Azimuth) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
5042,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,299908,2019-09-04 20:11:32:021,-0.7,-1.1284,9.8086,0.0018,0.0019,9.8066,-0.0081,-0.2175,-0.0136,-7.75,-29.56,25.44,160.09,-86.29,-3.57
5043,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,300008,2019-09-04 20:11:32:121,-0.5191,-1.1155,9.8064,-0.0043,0.0031,9.8066,-0.012,-0.2568,-0.0171,-7.56,-29.56,24.75,159.58,-86.24,-4.13
5044,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,300107,2019-09-04 20:11:32:220,-0.6393,-0.8701,9.8586,-0.0082,0.0033,9.8066,-0.0195,-0.212,-0.001,-5.81,-29.69,25.13,162.48,-86.14,-5.34
5045,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,300208,2019-09-04 20:11:32:321,-0.5699,-1.0234,9.887,-0.0072,0.0006,9.8066,-0.0039,-0.2455,-0.0091,-5.87,-29.94,24.5,161.14,-86.07,-6.81
5046,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,300307,2019-09-04 20:11:32:420,-0.5848,-0.9789,9.8267,-0.0054,0.0014,9.8066,-0.0129,-0.2945,-0.0105,-5.62,-30.87,25.44,160.3,-86.03,-7.77
5047,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,300407,2019-09-04 20:11:32:520,-0.6989,-1.5812,10.0131,-0.0092,0.005,9.8066,-0.0151,-0.2806,-0.003,-4.31,-30.56,23.75,163.14,-85.96,-8.86
5048,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,300508,2019-09-04 20:11:32:621,-0.7874,-1.2376,9.4789,-0.0077,0.0034,9.8066,-0.012,-0.2858,-0.0154,-4.87,-30.56,25.25,159.52,-85.84,-10.89
5049,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,300608,2019-09-04 20:11:32:721,-0.9026,-1.4144,9.9809,-0.0101,0.003,9.8066,-0.0125,-0.3224,-0.0033,-4.0,-30.56,24.94,160.23,-85.75,-12.39
5050,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,300707,2019-09-04 20:11:32:820,-1.1826,-1.8246,10.1446,-0.0095,0.0025,9.8066,-0.0272,-0.3388,-0.0204,-3.56,-29.75,23.56,158.6,-85.69,-13.82
5051,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,300808,2019-09-04 20:11:32:921,-0.974,-1.3065,9.8465,-0.0029,0.0108,9.8066,-0.0359,-0.3607,-0.0231,-2.87,-29.69,23.75,160.55,-85.59,-14.09
5052,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,300908,2019-09-04 20:11:33:021,-1.1147,-1.1318,9.5227,-0.0163,0.0046,9.8066,-0.0252,-0.3871,-0.0001,-2.5,-30.19,23.88,161.52,-85.41,-15.47
5053,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,301007,2019-09-04 20:11:33:120,-1.3991,-1.1241,9.6,-0.0106,0.0065,9.8066,-0.0273,-0.3747,-0.0076,-2.0,-30.69,23.19,159.92,-85.31,-17.21
5054,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,301107,2019-09-04 20:11:33:220,-1.3821,-0.9601,9.9329,-0.0078,0.0082,9.8066,-0.0193,-0.4158,-0.0098,-0.37,-30.87,23.44,163.36,-85.14,-18.46
5055,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,301208,2019-09-04 20:11:33:321,-1.3812,-0.732,9.8061,-0.0054,-0.0033,9.8066,-0.0022,-0.4392,-0.0246,0.38,-31.31,24.06,161.85,-85.07,-20.07
5056,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,301307,2019-09-04 20:11:33:420,-1.5762,-0.9688,9.4308,-0.0129,-0.0112,9.8066,0.0366,-0.4478,-0.0108,0.25,-31.25,23.06,160.33,-85.14,-21.8
5057,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,301407,2019-09-04 20:11:33:520,-1.6431,-0.7869,9.4968,-0.0088,-0.0178,9.8066,0.0267,-0.4736,-0.0222,1.0,-31.0,22.75,160.34,-85.29,-24.22
5058,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,301507,2019-09-04 20:11:33:620,-1.3265,-1.027,9.514,0.0006,-0.005,9.8066,-0.0455,-0.4968,-0.0297,2.75,-30.56,21.75,163.68,-85.45,-25.82
5059,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,301607,2019-09-04 20:11:33:720,-1.2664,-0.3939999999999999,9.7785,-0.0104,0.0254,9.8065,-0.0782,-0.4921,-0.0061,3.13,-30.44,22.19,163.51,-85.3,-26.01
5060,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,301707,2019-09-04 20:11:33:820,-1.1864,-0.305,10.0932,-0.0022,0.0172,9.8066,-0.0637,-0.4612,-0.0275,3.94,-30.44,21.25,166.15,-84.89,-26.29
5061,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,301808,2019-09-04 20:11:33:921,-1.4214,-0.0274,10.161,-0.0029,0.0132,9.8066,-0.0513,-0.4656,-0.0363,4.81,-31.25,21.19,168.41,-84.67,-26.47
5062,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,301908,2019-09-04 20:11:34:021,-1.2572,-0.1009999999999999,9.913,-0.0077,0.0006,9.8066,0.0017,-0.4664,-0.0203,5.56,-31.75,20.75,170.62,-84.54,-26.59
5063,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,302007,2019-09-04 20:11:34:120,-1.2993,-0.3969,9.8877,0.0024,-0.0119,9.8066,0.001,-0.4452,-0.0575,6.25,-31.75,19.38,170.61,-84.6,-28.28
5064,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,302108,2019-09-04 20:11:34:221,-0.9259,-0.4028,10.0626,0.0079,-0.0138,9.8065,-0.008,-0.4349,-0.0633,7.31,-30.81,18.69,173.6,-84.83,-27.48
5065,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,302209,2019-09-04 20:11:34:322,-0.6755,-0.3848,10.0476,0.0042,0.003,9.8066,-0.0338,-0.4191,-0.0419,7.5,-29.87,18.25,177.95,-84.9,-26.28
5066,52.377163,-1.256633,154.38,2.52,3,156.98,19 / 19,302308,2019-09-04 20:11:34:421,-0.246,-0.6913,10.2332,0.0017,0.0026,9.8066,-0.0163,-0.4061,-0.0314,8.5,-30.56,17.56,180.61,-84.89,-25.87
5067,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,302408,2019-09-04 20:11:34:521,-0.7584,-0.4898,9.7774,-0.0097,-0.0016,9.8066,0.0018,-0.3501,-0.0103,8.56,-30.44,16.88,181.38,-84.89,-26.33
5068,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,302507,2019-09-04 20:11:34:620,-0.7936,-0.6998,9.7746,-0.0142,-0.0201,9.8065,0.0549,-0.3273,-0.0144,8.94,-30.62,16.19,180.42,-85.08,-28.87
5069,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,302608,2019-09-04 20:11:34:721,-0.8549,-0.8851,9.7321,-0.022,-0.0229,9.8065,0.0548,-0.3141,-0.0048,9.5,-30.44,15.69,178.94,-85.47,-33.2
5070,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,302708,2019-09-04 20:11:34:821,-0.927,-0.6305,9.6763,-0.0014,-0.0221,9.8066,0.0131,-0.259,-0.0679,10.31,-29.87,14.44,181.12,-85.73,-34.28
5071,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,302808,2019-09-04 20:11:34:921,-0.6885,-0.5505,10.6218,0.0108,-0.0159,9.8065,0.0041,-0.2299,-0.0614,10.13,-29.19,14.81,180.72,-85.96,-32.89
5072,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,302907,2019-09-04 20:11:35:020,-0.6,-1.3332,10.2999,0.0068,-0.0187,9.8065,0.0202,-0.2285,-0.0404,10.38,-30.0,14.31,184.08,-86.16,-30.99
5073,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303008,2019-09-04 20:11:35:121,-0.1641,-1.0749,9.2065,-0.0078,-0.009,9.8066,0.0143,-0.2058,-0.0028,10.38,-29.87,14.31,185.15,-86.43,-29.84
5074,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303108,2019-09-04 20:11:35:221,-0.7966,-0.7999,9.9208,-0.0165,-0.0031,9.8066,0.0038,-0.1725,0.0102,10.75,-30.0,14.19,184.67,-86.54,-33.02
5075,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303207,2019-09-04 20:11:35:320,-1.2047,-0.6863,9.856,-0.0077,-0.0048,9.8066,0.0082,-0.1698,-0.001,11.56,-29.87,14.06,185.09,-86.57,-35.03
5076,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303307,2019-09-04 20:11:35:420,-0.6551,-0.3624,10.0605,-0.0052,-0.0098,9.8066,0.0195,-0.1473,-0.0458,11.0,-30.25,13.94,181.16,-86.7,-36.88
5077,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303407,2019-09-04 20:11:35:520,-0.4855,-0.7568,10.2461,0.0044,-0.0174,9.8065,0.0187,-0.1525,-0.0281,11.06,-29.19,14.44,182.05,-86.91,-35.93
5078,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303508,2019-09-04 20:11:35:621,-0.361,-0.4753,9.8124,0.0075,-0.0098,9.8066,-0.0042,-0.1543,-0.0289999999999999,10.94,-29.69,14.25,182.41,-87.08,-35.54
5079,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303607,2019-09-04 20:11:35:720,-0.3398,-0.9074,9.4764,0.0023,-0.0041,9.8066,-0.0028,-0.1584,-0.0153,12.0,-29.25,14.69,184.88,-87.22,-33.43
5080,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303708,2019-09-04 20:11:35:821,-0.4477,-0.9868,9.9121,-0.0079,-0.0026,9.8066,0.0135,-0.1414,0.0068,12.75,-28.94,14.0,188.61,-87.24,-33.65
5081,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303807,2019-09-04 20:11:35:920,-0.4477,-0.9868,9.9121,-0.0079,-0.0026,9.8066,0.0135,-0.1414,0.0068,12.75,-28.94,14.0,188.61,-87.24,-33.65
5082,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,303907,2019-09-04 20:11:36:020,-0.8395,-0.4817,9.6481,0.0012,-0.0013,9.8066,-0.017,-0.1091,-0.0024,11.63,-28.5,13.69,182.77,-87.31,-37.64
5083,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304008,2019-09-04 20:11:36:121,-1.4438,-0.1444,9.0367,0.0139,-0.0026,9.8066,-0.0246,-0.1111,-0.0501,13.06,-28.31,13.44,188.73,-87.31,-35.66
5084,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304107,2019-09-04 20:11:36:220,-0.4221,-0.7409,10.1594,0.024,-0.0015,9.8065,-0.0397,-0.0902,-0.0252,13.75,-28.25,12.63,197.21,-87.34,-28.77
5085,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304208,2019-09-04 20:11:36:321,0.6599,-1.3037,10.9642,-0.0006,0.0043,9.8066,0.0112,-0.0913,0.0402,13.06,-27.94,12.63,198.71,-87.24,-24.96
5086,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304309,2019-09-04 20:11:36:422,-0.0941,-1.276,10.0929,-0.0278,0.0035,9.8066,0.0405,-0.0586,0.0593,12.44,-27.81,11.94,193.3,-87.26,-30.67
5087,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304408,2019-09-04 20:11:36:521,-1.1116,-0.2977,9.3351,-0.0314,0.0125,9.8066,0.0235,-0.0723,0.0679,12.19,-28.0,11.88,182.6,-87.21,-42.2
5088,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304507,2019-09-04 20:11:36:620,-1.0324,-0.0385,9.552,-0.0068,0.0023,9.8066,0.0051,-0.0709,-0.0098,12.44,-28.19,11.63,177.06,-87.09,-48.18
5089,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304607,2019-09-04 20:11:36:720,-0.6182,-0.8328,9.4446,0.0093,-0.0256,9.8066,0.0185,-0.0263,-0.0668,11.44,-27.56,11.38,178.16,-87.3,-47.0
5090,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304707,2019-09-04 20:11:36:820,0.3887,-1.9793,10.0447,0.0115,-0.0076,9.8066,-0.0244,-0.0462,0.0002,12.19,-27.0,12.19,180.9,-87.54,-44.04
5091,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304808,2019-09-04 20:11:36:921,0.0758,-1.3005,10.3929,-0.0015,0.0167,9.8066,-0.0307,-0.0699,0.0498,12.75,-26.94,10.69,186.73,-87.43,-42.56
5092,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,304907,2019-09-04 20:11:37:020,-0.5401,-0.2583,10.5422,-0.0187,0.022,9.8066,0.0229,-0.0437,0.065,12.31,-26.94,10.13,184.04,-87.13,-45.81
5093,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,305008,2019-09-04 20:11:37:121,-0.9411,-0.2796,9.8323,-0.0259,0.003,9.8065,0.0513,-0.0236,0.0439,11.63,-27.69,9.06,179.48,-86.93,-53.7
5094,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,305108,2019-09-04 20:11:37:221,-1.0643,-0.519,9.1446,-0.0242,-0.0072,9.8066,0.0457,-0.0152,0.0089,11.94,-28.25,8.56,171.22,-86.99,-62.76
5095,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 18,305208,2019-09-04 20:11:37:321,-0.7867,-0.6936,9.8044,-0.0082,-0.0091,9.8066,0.0201,-0.023,-0.0079,12.0,-28.87,9.06,168.55,-87.08,-65.68
5096,52.377163,-1.256633,154.38,2.52,3,156.98,18 / 19,305307,2019-09-04 20:11:37:420,-0.4964,-0.7708,9.9377,-0.0007,-0.0058,9.8066,-0.0027,-0.0447,-0.0105,11.25,-29.25,8.94,165.01,-87.16,-67.18
5097,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,305407,2019-09-04 20:11:37:520,-0.3935,-0.7729,10.1547,0.0018,-0.0003,9.8066,-0.0186,-0.0395,0.0085,11.81,-29.69,8.75,167.04,-87.22,-67.32
5098,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,305508,2019-09-04 20:11:37:621,-0.5598,-0.8421,9.6536,-0.0019,0.0062,9.8066,-0.0119,-0.0139999999999999,0.0169,13.31,-29.94,9.5,166.86,-87.17,-66.74
5099,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,305607,2019-09-04 20:11:37:720,-0.429,-0.4683,9.4985,-0.0078,0.0066,9.8066,-0.0072,-0.0235,0.021,13.25,-30.94,9.38,168.56,-87.04,-67.89
5100,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,305707,2019-09-04 20:11:37:820,-0.1581,-0.4874,9.6071,0.0023,0.0059,9.8066,-0.0254,-0.0103,0.0161,12.56,-30.0,11.19,163.43,-86.95,-67.84
5101,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,305808,2019-09-04 20:11:37:921,-0.1655,-0.4042,9.7609,0.0019,0.0103,9.8066,-0.0236,-0.0258,0.0041,13.56,-30.44,11.69,163.81,-86.85,-67.0
5102,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,305908,2019-09-04 20:11:38:021,-0.3843,-0.1559,9.7349,0.0067,-0.0025,9.8066,-0.016,-0.0208,-0.0209,13.94,-30.0,12.38,164.79,-86.79,-65.96
5103,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306008,2019-09-04 20:11:38:121,-0.2672,-0.6284,9.9324,0.0099,-0.0045,9.8066,-0.0189,-0.0376,-0.0359,14.25,-29.06,12.88,163.97,-86.86,-64.45
5104,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306107,2019-09-04 20:11:38:220,0.5653,-0.7959999999999999,10.0131,0.012,-0.0128,9.8066,-0.0013,-0.0291,-0.025,15.31,-28.19,13.38,167.83,-87.01,-62.13
5105,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306208,2019-09-04 20:11:38:321,-0.2051,-0.5386,9.683,-0.0034,0.0038,9.8066,-0.0013,-0.0026,0.0045,16.94,-27.56,12.56,171.82,-87.11,-61.3
5106,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306308,2019-09-04 20:11:38:421,0.1447,-0.5465,9.8057,-0.0038,-0.0017,9.8066,0.0028,-0.0272,0.0096,15.31,-26.06,12.25,170.61,-87.12,-61.36
5107,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306407,2019-09-04 20:11:38:520,-0.3056,-0.9932,9.8006,-0.0064,0.0026,9.8066,-0.0095,0.004,0.0133,14.25,-26.25,12.06,167.14,-87.1,-63.16
5108,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306507,2019-09-04 20:11:38:620,-0.2397,-0.0976,9.7112,0.0031,-0.0001,9.8066,-0.0164,0.011,-0.0172,14.19,-25.5,11.31,169.68,-87.06,-62.89
5109,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306608,2019-09-04 20:11:38:721,-0.1554,-0.3332,9.5229,0.0081,0.0069999999999999,9.8066,-0.0435,0.0055,-0.0079,12.94,-26.5,10.19,172.34,-87.04,-60.71
5110,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306707,2019-09-04 20:11:38:820,0.5474,-0.4379999999999999,10.0306,0.0165,0.0165,9.8066,-0.0694,-0.0085,0.0187,12.88,-27.06,9.75,177.24,-86.89,-55.43
5111,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306808,2019-09-04 20:11:38:921,0.4349,0.9774,10.7022,0.011,0.0174,9.8066,-0.037,-0.0146,-0.0085,13.5,-27.62,9.0,184.14,-86.67,-52.72
5112,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,306907,2019-09-04 20:11:39:020,0.7992,0.3989999999999999,11.2574,-0.0049,-0.016,9.8065,0.0616,-0.0058,-0.0234,12.88,-28.12,9.13,184.38,-86.69,-50.49
5113,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307007,2019-09-04 20:11:39:120,0.537,-0.2742,9.908,-0.0252,-0.0293,9.8065,0.0841,0.0002,-0.0084,13.0,-27.94,10.25,177.06,-87.09,-55.62
5114,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307107,2019-09-04 20:11:39:220,0.2558,-0.3281,8.7194,-0.0291,-0.021,9.8066,0.0803,-0.0006,0.0014,13.63,-27.94,9.69,168.83,-87.42,-66.43
5115,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307208,2019-09-04 20:11:39:321,-0.0316,0.5383,9.0831,-0.0133,-0.0071,9.8066,0.0386,0.0105,-0.0289,12.38,-27.31,10.0,160.24,-87.5,-71.4
5116,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307308,2019-09-04 20:11:39:421,0.0289999999999999,-0.1874,9.6891,0.0193,0.0015,9.8066,-0.0493,0.0169,-0.0133,12.44,-27.87,9.69,158.86,-87.67,-72.83
5117,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307407,2019-09-04 20:11:39:520,0.3283,-0.1038,10.1427,0.0259,0.0205,9.8065,-0.0826,-0.0114,-0.0059,12.63,-28.19,9.0,173.37,-87.56,-62.42
5118,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307508,2019-09-04 20:11:39:621,1.1726,-0.1902,9.8937,0.0223,0.0013,9.8066,-0.0487,-0.0105,-0.0324,12.0,-28.37,8.81,178.0,-87.44,-55.3
5119,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307608,2019-09-04 20:11:39:721,0.8378,0.2607,9.9198,0.0031,0.002,9.8066,0.0013,0.0006,0.0006,12.06,-28.12,8.13,185.4,-87.43,-50.44
5120,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307707,2019-09-04 20:11:39:820,0.6031,-0.2873,10.3465,-0.0092,-0.0035,9.8066,0.0245,0.0062,0.006,13.0,-27.81,8.94,182.15,-87.45,-52.98
5121,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307807,2019-09-04 20:11:39:920,0.3628,-0.2967,9.5004,-0.012,0.0025,9.8066,0.0097,-0.0058,0.0173,13.94,-28.31,9.75,178.76,-87.46,-55.79
5122,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,307908,2019-09-04 20:11:40:021,0.0409,0.309,9.4087,-0.0004,0.0022,9.8066,-0.0036,0.0171,0.0001,13.44,-27.81,9.44,177.91,-87.41,-57.56
5123,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,308008,2019-09-04 20:11:40:121,0.2984,0.2669,10.0004,0.0052,0.0003,9.8066,-0.0112,0.0009,-0.0027,14.63,-27.37,10.25,179.63,-87.41,-56.71
5124,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,308107,2019-09-04 20:11:40:220,0.6890000000000001,0.501,9.9333,0.0061,0.0007,9.8066,-0.0178,-0.0049,-0.0073,14.44,-27.19,10.0,178.65,-87.4,-55.91
5125,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,308208,2019-09-04 20:11:40:321,0.5387,-0.2979,9.9157,0.0091,-0.0043,9.8066,-0.0165,0.0145,0.0087,13.63,-27.12,10.0,181.58,-87.44,-52.77
5126,52.377014,-1.256783,154.93,4.95,3,248.04,18 / 19,308308,2019-09-04 20:11:40:421,0.5953,-0.0155,9.691,-0.0004,0.0049,9.8066,-0.0098,0.0006,0.0111,14.0,-27.5,10.5,179.62,-87.36,-52.25
5127,52.377014,-1.256783,154.93,4.95,3,248.04,17 / 18,308407,2019-09-04 20:11:40:520,0.5554,-0.0553,9.7201,-0.0067,-0.0006,9.8066,0.0121,0.0041,0.0256,14.31,-26.62,10.75,178.63,-87.35,-53.31
5128,52.377014,-1.256783,154.93,4.95,3,248.04,17 / 18,308507,2019-09-04 20:11:40:620,0.0606,0.0374,10.0155,-0.0046,-0.0055,9.8066,0.0078,-0.0077,-0.0053,13.63,-26.56,10.5,176.27,-87.34,-55.83
5129,52.377014,-1.256783,154.93,4.95,3,248.04,17 / 18,308607,2019-09-04 20:11:40:720,0.1754,-0.2013,9.3104,-0.0006,-0.0038,9.8066,-0.0189,0.0066,-0.0017,13.81,-27.31,10.31,177.83,-87.42,-56.79
