,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE X (rad/s), GYROSCOPE Y (rad/s), GYROSCOPE Z (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Azimuth) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
4488,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,244508,2019-09-04 20:10:36:621,-0.1895,0.6737,10.4095,0.0048,0.0753,9.8063,-0.228,-0.0951,0.0495,1.31,-31.25,21.44,258.37,-89.01,77.08
4489,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,244607,2019-09-04 20:10:36:720,-1.0148,1.7313,11.2484,-0.019,0.0859,9.8062,-0.1937,-0.1053,0.0718,2.5,-30.81,20.19,217.39,-88.54,30.2
4490,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,244708,2019-09-04 20:10:36:821,-2.4876,1.8847,11.0916,-0.0051,0.0267,9.8065,0.0252,-0.1453,-0.0425,2.25,-30.56,20.44,196.61,-87.89,11.82
4491,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,244808,2019-09-04 20:10:36:921,-1.8657,0.7876,9.1173,0.0085,-0.0279,9.8065,0.0724,-0.1534,-0.0297,2.94,-31.12,21.19,201.42,-87.85,14.42
4492,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,244909,2019-09-04 20:10:37:022,-2.0503,0.4201,8.5399,0.0029,-0.0224,9.8065,0.0424,-0.2247,-0.0173,3.0,-31.62,20.56,209.21,-88.23,22.37
4493,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,245008,2019-09-04 20:10:37:121,-1.9705,0.7813,9.4227,-0.0045,-0.0037,9.8066,0.0086,-0.2777,0.0074,2.69,-30.31,20.69,211.99,-88.37,25.07
4494,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,245107,2019-09-04 20:10:37:220,-2.8064,1.0128,10.2231,-0.0259,0.0137,9.8065,-0.0263,-0.3198,0.0421,3.69,-30.56,20.69,204.38,-88.41,14.53
4495,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,245208,2019-09-04 20:10:37:321,-3.2792,1.6692,10.9101,0.0102,0.0136,9.8066,-0.0356,-0.3132,-0.045,3.44,-30.94,20.75,196.86,-88.29,6.78
4496,52.378616,-1.253966,149.91,8.04,4,200.31,16 / 18,245307,2019-09-04 20:10:37:420,-3.0413,1.3889,9.7403,0.0076,0.005,9.8066,0.0046,-0.368,-0.0159,4.5,-30.31,19.56,204.24,-88.07,11.34
4497,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,245408,2019-09-04 20:10:37:521,-3.599,0.9868,9.3168,0.0068,0.0024,9.8066,-0.0096,-0.4194,-0.0475,4.19,-30.06,19.5,200.34,-88.07,10.01
4498,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,245507,2019-09-04 20:10:37:620,-2.6647,1.3035,9.2934,0.0136,0.0119,9.8066,-0.0301,-0.4241,-0.0316,5.06,-30.31,19.63,206.43,-87.88,13.75
4499,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,245608,2019-09-04 20:10:37:721,-2.6229,1.7373,9.8839,0.0054,0.0123,9.8066,-0.0261,-0.4568,-0.0304,5.63,-31.0,17.94,210.65,-87.71,14.11
4500,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,245708,2019-09-04 20:10:37:821,-2.9351,1.8284,10.0674,0.0118,0.0094,9.8066,-0.036,-0.4723,-0.0714,6.81,-31.0,17.69,213.68,-87.47,14.65
4501,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,245807,2019-09-04 20:10:37:920,-2.8723,1.6667,9.86,0.0065,0.0145,9.8066,-0.0327,-0.4785,-0.0276,7.13,-30.56,16.63,216.5,-87.25,16.85
4502,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,245908,2019-09-04 20:10:38:021,-2.4084,1.7044,9.4957,0.0082,0.0146,9.8066,-0.0455,-0.4947,-0.0208,7.69,-31.56,16.31,219.36,-87.07,16.08
4503,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,246008,2019-09-04 20:10:38:121,-2.8811,1.9795,9.3518,0.0017,0.0105,9.8066,-0.0165,-0.5158,-0.0256,8.19,-30.56,14.5,218.61,-86.78,14.16
4504,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,246108,2019-09-04 20:10:38:221,-2.6704,1.6143,9.4548,0.0094,0.0044,9.8066,-0.0463,-0.5099,-0.063,9.5,-30.81,13.5,225.16,-86.67,13.83
4505,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,246207,2019-09-04 20:10:38:320,-2.6997,1.4738,10.0649,0.0324,0.0145,9.8065,-0.0685,-0.5061,-0.0908,10.0,-30.37,12.63,228.1,-86.32,15.5
4506,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,246308,2019-09-04 20:10:38:421,-1.9644,2.1358,10.3147,0.0283,0.0169,9.8065,-0.0264,-0.5178,-0.0692,10.75,-30.94,11.44,235.42,-85.72,17.4
4507,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,246407,2019-09-04 20:10:38:520,-2.2947,1.1911,8.8203,-0.0046,0.0069999999999999,9.8066,0.0131,-0.5504,-0.0257,11.69,-32.12,10.88,237.85,-85.55,17.72
4508,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,246507,2019-09-04 20:10:38:620,-2.3923,2.1515,9.3846,-0.0156,0.0261,9.8065,-0.0377,-0.5368,0.0021,12.44,-32.37,9.69,236.14,-85.56,13.45
4509,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,246607,2019-09-04 20:10:38:720,-2.6637,1.7094,9.5886,0.0182,0.0073,9.8066,-0.0363,-0.5379999999999999,-0.0709,11.63,-32.0,8.5,235.78,-85.29,10.9
4510,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,246708,2019-09-04 20:10:38:821,-2.3446,2.6009,10.5569,0.0137,0.0069,9.8066,0.005,-0.5374,-0.0809,12.06,-32.12,7.56,237.87,-85.1,10.73
4511,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,246808,2019-09-04 20:10:38:921,-1.529,1.6844,9.0313,0.0174,-0.0242,9.8066,0.016,-0.5,-0.1292,13.31,-31.06,7.13,245.05,-85.01,12.82
4512,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,246907,2019-09-04 20:10:39:020,-2.0594,1.3483,9.6318,-0.0078,0.0093,9.8066,-0.0152,-0.5277,-0.001,12.75,-31.25,6.06,249.99,-84.98,14.99
4513,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,247007,2019-09-04 20:10:39:120,-2.2576,1.9389,9.3476,-0.0065,0.0215,9.8066,-0.0196,-0.51,-0.003,12.75,-31.06,4.5,250.41,-84.96,12.03
4514,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,247108,2019-09-04 20:10:39:221,-1.7857,2.1391,10.311,0.0014,0.0193,9.8066,-0.02,-0.4577,-0.0069,12.56,-30.56,3.75,250.05,-84.86,8.18
4515,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,247208,2019-09-04 20:10:39:321,-1.7684,1.9101,10.2253,0.0049,0.0025,9.8066,-0.0135,-0.4284,-0.0517,13.38,-31.37,3.19,252.01,-84.76,6.62
4516,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,247307,2019-09-04 20:10:39:420,-1.1666,0.6368,9.6263,0.0005,-0.0133,9.8066,0.0231,-0.3639,-0.0493,13.13,-31.5,2.94,253.61,-84.75,8.36
4517,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,247407,2019-09-04 20:10:39:520,-1.3787,0.4068,9.4872,-0.0051,0.0095,9.8066,0.0011,-0.3587,-0.0113,13.38,-30.5,1.69,258.12,-84.82,8.49
4518,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,247508,2019-09-04 20:10:39:621,-1.24,0.8446,9.6943,-0.0023,0.0127,9.8065,-0.0058,-0.2966,-0.0083,12.81,-30.31,0.5,259.92,-84.85,6.07
4519,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,247608,2019-09-04 20:10:39:721,-1.4282,0.9775,9.6593,0.0024,0.0093,9.8066,-0.0169,-0.2528,-0.0133,12.44,-29.62,0.13,261.8,-84.85,4.65
4520,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,247708,2019-09-04 20:10:39:821,-1.7524,0.5446,9.8105,0.0059,0.0116,9.8066,-0.0361,-0.2447,-0.0165,12.25,-29.31,-0.12,260.86,-84.78,3.4
4521,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,247808,2019-09-04 20:10:39:921,-1.6469999999999998,-0.0478,9.298,0.033,0.0399,9.8065,-0.0446,-0.2092,0.0375,12.63,-29.81,-1.19,265.13,-84.72,2.95
4522,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,247907,2019-09-04 20:10:40:020,-1.9655,0.6807,8.0893,0.0178,0.0322,9.8066,-0.0798,-0.1822,0.0403,11.94,-30.0,-2.19,262.59,-84.29,-2.74
4523,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,248007,2019-09-04 20:10:40:120,-2.6501,0.6624,6.1606,0.0549,0.0315,9.8064,-0.2019,-0.1512,0.0364,11.63,-30.94,-1.62,258.45,-83.83,-5.42
4524,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,248108,2019-09-04 20:10:40:221,-0.4213,0.7144,10.1111,0.0876,0.0127,9.8062,-0.2323,-0.1279,-0.0391,11.19,-30.81,-2.81,258.4,-82.46,-6.33
4525,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,248207,2019-09-04 20:10:40:320,-0.3522,0.6313,12.2785,0.0335,0.0021,9.8066,-0.0355,-0.0839,-0.0428,11.25,-30.94,-3.75,261.92,-81.59,-5.35
4526,52.378616,-1.253966,149.91,8.04,4,200.31,19 / 19,248309,2019-09-04 20:10:40:422,-0.4915,-0.6191,11.3715,-0.0415,-0.0082,9.8065,0.1742,-0.0966,0.016,11.19,-29.5,-3.44,259.24,-81.64,-4.58
4527,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,248407,2019-09-04 20:10:40:520,-2.3782,2.3423,8.1663,-0.1267,-0.0119,9.8058,0.3485,-0.0447,-0.0695,11.13,-29.87,-2.06,255.04,-83.42,-7.97
4528,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,248507,2019-09-04 20:10:40:620,-3.0706,0.2145,8.7131,-0.1006,-0.0155,9.806,0.1889,-0.0137,0.0343,11.81,-30.25,-1.75,259.33,-84.81,-7.46
4529,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,248608,2019-09-04 20:10:40:721,-2.3267,-0.8894,10.1701,-0.0093,0.0007,9.8066,-0.1317,-0.0211,-0.0225,11.56,-29.75,-1.19,254.11,-85.22,-9.14
4530,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,248707,2019-09-04 20:10:40:820,-1.0659999999999998,0.5093,10.8545,0.0701,0.0132,9.8063,-0.1726,-0.0385,0.0093,11.44,-29.81,-2.37,258.22,-84.6,-7.75
4531,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,248807,2019-09-04 20:10:40:920,0.0795,-1.3807,10.2172,0.031,-0.0266,9.8065,-0.0061,0.0391,0.0133,11.81,-28.81,-3.19,264.04,-83.67,-5.03
4532,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,248908,2019-09-04 20:10:41:021,-1.0463,0.1123,9.8248,-0.0254,-0.0101,9.8066,0.0729,0.0061,-0.0277,12.19,-29.75,-2.37,258.88,-83.73,-5.24
4533,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249007,2019-09-04 20:10:41:120,-1.485,-0.1148,10.3412,-0.0373,-0.0131,9.8065,0.0912,0.0088,0.005,12.06,-29.25,-2.44,261.76,-84.32,-4.17
4534,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249107,2019-09-04 20:10:41:220,-1.4592,-0.5032,10.3806,-0.0226,0.003,9.8066,0.0556,0.0217,0.0134,12.5,-29.06,-1.94,262.51,-84.84,-4.89
4535,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249208,2019-09-04 20:10:41:321,-1.0521,0.1341,9.3148,-0.0094,0.0064,9.8066,0.0018,0.0253,-0.0176,12.94,-30.12,-1.25,257.29,-84.96,-5.74
4536,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249307,2019-09-04 20:10:41:420,-1.5392,-0.2628,9.6554,-0.0038,-0.0023,9.8066,0.0006,0.0415,-0.0007,13.06,-29.25,-1.37,258.24,-85.03,-5.28
4537,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249407,2019-09-04 20:10:41:520,-1.6829,-0.5202,9.242,0.0023,-0.0027,9.8066,-0.0277,0.0285,-0.0172,13.0,-30.12,-1.37,258.04,-85.03,-5.12
4538,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249508,2019-09-04 20:10:41:621,-1.4935,-0.0222,9.6949,0.0105,-0.0044,9.8066,-0.0295,0.0288,-0.0171,13.13,-30.06,-2.12,262.62,-84.93,-4.59
4539,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249607,2019-09-04 20:10:41:720,-1.5086,-0.298,10.3512,0.013,-0.0068,9.8066,-0.0328,0.0491,-0.0269,12.81,-29.87,-1.62,263.62,-84.72,-3.07
4540,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249708,2019-09-04 20:10:41:821,-0.6824,-0.4699,9.1389,0.0023,-0.0151,9.8066,-0.0121,0.0504,-0.0426,12.81,-28.87,-1.19,261.09,-84.66,-1.49
4541,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249808,2019-09-04 20:10:41:921,-1.5441,-0.0619,9.4886,-0.0012,-0.0104,9.8066,-0.0222,0.0502,-0.0294,13.0,-28.5,-1.31,263.8,-84.66,0.88
4542,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,249908,2019-09-04 20:10:42:021,-0.7669,-0.8553,10.1355,0.0007,-0.0132,9.8066,-0.0099,0.0516,-0.0345,12.69,-29.19,-1.81,270.11,-84.65,3.27
4543,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,250007,2019-09-04 20:10:42:120,-0.7040000000000001,-0.4277,10.1237,-0.0098,0.0117,9.8066,0.0369,0.0256,0.04,13.5,-28.75,-0.81,265.74,-84.73,2.59
4544,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,250107,2019-09-04 20:10:42:220,-0.8916,0.1286,9.7187,-0.0135,0.0054,9.8066,0.0265,0.0446,-0.0023,13.13,-29.44,-1.56,267.97,-84.92,0.51
4545,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,250208,2019-09-04 20:10:42:321,-1.0165,-0.0067,9.3572,-0.0109,-0.0076,9.8066,-0.0124,0.055,-0.0221,12.75,-29.0,-1.62,268.7,-85.17,0.69
4546,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 18,250307,2019-09-04 20:10:42:420,-0.2934,-0.7157,9.8117,0.0162,-0.0057,9.8066,-0.0523,0.0256,-0.0254,13.38,-29.31,-1.5,265.06,-85.12,1.55
4547,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,250407,2019-09-04 20:10:42:520,0.057,-0.5699,10.5269,0.0107,0.0001,9.8066,-0.02,0.0349,-0.0075,13.25,-29.12,-2.12,269.56,-84.85,2.26
4548,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,250507,2019-09-04 20:10:42:620,-0.3744,-0.1525,10.0838,-0.0058,-0.0097,9.8066,0.0131,0.054,-0.0374,13.56,-29.37,-1.69,270.53,-84.83,3.09
4549,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,250608,2019-09-04 20:10:42:721,-0.1323,-0.6759,9.5317,-0.0187,-0.0122,9.8066,0.0276,0.0382,-0.0139,14.19,-29.12,-1.56,272.81,-85.01,4.99
4550,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,250707,2019-09-04 20:10:42:820,-0.7075,-0.2578,9.397,-0.0093,-0.0118,9.8066,0.0127,0.0384,-0.0414,14.44,-29.19,-1.69,273.72,-85.18,5.54
4551,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,250808,2019-09-04 20:10:42:921,-0.4982,-1.0508,9.7323,0.0018,-0.0035,9.8066,-0.0298,0.0413,0.017,13.88,-28.81,-1.44,271.86,-85.2,7.77
4552,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,250908,2019-09-04 20:10:43:021,-0.0791,-0.2564,9.805,0.0067,0.0107,9.8066,-0.0329,0.0376,0.0157,13.75,-29.25,-1.31,269.41,-85.09,5.54
4553,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,251007,2019-09-04 20:10:43:120,-0.2295,-0.252,9.4959,0.0018,0.0008,9.8066,-0.0047,0.0456,-0.0183,13.56,-28.81,-1.19,268.91,-85.06,5.11
4554,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,251107,2019-09-04 20:10:43:220,0.0076,-0.3841,9.7426,-0.0058,0.0026,9.8066,0.0087,0.0474,-0.0003,13.5,-29.37,-0.81,269.08,-85.09,5.22
4555,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,251208,2019-09-04 20:10:43:321,-0.3556,0.1188,9.149,-0.0097,-0.0063,9.8065,0.0199,0.0598,-0.0094,13.63,-28.69,-0.69,269.88,-85.23,5.72
4556,52.378616,-1.253966,149.91,8.04,4,200.31,18 / 19,251308,2019-09-04 20:10:43:421,-0.1834,-0.6541,9.8445,-0.0039,-0.0118,9.8066,0.0003,0.0464,-0.0301,13.56,-29.56,-0.62,270.55,-85.34,6.5
4557,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,251407,2019-09-04 20:10:43:520,-0.0289999999999999,-0.2034,9.4016,-0.0014,0.0045,9.8066,-0.0016,0.0287,-0.0138,12.69,-28.81,-0.87,271.45,-85.38,7.4
4558,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,251508,2019-09-04 20:10:43:621,-0.4121,-0.0924,9.6267,0.0013,-0.0114,9.8066,-0.0076,0.0477,-0.0394,13.44,-29.12,-0.31,267.73,-85.37,8.12
4559,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,251607,2019-09-04 20:10:43:720,-0.6575,-1.3245,9.235,-0.0008,-0.0025,9.8065,-0.0282,0.0325,0.039,13.31,-28.81,0.5,265.41,-85.37,10.13
4560,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,251708,2019-09-04 20:10:43:821,-0.1088,-0.0302,9.7361,0.0069999999999999,-0.0045,9.8066,-0.0284,0.024,-0.0313,14.38,-29.44,0.44,269.24,-85.3,9.03
4561,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,251808,2019-09-04 20:10:43:921,-0.5318,-0.2729,9.8737,-0.0051,0.0033,9.8066,0.0067,0.0199,0.0224,15.5,-28.87,1.0,267.08,-85.33,9.13
4562,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,251908,2019-09-04 20:10:44:021,-0.2653,0.1206,9.8276,-0.0156,0.0042,9.8066,0.0273,0.0127,-0.0117,16.5,-29.31,-0.5,269.73,-85.47,7.49
4563,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,252007,2019-09-04 20:10:44:120,-0.4089,-0.3462,9.8638,-0.0126,0.0053,9.8066,0.0183,0.0102,0.0179,16.69,-28.19,-1.19,273.41,-85.72,7.1
4564,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,252107,2019-09-04 20:10:44:220,-0.6266,-0.1281,9.7714,-0.0011,0.0001,9.8066,-0.0161,0.0134,-0.0112,14.88,-29.37,-2.0,275.23,-85.82,5.68
4565,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,252208,2019-09-04 20:10:44:321,-0.6391,-0.8619,9.8774,-0.001,0.0086,9.8066,-0.0093,0.0163,0.0314,13.75,-29.06,-1.0,271.01,-85.82,5.6
4566,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,252307,2019-09-04 20:10:44:420,-1.1399,0.1058,9.9622,-0.0004,0.0017,9.8066,-0.0116,0.011,-0.0089,13.81,-29.44,-0.94,268.62,-85.83,3.19
4567,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,252408,2019-09-04 20:10:44:521,-0.7184,-0.1471,10.4,-0.0062,-0.0017,9.8066,0.004,0.0174,0.0035,14.63,-29.81,-0.94,269.11,-85.87,3.57
4568,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,252507,2019-09-04 20:10:44:620,-0.4691,-0.8751,9.1402,-0.0049,0.001,9.8066,-0.0064,0.0025,0.0157,13.69,-30.0,-1.06,268.64,-85.94,3.27
4569,52.378426,-1.254606,150.54,8.17,4,276.55,18 / 18,252608,2019-09-04 20:10:44:721,0.3703,0.3855,10.5937,-0.0071,0.0144,9.8066,0.0236,-0.0032,0.0191,13.88,-29.69,-0.75,266.51,-86.03,0.94
